Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Entities_Raw
2025_11_10,https://www.bbc.com/mundo,es,Dimiten el director general de la BBC y la máxima responsable de noticias tras las críticas por la edición de un documental sobre Trump,The director general of the BBC and the head of news resign after criticism over the editing of a documentary about Trump,0.02500000000000001,"[('BBC', 'ORG'), ('Trump', 'ORG')]"
2025_11_10,https://www.bbc.com/mundo,es,Los centenares de mujeres africanas llevadas bajo engaños a la República de Tartaristán para fabricar drones rusos,The hundreds of African women tricked into the Republic of Tatarstan to manufacture Russian drones,0.0,"[('hundreds', 'CARDINAL'), ('African', 'NORP'), ('the Republic of Tatarstan', 'GPE'), ('Russian', 'NORP')]"
2025_11_10,https://www.bbc.com/mundo,es,La trabajadora guatemalteca que murió de un disparo tras llegar a limpiar la casa equivocada en EE.UU.,The Guatemalan worker who was shot dead after arriving to clean the wrong house in the US.,-0.1111111111111111,"[('Guatemalan', 'ORG'), ('US', 'GPE')]"
2025_11_10,https://www.bbc.com/mundo,es,La historia de los aperreadores españoles que usaron jaurías para dominar a los incas en Perú,The story of the Spanish bulldogs who used packs to dominate the Incas in Peru,0.0,"[('Spanish', 'NORP'), ('Incas', 'GPE'), ('Peru', 'GPE')]"
2025_11_10,https://www.bbc.com/mundo,es,"Quiénes fueron los hermanos Hunt, los ""gangsters de la plata"" que manipularon el precio del metal y provocaron el colapso del mercado","Who were the Hunt brothers, the ""silver gangsters"" who manipulated the price of the metal and caused the market to collapse?",0.0,"[('Hunt', 'PERSON')]"
2025_11_10,https://www.bbc.com/hindi,hi,डोनाल्ड ट्रंप किस तरह ज़ोहरान ममदानी की 'न्यूयॉर्क योजना' पर लगा सकते हैं ब्रेक,How Donald Trump can put brakes on Zohran Mamdani's 'New York Plan',0.13636363636363635,"[('Donald Trump', 'PERSON'), (""Zohran Mamdani's"", 'PERSON')]"
2025_11_10,https://www.bbc.com/hindi,hi,"लाइव,फ़रीदाबाद में 360 किलो विस्फोटक बरामद: गिरिराज सिंह क्या बोले","Live, 360 kg explosives recovered in Faridabad: What did Giriraj Singh say?",0.13636363636363635,"[('360 kg explosives', 'QUANTITY'), ('Faridabad', 'GPE'), ('Giriraj Singh', 'PERSON')]"
2025_11_10,https://www.bbc.com/hindi,hi,"9 मिनट में हाफ़ सेंचुरी, 8 गेंदों पर 8 छक्के: कौन है ये क्रिकेटर","Half century in 9 minutes, 8 sixes in 8 balls: Who is this cricketer?",-0.16666666666666666,"[('Half century', 'DATE'), ('9 minutes', 'TIME'), ('8', 'CARDINAL'), ('8', 'CARDINAL')]"
2025_11_10,https://www.bbc.com/hindi,hi,"बीबीसी के डायरेक्टर जनरल ने दिया इस्तीफ़ा, ट्रंप से जुड़े प्रोग्राम का क्या था मामला","Director General of BBC resigned, what was the matter with the program related to Trump?",0.02500000000000001,"[('BBC', 'ORG'), ('Trump', 'ORG')]"
2025_11_10,https://www.bbc.com/hindi,hi,उत्तराखंड में 'पहाड़ बनाम मैदान' से अब कैसे आया सियासी भूचाल,How did 'mountains vs plains' create political turmoil in Uttarakhand?,0.0,"[('Uttarakhand', 'GPE')]"
