Scrape_Date,Source_Name,Source_URL,Source_Language_Code,Source_Region,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Las mujeres tienen deficiencias intelectuales"": el exclusivo acceso de la BBC para ver cómo el Talibán gobierna Afganistán","""Las mujeres tienen deficiencias intelectuales"": el exclusivo acceso de la BBC para ver cómo el Talibán gobierna Afganistán",0.0,neutral,"[('el exclusivo acceso de la BBC', 'ORG'), ('el Talibán', 'GPE'), ('Afganistán', 'PERSON')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Mark Carney, el primer ministro de Canadá que desafía a Trump y acepta pelear en la guerra comercial con EE.UU.","Mark Carney, el primer ministro de Canadá que desafía a Trump y acepta pelear en la guerra comercial con EE.UU.",0.0,neutral,"[('Mark Carney', 'PERSON'), ('el primer', 'GPE'), ('ministro de Canadá', 'PERSON'), ('Trump', 'ORG')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""El miedo ahora es otro"": cómo ha cambiado la vida en El Salvador en los 4 años de guerra de Bukele contra las maras","""El miedo ahora es otro"": cómo ha cambiado la vida en El Salvador en los 4 años de guerra de Bukele contra las maras",0.0,neutral,"[('El miedo', 'ORG'), ('El Salvador', 'GPE'), ('los 4', 'GPE'), ('de Bukele', 'PERSON'), ('contra', 'NORP'), ('las maras', 'PERSON')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Qué son las chagras, las ""granjas"" en la selva tropical que desafían la agricultura moderna en Colombia y Ecuador","Qué son las chagras, las ""granjas"" en la selva tropical que desafían la agricultura moderna en Colombia y Ecuador",0.0,neutral,"[('Qué', 'ORG'), ('las chagras', 'GPE'), ('las ""', 'GPE'), ('la selva tropical que', 'ORG'), ('Colombia', 'GPE'), ('Ecuador', 'GPE')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Los océanos del planeta alcanzan la temperatura media más alta jamás registrada mientras El Niño se intensifica,Los océanos del planeta alcanzan la temperatura media más alta jamás registrada mientras El Niño se intensifica,0.0,neutral,"[('temperatura media más alta jamás registrada', 'ORG'), ('El Niño', 'ORG')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Tras la pista de un fantasma: cómo la BBC localizó al jefe de espionaje fugitivo de Al Assad tras una búsqueda de meses,Tras la pista de un fantasma: cómo la BBC localizó al jefe de espionaje fugitivo de Al Assad tras una búsqueda de meses,0.0,neutral,"[('Tras la pista de un', 'PERSON'), ('BBC', 'ORG'), ('al jefe de', 'PERSON'), ('de Al Assad', 'PERSON')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Una terapia me ayudó a recordar los abusos de mi hermanastro y me permitió llevarlo ante la justicia,Una terapia me ayudó a recordar los abusos de mi hermanastro y me permitió llevarlo ante la justicia,0.0,neutral,"[('los abusos de mi hermanastro', 'PERSON'), ('llevarlo', 'PERSON')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,La serie fotográfica de pelirrojos que muestra un vínculo inesperado entre los estadounidenses,La serie fotográfica de pelirrojos que muestra un vínculo inesperado entre los estadounidenses,0.0,neutral,"[('fotográfica de pelirrojos', 'PERSON'), ('un', 'ORG')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Por qué cada vez más infraestructura vital se está colocando bajo tierra,Por qué cada vez más infraestructura vital se está colocando bajo tierra,0.0,neutral,"[('vez más', 'PERSON')]"
2026_08_25,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Nuestra amistad es tan fuerte que decidimos casarnos"": las amigas unidas por un vínculo platónico","""Nuestra amistad es tan fuerte que decidimos casarnos"": las amigas unidas por un vínculo platónico",0.0,neutral,"[('las amigas', 'ORG'), ('un', 'ORG'), ('platónico', 'PRODUCT')]"
