Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_05_23,https://www.bbc.com/mundo,es,"""Vendí a mi hija de 5 años para que recibiera tratamiento médico"": las familias que se enfrentan a decisiones imposibles en Afganistán",'I sold my 5-year-old daughter for medical treatment': Families facing impossible decisions in Afghanistan,0.0,neutral,"[('5-year-old', 'DATE'), ('Afghanistan', 'GPE')]"
2026_05_23,https://www.bbc.com/mundo,es,"Al menos 90 personas murieron en una explosión en una mina de carbón en China, según medios estatales","At least 90 people died in a coal mine explosion in China, according to state media",0.0,neutral,"[('At least 90', 'CARDINAL'), ('China', 'GPE')]"
2026_05_23,https://www.bbc.com/mundo,es,"Lo que los británicos realmente quieren decir cuando dicen ""sorry""","What Brits Really Mean When They Say ""Sorry""",0.0,neutral,[]
2026_05_23,https://www.bbc.com/mundo,es,"Cómo es el Jardín de los Venenos, que alberga más de 100 plantas tóxicas (incluida la más venenosa del mundo)","What is the Garden of Poisons like, which houses more than 100 toxic plants (including the most poisonous in the world)",0.0,neutral,"[('the Garden of Poisons', 'FAC'), ('more than 100', 'CARDINAL')]"
2026_05_23,https://www.bbc.com/mundo,es,"Los buceadores italianos que murieron en Maldivas carecían de equipos adecuados, según un rescatista","Italian divers who died in Maldives lacked proper equipment, rescuer says",0.0,neutral,"[('Italian', 'NORP'), ('Maldives', 'ORG')]"
2026_05_23,https://www.bbc.com/mundo,es,"El director ejecutivo de un banco pide disculpas tras describir a sus trabajadores como ""capital humano de menor valor""","Bank CEO apologizes after describing his workers as ""lower value human capital""",0.0,neutral,"[('Bank', 'ORG')]"
2026_05_23,https://www.bbc.com/mundo,es,El gobierno de Trump exigirá a la mayoría de los inmigrantes que solicitan la residencia que abandonen primero EE.UU.,The Trump administration will require most immigrants who apply for residency to leave the US first.,0.0,neutral,"[('Trump', 'PERSON'), ('US', 'GPE'), ('first', 'ORDINAL')]"
2026_05_23,https://www.bbc.com/mundo,es,"""Panamá no es un país inventado por EE.UU. para hacer un canal""","""Panama is not a country invented by the US to make a canal""",0.0,neutral,"[('Panama', 'GPE'), ('US', 'GPE')]"
2026_05_23,https://www.bbc.com/mundo,es,"Rodrigo Rey Rosa y su novela inspirada en la megacárcel de Bukele: ""Con el giro a la derecha en el mundo, estos centros de detención pueden volverse la norma""","Rodrigo Rey Rosa and his novel inspired by Bukele's megaprison: ""With the shift to the right in the world, these detention centers can become the norm""",0.0,neutral,"[('Rodrigo Rey Rosa', 'PERSON'), ('Bukele', 'ORG')]"
2026_05_23,https://www.bbc.com/mundo,es,El proyecto fruto de la Segunda Guerra Mundial que hace que los japoneses sufran cada vez más alergias,The project resulting from the Second World War that causes the Japanese to suffer more and more allergies,-1.0,negative,"[('the Second World War', 'EVENT'), ('Japanese', 'NORP')]"
2026_05_23,https://www.bbc.com/hindi,hi,क्यूबा के पूर्व राष्ट्रपति राउल कास्त्रो का हाल भी क्या मादुरो जैसा होगा,Will the condition of former Cuban President Raul Castro be like that of Maduro?,0.0,neutral,"[('Cuban', 'NORP'), ('Raul Castro', 'PERSON'), ('Maduro', 'PERSON')]"
2026_05_23,https://www.bbc.com/hindi,hi,"लाइव,अभिजीत दीपके ने कहा- सरकार ने 'कॉकरोच जनता पार्टी' की वेबसाइट बंद कर दी","Live, Abhijeet Deepke said- Government has closed the website of 'Cockroach Janata Party'",0.0,neutral,"[('Abhijeet Deepke', 'PERSON'), (""'Cockroach Janata Party'"", 'ORG')]"
2026_05_23,https://www.bbc.com/hindi,hi,खाड़ी के देशों में काम करने गईं कुछ भारतीय महिलाओं की आपबीती,Ordeal of some Indian women who went to work in Gulf countries,0.0,neutral,"[('Indian', 'NORP'), ('Gulf', 'LOC')]"
2026_05_23,https://www.bbc.com/hindi,hi,"'काश मैंने ये सर्जरी पहले कराई होती', ब्रेस्ट रिडक्शन सर्जरी के ट्रेंड बढ़ने की कहानी","'I wish I had done this surgery earlier', the story of increasing trend of breast reduction surgery",0.0,neutral,[]
2026_05_23,https://www.bbc.com/hindi,hi,मार्को रुबियो ने दिल्ली आने से पहले जो कहा क्या वह भारत की उलझन बढ़ाता है?,Does what Marco Rubio said before coming to Delhi add to India's confusion?,0.0,neutral,"[('Marco Rubio', 'PERSON'), ('Delhi', 'GPE'), ('India', 'GPE')]"
2026_05_23,https://www.bbc.com/hindi,hi,कॉकरोच जनता पार्टी के संस्थापक अभिजीत दीपके के माता-पिता क्या चाहते हैं?,What do the parents of Cockroach Janata Party founder Abhijeet Deepke want?,0.0,neutral,"[('Cockroach Janata Party', 'ORG'), ('Abhijeet Deepke', 'PERSON')]"
2026_05_23,https://www.bbc.com/hindi,hi,"गोवा से मुँह मोड़ रहे हैं विदेशी पर्यटक, श्रीलंका से मिल रही है कड़ी चुनौती","Foreign tourists are turning away from Goa, facing tough challenge from Sri Lanka",0.0,neutral,"[('Goa', 'PERSON'), ('Sri Lanka', 'GPE')]"
2026_05_23,https://www.bbc.com/hindi,hi,"तुलसी गबार्ड ने अचानक दिया इस्तीफ़ा, ट्रंप ने उनके इस्तीफ़े पर की ये टिप्पणी","Tulsi Gabbard suddenly resigned, Trump made this comment on her resignation",0.0,neutral,"[('Tulsi Gabbard', 'ORG'), ('Trump', 'PERSON')]"
2026_05_23,https://www.bbc.com/hindi,hi,भोजशाला पर फ़ैसले के बाद पहला शुक्रवारः 'हम जीत गए' और 'हमसे छीन लिया गया' के बीच धार,First Friday after the decision on Bhojshala: The edge between 'we won' and 'it was snatched from us',0.0,neutral,"[('First', 'ORDINAL'), ('Friday', 'DATE'), ('Bhojshala', 'GPE'), ('us', 'GPE')]"
2026_05_23,https://www.bbc.com/hindi,hi,"'बच्चे कहते हैं, बाबा रोटी दो... मैं कहां से दूं?': अपने बच्चों को बेचने के लिए मजबूर अफ़गान परिवार","'Children say, Baba give me bread... where should I give it from?': Afghan families forced to sell their children",0.0,neutral,"[('Baba', 'PERSON'), ('Afghan', 'NORP')]"
2026_05_23,https://www.bbc.com/portuguese,pt,"'O STF é um tribunal que julga muito e acaba sempre desagradando alguém', diz ex-ministro Luis Barroso","'The STF is a court that judges a lot and always ends up displeasing someone', says former minister Luis Barroso",0.0,neutral,"[('STF', 'ORG'), ('Luis Barroso', 'PERSON')]"
2026_05_23,https://www.bbc.com/portuguese,pt,"Em reviravolta, Carla Zambelli é solta na Itália após Justiça anular extradição ao Brasil","In a twist, Carla Zambelli is released in Italy after the court annuls her extradition to Brazil",0.0,neutral,"[('Carla Zambelli', 'PERSON'), ('Italy', 'GPE'), ('Brazil', 'GPE')]"
