Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_03_30,https://www.bbc.com/mundo,es,Qué medidas están tomando los gobiernos para aliviar el aumento de los precios de los combustibles en América Latina y el mundo,What measures are governments taking to alleviate the increase in fuel prices in Latin America and the world?,0.0,neutral,"[('Latin America', 'LOC')]"
2026_03_30,https://www.bbc.com/mundo,es,"Trump dice que EE.UU. podría apoderarse ""fácilmente"" de la isla de Jark, el centro neurálgico de la industria petrolera de Irán","Trump says US could 'easily' seize Jark Island, nerve center of Iran's oil industry",0.0,neutral,"[('Trump', 'ORG'), ('US', 'GPE'), ('Jark Island', 'LOC'), ('Iran', 'GPE')]"
2026_03_30,https://www.bbc.com/mundo,es,Artemis II: cómo es la ambiciosa misión para regresar a la Luna después de 50 años,Artemis II: what the ambitious mission is like to return to the Moon after 50 years,0.0,neutral,"[('Artemis II', 'PRODUCT'), ('50 years', 'DATE')]"
2026_03_30,https://www.bbc.com/mundo,es,Los intrépidos ladrones que en apenas 3 minutos robaron pinturas valuadas en US$10 millones de un museo en Italia,The intrepid thieves who in just 3 minutes stole paintings valued at US$10 million from a museum in Italy,0.0,neutral,"[('just 3 minutes', 'TIME'), ('US$10 million', 'MONEY'), ('Italy', 'GPE')]"
2026_03_30,https://www.bbc.com/mundo,es,"Las repartidoras de yogur que combaten la soledad en Japón, uno de los países más envejecidos del mundo","Yogurt delivery girls fighting loneliness in Japan, one of the oldest countries in the world",0.0,neutral,"[('Japan', 'GPE'), ('one', 'CARDINAL')]"
2026_03_30,https://www.bbc.com/mundo,es,Un petrolero de Rusia llega a Cuba con el permiso de Trump en medio del bloqueo de EE.UU. a la isla,A Russian oil tanker arrives in Cuba with Trump's permission amid the US blockade of the island,0.0,neutral,"[('Russian', 'NORP'), ('Cuba', 'GPE'), ('Trump', 'ORG'), ('US', 'GPE')]"
2026_03_30,https://www.bbc.com/mundo,es,Impiden a la máxima autoridad católica en Jerusalén entrar al lugar más sagrado del cristianismo el Domingo de Ramos,The highest Catholic authority in Jerusalem is prevented from entering the most sacred place in Christianity on Palm Sunday,0.0,neutral,"[('Catholic', 'NORP'), ('Jerusalem', 'GPE'), ('Christianity', 'NORP'), ('Sunday', 'DATE')]"
2026_03_30,https://www.bbc.com/mundo,es,"Cómo fue la ""primera guerra de la historia"" en la región donde hoy se encuentra Irán","How was the ""first war in history"" in the region where Iran is today?",-1.0,negative,"[('first', 'ORDINAL'), ('Iran', 'GPE'), ('today', 'DATE')]"
2026_03_30,https://www.bbc.com/mundo,es,"""La riqueza de las naciones"": cómo un libro escrito hace 250 años aún influye en nuestras vidas","""The Wealth of Nations"": How a book written 250 years ago still influences our lives",0.0,neutral,"[('The Wealth of Nations', 'WORK_OF_ART'), ('250 years ago', 'DATE')]"
2026_03_30,https://www.bbc.com/mundo,es,"La historia de la Monobloc, la humilde silla de plástico blanca que ha conquistado el mundo","The history of the Monobloc, the humble white plastic chair that has conquered the world",0.0,neutral,"[('Monobloc', 'PERSON')]"
2026_03_30,https://www.bbc.com/hindi,hi,"ट्रंप ने फिर बातचीत की कही बात, ईरान ने पाकिस्तान की भूमिका पर भी दिया जवाब","Trump again talked about talks, Iran also replied on Pakistan's role",0.0,neutral,"[('Iran', 'GPE'), ('Pakistan', 'GPE')]"
2026_03_30,https://www.bbc.com/hindi,hi,"लाइव,होर्मुज़ में ईरान के 'नियंत्रण' से जुड़े प्रस्ताव पर बोले अमेरिकी विदेश मंत्री मार्को रुबियो","Live, US Secretary of State Marco Rubio speaks on the proposal related to Iran's 'control' in Hormuz",0.0,neutral,"[('US', 'GPE'), ('State', 'ORG'), ('Marco Rubio', 'PERSON'), ('Iran', 'GPE'), ('Hormuz', 'PERSON')]"
