Scrape_Date,Source_Name,Source_URL,Source_Language_Code,Source_Region,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Por qué España registró sus peores resultados educativos en la historia del informe PISA (y las causas de que hayan caído en todo el mundo),Por qué España registró sus peores resultados educativos en la historia del informe PISA (y las causas de que hayan caído en todo el mundo),0.0,neutral,"[('las causas de que', 'PERSON')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Cómo el rápido avance de los hutíes en Yemen puede sumar una nueva y peligrosa dimensión a la guerra de Irán,How the Houthis' rapid advance in Yemen could add a dangerous new dimension to Iran's war,-1.0,negative,"[('Houthis', 'PERSON'), ('Yemen', 'GPE'), ('Iran', 'GPE')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,EN FOTOS: Las protestas en Chile tras la decisión de Kast de no realizar ceremonias oficiales para conmemorar el golpe contra Salvador Allende,IN PHOTOS: Protests in Chile after Kast's decision not to hold official ceremonies to commemorate the coup against Salvador Allende,0.0,neutral,"[('Chile', 'GPE'), ('Kast', 'ORG'), ('Salvador Allende', 'ORG')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Las 2 causas científicas por las que se derrumbaron las Torres Gemelas tras el impacto de los aviones el 11 de septiembre de 2001,Las 2 causas científicas por las que se derrumbaron las Torres Gemelas tras el impacto de los aviones el 11 de septiembre de 2001,0.0,neutral,"[('Las 2', 'NORP'), ('las que', 'GPE'), ('las Torres', 'PERSON'), ('el impacto de los', 'ORG'), ('el 11 de septiembre de 2001', 'PERSON')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Especial BBC Mundo | 11-S: los 149 minutos de caos y terror que cambiaron el mundo,Especial BBC Mundo | 11-S: los 149 minutos de caos y terror que cambiaron el mundo,-1.0,negative,"[('Especial BBC Mundo', 'ORG'), ('11', 'CARDINAL'), ('149', 'CARDINAL')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Los preocupantes datos sobre el estado de la educación en América Latina que revela la última prueba PISA,Los preocupantes datos sobre el estado de la educación en América Latina que revela la última prueba PISA,0.0,neutral,"[('el estado de la', 'ORG'), ('América Latina', 'PERSON'), ('revela la última prueba', 'PERSON'), ('PISA', 'ORG')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,La historia detrás de la icónica imagen del hombre cayendo de una de las Torres Gemelas el 11-S,La historia detrás de la icónica imagen del hombre cayendo de una de las Torres Gemelas el 11-S,0.0,neutral,"[('del hombre', 'GPE'), ('Gemelas el', 'PERSON'), ('11', 'CARDINAL')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,La escalofriante llamada de la azafata Betty Ong desde el primer avión que se estrelló contra las Torres Gemelas el 11-S,La escalofriante llamada de la azafata Betty Ong desde el primer avión que se estrelló contra las Torres Gemelas el 11-S,0.0,neutral,"[('Betty Ong', 'PERSON'), ('contra', 'NORP'), ('las Torres', 'PERSON'), ('Gemelas el', 'PERSON'), ('11', 'CARDINAL')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,25 años del 11-S: quién fue el arquitecto de los ataques que sigue detenido en Guantánamo y otras 5 preguntas básicas,25 años del 11-S: quién fue el arquitecto de los ataques que sigue detenido en Guantánamo y otras 5 preguntas básicas,0.0,neutral,"[('25', 'CARDINAL'), ('11', 'CARDINAL'), ('el arquitecto de los', 'ORG'), ('Guantánamo', 'GPE'), ('5', 'CARDINAL')]"
2026_09_12,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""De mi padre solo encontraron su casco de bombero"": por qué aún quedan por identificar tantas víctimas 25 años después del 11-S","""They only found my father's firefighter's helmet"": why so many victims still remain to be identified 25 years after 9/11",0.0,neutral,"[('25 years', 'DATE'), ('9/11', 'CARDINAL')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,शी जिनपिंग की भारत यात्रा और ब्रिक्स 2026 को चीन का मीडिया कैसे देख रहा है,How Chinese media is viewing Xi Jinping's visit to India and BRICS 2026,1.0,positive,"[('Chinese', 'NORP'), (""Xi Jinping's"", 'PERSON'), ('India', 'GPE'), ('BRICS', 'GPE'), ('2026', 'DATE')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"लाइव,पीएम मोदी बोले- 'ब्रिक्स समूह किसी के ख़िलाफ़ नहीं है'","लाइव,पीएम मोदी बोले- 'ब्रिक्स समूह किसी के ख़िलाफ़ नहीं है'",0.0,neutral,"[('लाइव', 'ORG')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"पंजाब में सीजेपी के 'स्कूल ऑडिट' पर सचिन पायलट ने उठाए सवाल, कहा- ऐसी हिम्मत...","पंजाब में सीजेपी के 'स्कूल ऑडिट' पर सचिन पायलट ने उठाए सवाल, कहा- ऐसी हिम्मत...",0.0,neutral,"[('सचिन पायलट ने', 'PERSON'), ('हिम्मत', 'ORG')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"ब्रिक्स से क्या भारत को फ़ायदा हो रहा है? जानिए, विशेषज्ञों के बीच है कैसी चर्चा","ब्रिक्स से क्या भारत को फ़ायदा हो रहा है? जानिए, विशेषज्ञों के बीच है कैसी चर्चा",0.0,neutral,"[('रहा', 'CARDINAL'), ('जानिए', 'PERSON')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,भारत के इंटरनेट बूम के रास्ते में समंदर के नीचे छिपी कौन-सी मुश्किल?,What is the difficulty hidden under the sea in the way of India's Internet boom?,0.0,neutral,"[('India', 'GPE')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,खर्राटे लेने वाले पार्टनर के साथ सोने का आपकी सेहत पर क्या असर पड़ता है?,What effect does sleeping with a snoring partner have on your health?,0.0,neutral,[]
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"एप्पल के फोल्डेबल फ़ोन को क्यों कहा जा रहा है, नए सीईओ जॉन टर्नस का सबसे बड़ा दांव",Why Apple's foldable phone is being called the biggest bet of new CEO John Ternes,0.0,neutral,"[('Apple', 'ORG'), ('John Ternes', 'PERSON')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,होर्मुज़ स्ट्रेट के बाद अब ईरान का रेड सी की एंट्री बाब अल-मंदेब पर भी वर्चस्व,होर्मुज़ स्ट्रेट के बाद अब ईरान का रेड सी की एंट्री बाब अल-मंदेब पर भी वर्चस्व,0.0,neutral,"[('रेड', 'CARDINAL')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,ब्रिक्स पर बंटी कांग्रेस: चिदंबरम ने उठाए सवाल तो थरूर ने गिनाए फ़ायदे,ब्रिक्स पर बंटी कांग्रेस: चिदंबरम ने उठाए सवाल तो थरूर ने गिनाए फ़ायदे,0.0,neutral,"[('चिदंबरम ने उठाए', 'PERSON')]"
2026_09_12,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,ब्रिक्स समिट में बड़े नेता आ गए लेकिन भारत के लिए अब भी कई चीज़ें हैं दांव पर,ब्रिक्स समिट में बड़े नेता आ गए लेकिन भारत के लिए अब भी कई चीज़ें हैं दांव पर,0.0,neutral,"[('कई चीज़ें हैं', 'PERSON')]"
2026_09_12,BBC Portuguese,https://www.bbc.com/portuguese,pt,Latin America,Flávio Bolsonaro e 'Dark Horse': 6 perguntas para entender inquérito — e o que falta ser esclarecido,Flávio Bolsonaro e 'Dark Horse': 6 perguntas para entender inquérito — e o que falta ser esclarecido,0.0,neutral,"[('Flávio Bolsonaro', 'PERSON'), (""Dark Horse'"", 'PERSON'), ('6', 'CARDINAL'), ('perguntas', 'ORG'), ('para entender inquérito', 'PERSON')]"
2026_09_12,BBC Portuguese,https://www.bbc.com/portuguese,pt,Latin America,"Trump tenta interferir na eleição brasileira e o preocupante é que muitas vezes isso funciona, diz cientista político alemão","Trump tenta interferir na eleição brasileira e o preocupante é que muitas vezes isso funciona, diz cientista político alemão",0.0,neutral,[]
