Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Entities_Raw
2025_11_09,https://www.bbc.com/mundo,es,"""¿Tú qué hiciste durante el genocidio?"": la provocadora pregunta con que la escritora Arwa Mahdawi reflexiona sobre la ofensiva de Israel en Gaza","""What did you do during the genocide?"": the provocative question with which the writer Arwa Mahdawi reflects on Israel's offensive in Gaza",0.0,"[('Arwa Mahdawi', 'PERSON'), ('Israel', 'GPE'), ('Gaza', 'GPE')]"
2025_11_09,https://www.bbc.com/mundo,es,Cómo Trump está remodelando la Casa Blanca en su propia imagen,How Trump is reshaping the White House in his own image,0.3,"[('Trump', 'PERSON'), ('the White House', 'ORG')]"
2025_11_09,https://www.bbc.com/mundo,es,"Kim Yong-nam, el impasible jefe de Estado de Corea del Norte que sobrevivió a las brutales purgas del régimen y sirvió a tres generaciones de la dinastía Kim","Kim Yong-nam, the stolid head of state of North Korea who survived the regime's brutal purges and served three generations of the Kim dynasty",-0.875,"[('Kim Yong-nam', 'PERSON'), ('North Korea', 'GPE'), ('three', 'CARDINAL'), ('the Kim dynasty', 'DATE')]"
2025_11_09,https://www.bbc.com/mundo,es,"""Perú global"": cómo los grandes acontecimientos de la historia del mundo definieron el rumbo del país","""Global Peru"": how the great events in world history defined the country's course",0.4,"[('Global Peru', 'WORK_OF_ART')]"
2025_11_09,https://www.bbc.com/mundo,es,"""Nuestra visión del mundo está distorsionada por los mapas que ponen a Europa y EE.UU. en la cima. En realidad, no hay ni arriba ni abajo""","""Our view of the world is distorted by maps that put Europe and the US at the top. In reality, there is no up or down""",0.17222222222222222,"[('Europe', 'LOC'), ('US', 'GPE')]"
2025_11_09,https://www.bbc.com/hindi,hi,आज़ादी के बाद जूनागढ़ कैसे बना भारत का हिस्सा?- विवेचना,How did Junagadh become a part of India after independence?- Discussion,0.0,"[('Junagadh', 'GPE'), ('India', 'GPE')]"
2025_11_09,https://www.bbc.com/hindi,hi,बिहार चुनाव: जब अवैध शराब की भट्टी तक पहुंचा बीबीसी,Bihar elections: When BBC reached the distillery of illegal liquor,-0.5,"[('Bihar', 'GPE'), ('BBC', 'ORG')]"
2025_11_09,https://www.bbc.com/hindi,hi,"लाइव,अमेरिका: फ़्लोरिडा में तेज़ रफ़्तार कार बार से टकराई, 4 लोगों की मौत","Live, America: Speeding car collides with bar in Florida, 4 people died",0.13636363636363635,"[('Florida', 'GPE'), ('4', 'CARDINAL')]"
2025_11_09,https://www.bbc.com/hindi,hi,सऊदी क्राउन प्रिंस का अमेरिका दौरा: एफ़-35 जेट का समझौता क्या इसराइल को परेशान कर सकता है?,Saudi Crown Prince's visit to America: Could the F-35 jet deal trouble Israel?,-0.2,"[('Saudi', 'NORP'), ('America', 'GPE'), ('F-35', 'PRODUCT'), ('Israel', 'GPE')]"
2025_11_09,https://www.bbc.com/hindi,hi,बिहार चुनाव: क्या महिलाएं चुनाव नतीजों की दिशा बदलने वाली 'साइलेंट फ़ोर्स' बन रही हैं,Bihar Elections: Are women becoming the 'silent force' changing the direction of election results?,0.225,"[('Bihar Elections', 'PERSON')]"
