Scrape_Date,Source_Name,Source_URL,Source_Language_Code,Source_Region,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Por qué el polémico multimillonario tecnológico Peter Thiel se instaló en Argentina y cuál es su relación con el gobierno de Milei,Why the controversial technology billionaire Peter Thiel settled in Argentina and what is his relationship with the Milei government,0.0,neutral,"[('Peter Thiel', 'PERSON'), ('Argentina', 'GPE')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Las razones por las que Irán ve su acuerdo con EE.UU. como una victoria,The reasons why Iran sees its deal with the US as a victory,1.0,positive,"[('Iran', 'GPE'), ('US', 'GPE')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Quedé traumatizada por el intercambio de parejas y un sitio web facilitó el abuso""","""I was traumatized by partner swapping and a website facilitated the abuse""",0.0,neutral,[]
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Messi bate múltiples récords en su debut en el Mundial 2026: cómo el argentino adaptó su juego con los años para mantenerse en la cima del fútbol,Messi breaks multiple records in his debut at the 2026 World Cup: how the Argentine adapted his game over the years to stay at the top of football,0.0,neutral,"[('Messi', 'PERSON'), ('the 2026 World Cup:', 'EVENT'), ('Argentine', 'NORP'), ('the years', 'DATE')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,7 maneras de engañarte a ti mismo para comer mejor,7 ways to trick yourself into eating better,0.0,neutral,"[('7', 'CARDINAL')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,El FBI dice que frustró un plan para atacar la Casa Blanca con francotiradores y drones el día del cumpleaños de Trump,FBI says it foiled plot to attack White House with snipers and drones on Trump's birthday,-1.0,negative,"[('FBI', 'ORG'), ('White House', 'ORG'), ('Trump', 'ORG')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Qué consecuencias está teniendo la caída de los precios de los diamantes en todo el mundo,What consequences is the fall in diamond prices having around the world?,0.0,neutral,[]
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Qué es el ""caso Plus Ultra"" por el que se imputó por blanqueo de capitales al expresidente español Zapatero (y qué vínculo tiene con Venezuela)","What is the ""Plus Ultra case"" for which former Spanish president Zapatero was charged with money laundering (and what connection does it have with Venezuela)",0.0,neutral,"[('Spanish', 'NORP'), ('Zapatero', 'PERSON'), ('Venezuela', 'GPE')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Cómo la economía de EE.UU. continúa superando a las de sus rivales contra todo pronóstico,How the US economy continues to outperform its rivals against all odds,0.0,neutral,"[('US', 'GPE')]"
2026_06_17,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,¡Triplete de un ya histórico Messi! Argentina gana 3-0 contra Argelia en el Mundial 2026,Triplet for a now historic Messi! Argentina wins 3-0 against Algeria in the 2026 World Cup,1.0,positive,"[('Messi', 'PERSON'), ('Argentina', 'GPE'), ('3', 'CARDINAL'), ('Algeria', 'GPE'), ('the 2026', 'EVENT'), ('World Cup', 'EVENT')]"
