Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Entities_Raw
2025_11_22,https://www.bbc.com/mundo,es,"""Me siento como un humano anfibio"": las casas que se inundan a diario en una isla que se está hundiendo","""I feel like an amphibian human"": the houses that flood daily on a sinking island",0.0,[]
2025_11_22,https://www.bbc.com/mundo,es,Putin respalda el plan de 28 puntos de EE.UU. para poner fin a la guerra en Ucrania y Trump da a Zelensky un plazo para aceptarlo o perder su apoyo,"Putin backs US 28-point plan to end war in Ukraine, Trump gives Zelensky deadline to accept or lose support",0.0,"[('Putin', 'PERSON'), ('US', 'GPE'), ('28', 'CARDINAL'), ('Ukraine', 'GPE'), ('Trump', 'ORG'), ('Zelensky', 'PERSON')]"
2025_11_22,https://www.bbc.com/mundo,es,"Vaca Muerta: la nueva riqueza de Añelo, el pueblo en el corazón del boom petrolero de Argentina","Vaca Muerta: the new wealth of Añelo, the town at the heart of Argentina's oil boom",0.13636363636363635,"[('Vaca Muerta', 'PERSON'), ('Añelo', 'PERSON'), ('Argentina', 'GPE')]"
2025_11_22,https://www.bbc.com/mundo,es,Cómo el exdeportista olímpico canadiense acusado de ser un capo del narcotráfico pudo haber logrado que mataran a un testigo clave del FBI en Colombia,How the former Canadian Olympic athlete accused of being a drug kingpin could have gotten a key FBI witness killed in Colombia,-0.06666666666666667,"[('Canadian', 'NORP'), ('FBI', 'ORG'), ('Colombia', 'GPE')]"
2025_11_22,https://www.bbc.com/mundo,es,"Víctima de bullying y de familia con tradición en la política y los concursos de belleza: quién es Fátima Bosch, la mexicana que ganó el polémico certamen de Miss Universo","Victim of bullying and family with tradition in politics and beauty pageants: who is Fátima Bosch, the Mexican who won the controversial Miss Universe pageant",0.15833333333333335,"[('Fátima Bosch', 'PERSON'), ('Mexican', 'NORP'), ('Universe', 'PERSON')]"
2025_11_22,https://www.bbc.com/hindi,hi,"तेजस क्रैश पर दुबई के मीडिया में क्या कहा जा रहा है, वहाँ मौजूद लोगों ने बताई कई बातें","What is being said in Dubai media on Tejas crash, people present there told many things",0.25,"[('Dubai', 'GPE'), ('Tejas', 'GPE')]"
2025_11_22,https://www.bbc.com/hindi,hi,"लाइव,नाइजीरिया में बंदूकधारियों ने 200 से अधिक स्टूडेंट्स का किया अपहरण",Live: Gunmen kidnap more than 200 students in Nigeria,0.3181818181818182,"[('more than 200', 'CARDINAL'), ('Nigeria', 'GPE')]"
2025_11_22,https://www.bbc.com/hindi,hi,"बिहार का गृह विभाग सम्राट चौधरी को मिलना, क्या नीतीश कुमार के लिए कोई संदेश है?","Samrat Chaudhary getting the Home Department of Bihar, is there any message for Nitish Kumar?",0.0,"[('Samrat Chaudhary', 'ORG'), ('the Home Department of Bihar', 'ORG'), ('Nitish', 'NORP')]"
2025_11_22,https://www.bbc.com/hindi,hi,दुबई में तेजस क्रैश में जान गंवाने वाले पायलट विंग कमांडर नमांश स्याल को जानिए,Know the pilot Wing Commander Namansh Syal who lost his life in Tejas crash in Dubai,0.0,"[('Namansh Syal', 'PERSON'), ('Tejas', 'GPE'), ('Dubai', 'GPE')]"
2025_11_22,https://www.bbc.com/hindi,hi,"वीडियो,बांग्लादेश और शेख़ हसीना के मामले में ये हो सकते हैं भारत के कूटनीतिक रास्ते- द लेंस, अवधि 36,56","Video, These could be India's diplomatic routes in the case of Bangladesh and Sheikh Hasina - The Lens, Duration 36,56",0.0,"[('India', 'GPE'), ('Bangladesh', 'GPE'), ('Sheikh Hasina - The Lens', 'PERSON')]"
2025_11_22,https://www.bbc.com/hindi,hi,कॉकरोच को कुदरत से कौन सा 'वरदान' मिला है कि ये ख़त्म नहीं होते?,What 'boon' have cockroaches received from nature that they never die?,0.0,[]
2025_11_22,https://www.bbc.com/hindi,hi,ज़ोहरान ममदानी और राष्ट्रपति ट्रंप में अचानक से दिखा ऐसा बदलाव,Such a sudden change was seen between Zohran Mamdani and President Trump,0.0,"[('Zohran Mamdani', 'PERSON'), ('Trump', 'PERSON')]"
2025_11_22,https://www.bbc.com/hindi,hi,सानिया मिर्ज़ा ने सिंगल पेरेटिंग और सिंगल होने की चुनौतियों पर क्या कहा?,What did Sania Mirza say on single parenting and the challenges of being single?,-0.07142857142857142,"[('Sania Mirza', 'PERSON')]"
2025_11_22,https://www.bbc.com/hindi,hi,दिल्ली: साल में इतने दिन लोग ज़हरीली हवा में सांस लेने को हैं मजबूर,Delhi: People are forced to breathe poisonous air for so many days in a year.,0.09999999999999998,"[('so many days in', 'DATE')]"
2025_11_22,https://www.bbc.com/portuguese,pt,Negociações da COP30 entram pela noite enquanto Brasil tenta salvar plano contra combustíveis fósseis,COP30 negotiations go into the night as Brazil tries to save plan against fossil fuels,-0.1,"[('the night', 'TIME'), ('Brazil', 'GPE')]"
2025_11_22,https://www.bbc.com/portuguese,pt,"Soluço incontrolável, câncer de pele e problemas no coração: os argumentos da defesa de Bolsonaro para evitar cadeia","Uncontrollable hiccups, skin cancer and heart problems: Bolsonaro's defense arguments to avoid jail",-0.1,"[('Bolsonaro', 'PERSON')]"
2025_11_22,https://www.bbc.com/portuguese,pt,Moraes decreta prisão de Ramagem após fuga para o exterior; o que se sabe,Moraes orders Ramagem's arrest after fleeing abroad; what is known,-0.05,"[('Ramagem', 'PERSON')]"
2025_11_22,https://www.bbc.com/portuguese,pt,Emissões 'ocultas' do petróleo do Brasil anulam quase 70% da redução do desmatamento,'Hidden' emissions from Brazil's oil offset almost 70% of deforestation reduction,-0.16666666666666666,"[('Hidden', 'ORG'), ('Brazil', 'GPE'), ('almost 70%', 'PERCENT')]"
2025_11_22,https://www.bbc.com/portuguese,pt,"Trump suspende tarifas de 40% sobre café, carne, frutas e outros produtos agrícolas do Brasil","Trump suspends 40% tariffs on coffee, meat, fruit and other agricultural products from Brazil",-0.125,"[('Trump', 'ORG'), ('40%', 'PERCENT'), ('Brazil', 'GPE')]"
2025_11_22,https://www.bbc.com/portuguese,pt,Como a cocaína vendida no Reino Unido pode estar financiando a máquina de guerra da Rússia,How cocaine sold in the UK could be financing Russia's war machine,0.0,"[('UK', 'GPE'), ('Russia', 'GPE')]"
2025_11_22,https://www.bbc.com/portuguese,pt,O menino de 140 mil anos que pode ser híbrido mais antigo entre Homo sapiens e neandertais,"The 140,000-year-old boy who may be the oldest hybrid between Homo sapiens and Neanderthals",0.0,"[('140,000-year-old', 'DATE'), ('Homo', 'ORG')]"
2025_11_22,https://www.bbc.com/portuguese,pt,A angústia de Zelensky em busca de alternativa ao plano 'secreto' de Trump para guerra na Ucrânia,Zelensky's anguish in search of an alternative to Trump's 'secret' plan for war in Ukraine,-0.4,"[('Zelensky', 'PERSON'), ('Trump', 'ORG'), ('Ukraine', 'GPE')]"
