Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Entities_Raw
2025_10_30,https://www.bbc.com/mundo,es,"""Vi cuerpos sin cabeza, cuerpos completamente desfigurados"": el fotógrafo que siguió durante 24 horas el operativo policial que dejó más de 120 muertos en Río de Janeiro","""I saw headless bodies, completely disfigured bodies"": the photographer who followed for 24 hours the police operation that left more than 120 dead in Rio de Janeiro",0.09999999999999999,"[('24 hours', 'TIME'), ('more than 120', 'CARDINAL'), ('Rio de Janeiro', 'GPE')]"
2025_10_30,https://www.bbc.com/mundo,es,Qué es Comando Vermelho y cuánto poder tiene la banda criminal contra la que la policía en Brasil lanzó un operativo que dejó más de 120 muertos,What is Comando Vermelho and how much power does the criminal gang have against which the police in Brazil launched an operation that left more than 120 dead?,0.019999999999999997,"[('Comando Vermelho', 'PERSON'), ('Brazil', 'GPE'), ('more than 120', 'CARDINAL')]"
2025_10_30,https://www.bbc.com/mundo,es,Las impactantes imágenes de las favelas de Río tras el megaoperativo policial contra Comando Vermelho que dejó más de 100 muertos,The shocking images of the favelas of Rio after the mega police operation against Comando Vermelho that left more than 100 dead,-0.175,"[('Rio', 'ORG'), ('Comando Vermelho', 'ORG'), ('more than 100', 'CARDINAL')]"
2025_10_30,https://www.bbc.com/mundo,es,"""Es una traición"": la furia de los ganaderos en EE.UU. porque el gobierno de Trump quiere importar más carne argentina","""It's a betrayal"": the fury of ranchers in the US because the Trump government wants to import more Argentine meat",0.35,"[('US', 'GPE'), ('Trump', 'ORG'), ('Argentine', 'NORP')]"
2025_10_30,https://www.bbc.com/mundo,es,"Por qué no deberías obsesionarte con dormir 8 horas y otros 3 consejos de salud de Chris y Xand van Tulleken, los médicos gemelos de la BBC","Why you shouldn't be obsessed with sleeping 8 hours and 3 other health tips from Chris and Xand van Tulleken, the BBC's twin doctors",-0.3125,"[('8 hours', 'TIME'), ('3', 'CARDINAL'), ('Chris', 'PERSON'), ('Xand van Tulleken', 'PERSON'), ('BBC', 'ORG')]"
2025_10_30,https://www.bbc.com/hindi,hi,'भगवान ने मुझे कुछ ना कुछ अच्छा करने के लिए यहां भेजा है': शेफ़ाली वर्मा,'God has sent me here to do something good': Shefali Verma,0.7,"[('Shefali Verma', 'PERSON')]"
2025_10_30,https://www.bbc.com/hindi,hi,"ऑस्ट्रेलिया में फ़िलिप ह्यूज जैसा एक और हादसा, प्रैक्टिस के दौरान कैसे हुई 17 साल के क्रिकेटर की मौत","Another accident like Phillip Hughes in Australia, how a 17 year old cricketer died during practice",0.1,"[('Phillip Hughes', 'PERSON'), ('Australia', 'GPE'), ('17 year old', 'DATE')]"
2025_10_30,https://www.bbc.com/hindi,hi,"लाइव,'आमार शोनार बांग्ला' गीत विवाद पर महुआ मोइत्रा ने बीजेपी पर साधा निशाना, जानिए क्या कहा","Live, Mahua Moitra targets BJP on 'Amar Shonar Bangla' song controversy, know what she said",0.13636363636363635,"[('Mahua Moitra', 'PERSON'), ('BJP', 'ORG'), (""Amar Shonar Bangla'"", 'PERSON')]"
2025_10_30,https://www.bbc.com/hindi,hi,"ट्रंप ने कहा, 'हम जल्द करेंगे परमाणु परीक्षण', किस देश के पास हैं सबसे ज़्यादा परमाणु हथियार","Trump said, 'We will do nuclear tests soon', which country has the most nuclear weapons?",0.5,"[('Trump', 'ORG')]"
2025_10_30,https://www.bbc.com/hindi,hi,"ट्रंप ने चीन पर 'फ़ेंटानिल टैरिफ़' कम किया, रेयर अर्थ का मामला भी सुलझाने का दावा","Trump reduces 'fentanyl tariff' on China, claims to solve rare earth issue too",0.3,"[('Trump', 'ORG'), ('China', 'GPE')]"
2025_10_30,https://www.bbc.com/hindi,hi,प्रशांत किशोर के गाँव में उनके पिता की पहचान पड़ती है भारी- ग्राउंड रिपोर्ट,Prashant Kishore's father's identity weighs heavy in his village - ground report,-0.2,"[('Kishore', 'PERSON')]"
2025_10_30,https://www.bbc.com/hindi,hi,दिल्ली में 'क्लाउड सीडिंग' से बारिश कराने का प्लान क्यों हुआ फ्लॉप?,Why did the plan to make rain in Delhi through 'cloud seeding' flop?,0.0,"[('Delhi', 'GPE')]"
2025_10_30,https://www.bbc.com/hindi,hi,"बिहार चुनाव के प्रचार में राहुल गांधी की एंट्री और पीएम मोदी पर टिप्पणी, अमित शाह क्या बोले","Rahul Gandhi's entry in Bihar election campaign and comment on PM Modi, what did Amit Shah say?",0.0,"[(""Rahul Gandhi's"", 'PERSON'), ('Bihar', 'GPE'), ('Amit Shah', 'PRODUCT')]"
2025_10_30,https://www.bbc.com/hindi,hi,"ग़ज़ा में 104 फ़लस्तीनियों की मौत, इसराइल ने हमास पर लगाया सैनिक को मारने का आरोप","104 Palestinians killed in Gaza, Israel accuses Hamas of killing soldier",-0.2,"[('104', 'CARDINAL'), ('Palestinians', 'NORP'), ('Gaza', 'GPE'), ('Israel', 'GPE'), ('Hamas', 'ORG')]"
2025_10_30,https://www.bbc.com/portuguese,pt,"'Vi corpo sem cabeça, corpos totalmente desfigurados': o fotógrafo que acompanhou por 24 horas a operação policial que deixou 121 mortos no Rio","'I saw a headless body, totally disfigured bodies': the photographer who followed the police operation for 24 hours that left 121 people dead in Rio",-0.06666666666666667,"[('24 hours', 'TIME'), ('121', 'CARDINAL'), ('Rio', 'GPE')]"
2025_10_30,https://www.bbc.com/portuguese,pt,Operação contra o CV: moradores recolhem mais de 50 corpos,Operation against CV: residents collect more than 50 bodies,0.5,"[('more than 50', 'CARDINAL')]"
2025_10_30,https://www.bbc.com/portuguese,pt,MPF pede dados da perícia dos corpos de vítimas de megaoperação no RJ e STF também cobra explicações do governo estadual,MPF requests forensic data on bodies of victims of mega-operation in RJ and STF also demands explanations from the state government,0.0,"[('MPF', 'ORG'), ('RJ', 'GPE'), ('STF', 'ORG')]"
2025_10_30,https://www.bbc.com/portuguese,pt,Como fuzis importados chegam às mãos do crime organizado no Brasil,How imported rifles reach the hands of organized crime in Brazil,0.0,"[('Brazil', 'GPE')]"
2025_10_30,https://www.bbc.com/portuguese,pt,O aumento do consumo de cocaína no mundo que está dando mais poder a facções brasileiras,The increase in cocaine consumption in the world is giving more power to Brazilian factions,0.5,"[('Brazilian', 'NORP')]"
2025_10_30,https://www.bbc.com/portuguese,pt,Como Comando Vermelho surgiu e se espalhou pelo Brasil,How Comando Vermelho emerged and spread throughout Brazil,0.0,"[('Brazil', 'GPE')]"
2025_10_30,https://www.bbc.com/portuguese,pt,Mulher morre após ter sido 'esquecida' por navio de cruzeiro em ilha da Austrália,Woman dies after being 'forgotten' by cruise ship on Australian island,0.0,"[('Australian', 'NORP')]"
2025_10_30,https://www.bbc.com/portuguese,pt,A mulher que vivia com suas 3 filhas em abrigo para moradores de rua e se tornou cientista renomada,The woman who lived with her 3 daughters in a homeless shelter and became a renowned scientist,0.0,"[('3', 'CARDINAL')]"
2025_10_30,https://www.bbc.com/portuguese,pt,Kim Kataguiri: Bolsonaro deve cumprir pena na cadeia e ir ao hospital quando necessário,Kim Kataguiri: Bolsonaro should serve time in jail and go to the hospital when necessary,-0.05,"[('Kim Kataguiri', 'PERSON'), ('Bolsonaro', 'PERSON')]"
2025_10_30,https://www.bbc.com/russian,ru,Покровск и Мирноград на грани падения: насколько ситуация там критична для Украины?,Pokrovsk and Mirnograd are on the verge of falling: how critical is the situation there for Ukraine?,0.0,"[('Pokrovsk', 'GPE'), ('Mirnograd', 'GPE'), ('Ukraine', 'GPE')]"
2025_10_30,https://www.bbc.com/russian,ru,"Трамп после встречи с лидером Китая: оценка «12 из 10», тарифы снизят, по войне в Украине будут «работать вместе»","Trump after a meeting with the leader of China: rating “12 out of 10”, tariffs will be reduced, they will “work together” on the war in Ukraine",0.0,"[('Trump', 'ORG'), ('China', 'GPE'), ('12', 'CARDINAL'), ('10', 'CARDINAL'), ('Ukraine', 'GPE')]"
2025_10_30,https://www.bbc.com/russian,ru,"LIVELive,Война в Украине: новая массированная атака ракетами и дронами, в большинстве регионов аварийные отключения электричества","LIVELive,War in Ukraine: new massive attack by missiles and drones, power outages in most regions",0.21212121212121213,"[('War', 'GPE'), ('Ukraine', 'GPE')]"
2025_10_30,https://www.bbc.com/russian,ru,«Посейдон» после «Буревестника»: почему Путин заявляет об испытаниях необычных ядерных вооружений?,“Poseidon” after “Burevestnik”: why does Putin announce tests of unusual nuclear weapons?,0.2,"[('Putin', 'PERSON')]"
