Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Entities_Raw
2025_12_10,https://www.bbc.com/mundo,es,La opositora venezolana María Corina Machado no irá en persona a recibir el premio Nobel de la Paz,Venezuelan opposition figure María Corina Machado will not go in person to receive the Nobel Peace Prize,0.0,"[('Venezuelan', 'NORP'), ('María Corina Machado', 'ORG'), ('the Nobel Peace Prize', 'WORK_OF_ART')]"
2025_12_10,https://www.bbc.com/mundo,es,Por qué China y Rusia parecen haber abandonado a Nicolás Maduro en plena escalada con EE.UU.,Why China and Russia seem to have abandoned Nicolás Maduro in the midst of an escalation with the US.,0.0,"[('China', 'GPE'), ('Russia', 'GPE'), ('Nicolás Maduro', 'PERSON'), ('US', 'GPE')]"
2025_12_10,https://www.bbc.com/mundo,es,"Quién es Alejandro Gil, el exministro de economía de Cuba condenado a cadena perpetua por corrupción y espionaje en un juicio rodeado de secretismo","Who is Alejandro Gil, the former Cuban economy minister sentenced to life imprisonment for corruption and espionage in a trial surrounded by secrecy",0.0,"[('Alejandro Gil', 'PERSON'), ('Cuban', 'NORP')]"
2025_12_10,https://www.bbc.com/mundo,es,El experimento de dar una paga a más de 100 millones de mujeres por su trabajo como amas de casa (y los resultados que arroja),The experiment of paying more than 100 million women for their work as housewives (and the results it shows),0.5,"[('more than 100 million', 'CARDINAL')]"
2025_12_10,https://www.bbc.com/mundo,es,Los secretos de un peligroso río de la Amazonía que una comunidad indígena empieza a revelar,The secrets of a dangerous river in the Amazon that an indigenous community begins to reveal,-0.6,"[('Amazon', 'ORG')]"
2025_12_10,https://www.bbc.com/hindi,hi,गोवा नाइट क्लब हादसा: अभियुक्त लूथरा ब्रदर्स को थाईलैंड से भारत लाना कितना चुनौतीपूर्ण?,Goa Night Club Incident: How challenging is it to bring accused Luthra Brothers from Thailand to India?,0.5,"[('Goa Night Club Incident', 'ORG'), ('Luthra Brothers', 'ORG'), ('Thailand', 'GPE'), ('India', 'GPE')]"
2025_12_10,https://www.bbc.com/hindi,hi,"लाइव,दीपावली को यूनेस्को ने धरोहरों की इस सूची में किया शामिल","Live, Diwali included in UNESCO's list of heritage sites",0.13636363636363635,"[('Diwali', 'NORP'), ('UNESCO', 'ORG')]"
2025_12_10,https://www.bbc.com/hindi,hi,'धुरंधर' में अक्षय खन्ना का निभाया किरदार रहमान डकैत असल ज़िंदगी में कितना ख़तरनाक था,"How dangerous was Dacoit Rahman, the character played by Akshay Khanna in 'Dhurandhar' in real life?",-0.19999999999999998,"[('Dacoit Rahman', 'PERSON'), ('Akshay Khanna', 'PERSON')]"
2025_12_10,https://www.bbc.com/hindi,hi,हार्दिक पांड्या और जसप्रीत बुमराह की 'सेंचुरी' की दक्षिण अफ्रीका पर जीत के बीच कैसी चर्चा,What kind of discussion is there between Hardik Pandya and Jasprit Bumrah's 'century' in the victory over South Africa?,0.6,"[('Hardik Pandya', 'PERSON'), (""Jasprit Bumrah's"", 'PERSON'), (""'century'"", 'DATE'), ('South Africa', 'GPE')]"
2025_12_10,https://www.bbc.com/hindi,hi,"'प्राइवेट पार्ट पकड़ना रेप नहीं', अदालत की ऐसी टिप्पणियों पर सख़्त सुप्रीम कोर्ट","'Holding private parts is not rape', Supreme Court is strict on such comments of the court",0.0,"[('Supreme Court', 'ORG')]"
2025_12_10,https://www.bbc.com/hindi,hi,'11 साल की मोहब्बत की जगह लोगों को हमारा रंग दिखा',"'Instead of 11 years of love, people saw our colors'",0.5,"[('11 years', 'DATE')]"
2025_12_10,https://www.bbc.com/hindi,hi,सीरिया: असद के जाने से राहें हुईं आसान लेकिन अब नई मुसीबतें सामने,Syria: Assad's departure made things easier but now new problems have emerged,0.13636363636363635,"[('Syria', 'GPE'), ('Assad', 'PERSON')]"
2025_12_10,https://www.bbc.com/hindi,hi,'भारत किसी भ्रम में न रहे': पाकिस्तान सेना के प्रमुख आसिम मुनीर ने और क्या कहा?,'India should not be under any illusion': What else did Pakistan Army Chief Asim Munir say?,0.0,"[('India', 'GPE'), ('Pakistan Army', 'ORG'), ('Asim Munir', 'PERSON')]"
2025_12_10,https://www.bbc.com/hindi,hi,क्या आप बच्चों को सोशल मीडिया से दूर रख सकते हैं? ऑस्ट्रेलिया में बैन से पहले ही बच्चों ने ढूंढ लिए नए रास्ते,Can you keep children away from social media? Children found new ways even before the ban in Australia,0.08484848484848484,"[('Australia', 'GPE')]"
2025_12_10,https://www.bbc.com/portuguese,pt,Redução de penas que beneficia Bolsonaro e condenados pelo 8 de janeiro é aprovada após noite de confusão na Câmara,Reduction of sentences that benefits Bolsonaro and those convicted of January 8th is approved after a night of confusion in the Chamber,0.0,"[('Bolsonaro', 'PERSON'), ('January 8th', 'DATE'), ('a night', 'TIME')]"
2025_12_10,https://www.bbc.com/portuguese,pt,Deputado Glauber Braga ocupa Mesa Diretora da Câmara e é retirado à força pela Polícia Legislativa,Deputy Glauber Braga occupies the Board of Directors of the Chamber and is forcibly removed by the Legislative Police,0.5,"[('Glauber Braga', 'PERSON'), ('the Board of Directors', 'ORG'), ('Chamber', 'ORG'), ('the Legislative Police', 'ORG')]"
2025_12_10,https://www.bbc.com/portuguese,pt,PL da dosimetria pode colocar Bolsonaro em liberdade? Entenda o que está em jogo na votação da Câmara,Can dosimetry PL set Bolsonaro free? Understand what is at stake in the Chamber’s vote,0.4,"[('Bolsonaro', 'PERSON'), ('Chamber', 'ORG')]"
2025_12_10,https://www.bbc.com/portuguese,pt,"Vídeo,Flávio visita Bolsonaro na prisão e diz que candidatura à Presidência é 'irreversível', Duration 0,41","Video, Flávio visits Bolsonaro in prison and says that running for President is 'irreversible', Duration 0.41",0.0,"[('Flávio', 'PERSON'), ('Bolsonaro', 'PERSON'), ('0.41', 'CARDINAL')]"
2025_12_10,https://www.bbc.com/portuguese,pt,Os países e territórios do Caribe que estão ajudando os EUA nas operações militares contra barcos venezuelanos,The Caribbean countries and territories that are assisting the US in military operations against Venezuelan boats,-0.1,"[('Caribbean', 'LOC'), ('US', 'GPE'), ('Venezuelan', 'NORP')]"
2025_12_10,https://www.bbc.com/portuguese,pt,"A escalada da tensão entre Venezuela e EUA, dia a dia: bombardeios no Caribe, porta-aviões e ameaça direta de ataque","The escalation of tension between Venezuela and the USA, day by day: bombings in the Caribbean, aircraft carriers and direct threat of attack",0.1,"[('Venezuela', 'GPE'), ('USA', 'GPE'), ('Caribbean', 'LOC')]"
2025_12_10,https://www.bbc.com/portuguese,pt,O novo tratamento que vem salvando pacientes com leucemia: 'Ficção científica alguns anos atrás',The new treatment that has been saving leukemia patients: 'Science fiction a few years ago',-0.03181818181818183,"[(""a few years ago'"", 'DATE')]"
