Scrape_Date,Source_Name,Source_URL,Source_Language_Code,Source_Region,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Islandia, el país ártico que nunca tuvo ejército y ahora tiene que replantearse su defensa","Iceland, the Arctic country that never had an army and now has to rethink its defense",0.0,neutral,"[('Iceland', 'GPE'), ('Arctic', 'LOC')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Uno de los mayores misterios sin resolver de la historia británica"": el conde que desapareció tras asesinar a la niñera de sus hijos","""One of the greatest unsolved mysteries in British history"": the earl who disappeared after murdering his children's nanny",1.0,positive,"[('One', 'CARDINAL'), ('British', 'NORP')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Miles de muertos en la guerra en Irán y Líbano: por qué es tan difícil saber el balance real de víctimas,Thousands of dead in the war in Iran and Lebanon: why it is so difficult to know the real toll of victims,-1.0,negative,"[('Thousands', 'CARDINAL'), ('Iran', 'GPE'), ('Lebanon', 'GPE')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Qué tipo de país representan De la Espriella y Cepeda, los antagónicos aspirantes a presidir Colombia","What type of country do De la Espriella and Cepeda, the antagonistic candidates to preside over Colombia, represent?",0.0,neutral,"[('De la Espriella and Cepeda', 'ORG'), ('Colombia', 'GPE')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Vas a recibir tu merecido"": los 'agentes' que amenazan a las modelos de OnlyFans y se quedan con la mitad de sus ganancias","""You're going to get what you deserve"": the 'agents' who threaten OnlyFans models and keep half of their earnings",0.0,neutral,"[('OnlyFans', 'NORP'), ('half', 'CARDINAL')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Ni yo ni Italia suplicamos jamás"": Meloni niega haberle pedido a Trump hacerse una foto juntos como dijo el presidente de EE.UU.","""Neither I nor Italy ever begged"": Meloni denies having asked Trump to take a photo together as the US president said.",0.0,neutral,"[('Italy', 'GPE'), ('Trump', 'PERSON'), ('US', 'GPE')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"El capitán de Marruecos, Achraf Hakimi, será juzgado por violación en Francia",Morocco captain Achraf Hakimi to be tried for rape in France,0.0,neutral,"[('Morocco', 'GPE'), ('Achraf Hakimi', 'PERSON'), ('France', 'GPE')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,¿Para qué sirvió la guerra?: la pregunta inevitable que plantea el acuerdo entre EE.UU. e Irán,What was the war for?: the inevitable question raised by the US-Iran deal,-1.0,negative,"[('US', 'GPE'), ('Iran', 'GPE')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Llenan de orgullo a todo México"": Sheinbaum y los hinchas festejan que el Tri sea el primer equipo en clasificarse para la siguiente fase del Mundial","""They fill all of Mexico with pride"": Sheinbaum and the fans celebrate that El Tri is the first team to qualify for the next phase of the World Cup",0.0,neutral,"[('Mexico', 'GPE'), ('Sheinbaum', 'ORG'), ('El Tri', 'ORG'), ('first', 'ORDINAL'), ('the World Cup', 'EVENT')]"
2026_06_20,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Mundial 2026: el ranking de la BBC de todos los equipos después de la primera ronda de partidos (con 3 latinoamericanos entre los 10 primeros),World Cup 2026: the BBC ranking of all teams after the first round of matches (with 3 Latin Americans in the top 10),0.0,neutral,"[('World Cup 2026', 'EVENT'), ('BBC', 'ORG'), ('first', 'ORDINAL'), ('3', 'CARDINAL'), ('Latin Americans', 'NORP'), ('10', 'CARDINAL')]"
