Scrape_Date,Source_URL,Source_Language_Code,Original_Headline,Translated_Headline,Polarity,Entities_Raw
2025_10_08,https://www.bbc.com/mundo,es,Escasez y altos precios: cómo Ucrania ha convertido los ataques contra plantas petroleras rusas en una de sus principales tácticas de guerra,Shortage and high prices: how Ukraine has converted attacks against Russian oil plants into one of its main war tactics,0.10888888888888888,"[('Ukraine', 'GPE'), ('Russian', 'NORP')]"
2025_10_08,https://www.bbc.com/mundo,es,"""Carteles gringos"": las pandillas que venden en EE.UU. la droga producida en América Latina (y por qué no tienen capos como ""El Chapo"")","""Gringos"": the gangs sold in the US",0.0,"[('US', 'GPE')]"
2025_10_08,https://www.bbc.com/mundo,es,La migración negativa que registra Israel por las familias que dejan el país tras la guerra desatada el 7 de octubre,The negative migration recorded by Israel by the families that leave the country after the war unleashed on October 7,-0.3,"[('Israel', 'GPE'), ('October 7', 'DATE')]"
2025_10_08,https://www.bbc.com/mundo,es,"El insólito concierto con el que Milei buscó ""recuperar la mística"" en medio de los escándalos de corrupción y la crisis económica en Argentina","The unusual concert with which Milei sought to ""recover mystique"" in the midst of corruption scandals and the economic crisis in Argentina",0.2,"[('Milei', 'ORG'), ('Argentina', 'GPE')]"
2025_10_08,https://www.bbc.com/mundo,es,"Los 3 científicos que ganaron el Nobel de Física 2025 por hacer que ""las extrañas propiedades del mundo cuántico"" funcionen en un chip","The 3 scientists who won the Nobel of Physics 2025 for making ""the strange properties of the quantum world"" work in a chip",-0.05,"[('3', 'CARDINAL'), ('the Nobel of Physics 2025', 'WORK_OF_ART')]"
2025_10_08,https://www.bbc.com/hindi,hi,"तालिबान के विदेश मंत्री आठ दिन के लिए क्यों आ रहे भारत, अफ़ग़ानिस्तान के मीडिया में ऐसी चर्चा","Why the Foreign Minister of Taliban is coming to India for eight days, such discussion in Afghanistan's media",-0.0625,"[('Taliban', 'ORG'), ('India', 'GPE'), ('eight days', 'DATE'), ('Afghanistan', 'GPE')]"
2025_10_08,https://www.bbc.com/hindi,hi,"'हम अपनी बेटी को दवा समझकर ज़हर पिला रहे थे', मध्य प्रदेश में कफ़ सिरप ने कैसे ली 20 बच्चों की जान","'We were drinking poison as our daughter as medicine', how did Kapha syrup take the life of 20 children in Madhya Pradesh",0.0,"[('20', 'CARDINAL'), ('Madhya Pradesh', 'GPE')]"
2025_10_08,https://www.bbc.com/hindi,hi,"लाइव,म्यांमार में बौद्ध उत्सव के दौरान पैराग्लाइडर से बम हमला, 24 लोगों की मौत","Live, Paraglider bomb attack during Buddhist festival in Myanmar, 24 people killed",-0.03181818181818183,"[('Buddhist', 'NORP'), ('Myanmar', 'GPE'), ('24', 'CARDINAL')]"
2025_10_08,https://www.bbc.com/hindi,hi,"ट्रंप के ग़ज़ा प्लान पर इसराइली मीडिया की प्रतिक्रिया, 'ट्रंप जो कहेंगे उसे नेतन्याहू को मानना ही पड़ेगा'","Israeli media reacts to Trump's Gaza plan, 'Netanyahu will have to accept whatever Trump says'",0.0,"[('Israeli', 'NORP'), ('Trump', 'ORG'), ('Gaza', 'GPE'), ('Netanyahu', 'PERSON'), ('Trump', 'PERSON')]"
2025_10_08,https://www.bbc.com/hindi,hi,मैथ्स को देखते ही कुछ लोग क्यों कहते हैं 'हमसे ना हो पाएगा',Why do some people say 'we can't do it' as soon as they see maths?,0.0,[]
2025_10_08,https://www.bbc.com/hindi,hi,"हिमाचल प्रदेश: बिलासपुर में लैंडस्लाइड की चपेट में बस, 15 लोगों की मौत","Himachal Pradesh: Bus hit by landslide in Bilaspur, 15 people died",0.0,"[('Bilaspur', 'GPE'), ('15', 'CARDINAL')]"
2025_10_08,https://www.bbc.com/hindi,hi,वो रात जब अमेरिकी पायलट बने ईरान के खिलाफ़ इसराइल की ढाल,That night when Israel's shield against Iran became an American pilot,0.0,"[('Israel', 'GPE'), ('Iran', 'GPE'), ('American', 'NORP')]"
2025_10_08,https://www.bbc.com/hindi,hi,कफ़ सिरप लेते समय किन बातों का ध्यान रखना है ज़रूरी,What is important to take care of while taking phlegm syrup,0.4,[]
2025_10_08,https://www.bbc.com/hindi,hi,बिहार चुनाव: नीतीश कुमार कमज़ोर पड़े तो बीजेपी के लिए कितना बड़ा झटका,"Bihar Elections: If Nitish Kumar becomes weak, what a big blow it will be for BJP.",-0.1875,"[('Bihar Elections', 'PERSON'), ('Nitish', 'NORP'), ('BJP', 'ORG')]"
2025_10_08,https://www.bbc.com/portuguese,pt,"Tarifas, juros e demissões: Suprema Corte dos EUA vai redefinir poderes de Trump","Tariffs, interest and layoffs: US Supreme Court will redefine Trump's powers",0.0,"[('US Supreme Court', 'ORG'), ('Trump', 'ORG')]"
2025_10_08,https://www.bbc.com/portuguese,pt,"Carro de Daniel Noboa, presidente do Equador, é atacado; o que se sabe","Car of Daniel Noboa, president of Ecuador, is attacked; what is known",0.0,"[('Daniel Noboa', 'PERSON'), ('Ecuador', 'GPE')]"
2025_10_08,https://www.bbc.com/portuguese,pt,Alpinistas são resgatados após ficarem presos em nevasca no Everest,Climbers rescued after being trapped in blizzard on Everest,-0.2,"[('Everest', 'LOC')]"
2025_10_08,https://www.bbc.com/portuguese,pt,Renováveis ultrapassam carvão e se tornam maior fonte de energia elétrica pela 1ª vez na história,Renewables exceed charcoal and become a greater source of electricity for the first time in history,0.375,"[('first', 'ORDINAL')]"
2025_10_08,https://www.bbc.com/portuguese,pt,O trabalho sobre computadores quânticos que deu Prêmio Nobel de Física a pesquisadores,The work on quantum computers that gave researchers the Nobel Prize in Physics,0.0,"[('the Nobel Prize in Physics', 'WORK_OF_ART')]"
2025_10_08,https://www.bbc.com/portuguese,pt,"Após dois anos de guerra e destruição, Israel e Hamas estão mais próximos do fim do conflito?","After two years of war and destruction, are Israel and Hamas closer to the end of the conflict?",0.0,"[('two years', 'DATE'), ('Israel', 'GPE'), ('Hamas', 'ORG')]"
2025_10_08,https://www.bbc.com/portuguese,pt,"Vídeo,Metanol: BBC investiga venda de lacres falsos e garrafas de bebidas alcoólicas no Facebook, Duration 2,59","Video, Methanol: BBC investigates sales of fake seals and bottles of alcohol on Facebook, Duration 2.59",-0.5,"[('Methanol', 'ORG'), ('BBC', 'ORG'), ('2.59', 'CARDINAL')]"
2025_10_08,https://www.bbc.com/portuguese,pt,Por que uma família se mudou para Israel e outra deixou o país após os ataques de 7 de outubro?,Why has one family moved to Israel and another left the country after October 7 attacks?,0.0,"[('one', 'CARDINAL'), ('Israel', 'GPE'), ('October 7', 'DATE')]"
2025_10_08,https://www.bbc.com/portuguese,pt,O deslocamento 'sem precedentes' da população de Gaza em dois anos de guerra,The 'unprecedented' displacement of the Gaza population in two years of war,0.6,"[('Gaza', 'GPE'), ('two years', 'DATE')]"
2025_10_08,https://www.bbc.com/russian,ru,"«Картина мира разрушается полностью». Как психологи работают с украинскими детьми, вернувшимися из оккупации","""The picture of the world is completely destroyed."" How psychologists work with Ukrainian children who returned from the occupation",0.1,"[('Ukrainian', 'NORP')]"
2025_10_08,https://www.bbc.com/russian,ru,"Почему одна семья после 7 октября переехала в Израиль, а другая — покинула страну?","Why did one family move to Israel after October 7, while the other left the country?",-0.0625,"[('one', 'CARDINAL'), ('Israel', 'GPE'), ('October 7', 'DATE')]"
2025_10_08,https://www.bbc.com/russian,ru,В Израиле вспоминают жертв нападения ХАМАС 7 октября 2023 года. Фото,"Israel remembers the victims of the Hamas attack on October 7, 2023. Photo",0.0,"[('Israel', 'GPE'), ('Hamas', 'ORG'), ('October 7, 2023', 'DATE')]"
2025_10_08,https://www.bbc.com/russian,ru,"LIVELive,Война в Украине: власти сообщили об атаках на Днепропетровскую область, есть пострадавшие","Livelive, war in Ukraine: the authorities reported attacks on the Dnipropetrovsk region, there are victims",0.0,"[('Ukraine', 'GPE'), ('Dnipropetrovsk', 'GPE')]"
2025_10_08,https://www.bbc.com/russian,ru,"Нобеля по физике получили ученые, открывшие макроскопическое квантово-механическое туннелирование",Scientists who discovered macroscopic quantum mechanical tunneling received a Nobel in physics,0.0,"[('Nobel', 'WORK_OF_ART')]"
2025_10_08,https://www.bbc.com/russian,ru,Нападение с ножом на бургомистра в Германии: полиция не видит политического мотива,A attack with a knife on a burgomaster in Germany: the police do not see a political motive,0.0,"[('Germany', 'GPE')]"
