Scrape_Date,Source_Name,Source_URL,Source_Language_Code,Source_Region,Original_Headline,Translated_Headline,Polarity,Sentiment_Label,Entities_Raw
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Cuál es la importancia del estrecho de Bab el-Mandeb, la estratégica ruta marítima del mar Rojo amenazada por los hutíes con el respaldo de Irán","What is the importance of the Bab el-Mandeb Strait, the strategic Red Sea maritime route threatened by the Houthis with the support of Iran?",0.0,neutral,"[('the Bab el-Mandeb Strait', 'ORG'), ('Red Sea', 'LOC'), ('Houthis', 'PERSON'), ('Iran', 'GPE')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""La trampa del Mundial es que nos hacen creer que los futbolistas reflejan una patria""","""The trap of the World Cup is that they make us believe that footballers reflect a country""",0.0,neutral,"[('the World Cup', 'EVENT')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"El gobierno de Trump impone nuevos aranceles a 60 países, entre ellos una quincena de América Latina","The Trump administration imposes new tariffs on 60 countries, including fifteen in Latin America",0.0,neutral,"[('Trump', 'PERSON'), ('60', 'CARDINAL'), ('fifteen', 'CARDINAL'), ('Latin America', 'LOC')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Por qué Ucrania está atacando con tanta fuerza Wildberries, el equivalente ruso de Amazon","Why Ukraine is attacking Wildberries, the Russian equivalent of Amazon, so strongly",-1.0,negative,"[('Ukraine', 'GPE'), ('Russian', 'NORP'), ('Amazon', 'ORG')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Nos quedamos maravillados"": lo que un tiburón que vive 400 años nos puede enseñar sobre la longevidad","""We were amazed"": what a shark that lives 400 years can teach us about longevity",0.0,neutral,"[('400 years', 'DATE')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Un país que nunca se termina de construir"": por qué en Perú hay tantas casas inacabadas","""A country that never finishes building"": why in Peru there are so many unfinished houses",0.0,neutral,"[('Peru', 'GPE')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"Control, amenazas y cirugías para cambiar la apariencia: mi vida dentro de la ""secta"" de Jeffrey Epstein","Control, Threats, and Appearance Surgeries: My Life Inside Jeffrey Epstein's ""Cult""",0.0,neutral,"[('Appearance Surgeries', 'PERSON'), (""Jeffrey Epstein's"", 'PERSON'), ('Cult""', 'WORK_OF_ART')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"""Es una señal de alarma"": la advertencia de la empresa hackeada por los modelos rebeldes de OpenAI","""It's an alarm signal"": the warning of the company hacked by the rebellious OpenAI models",-1.0,negative,"[('OpenAI', 'ORG')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,Los más de 100 millonarios en Reino Unido que le piden al nuevo primer ministro que les suba los impuestos,The more than 100 millionaires in the United Kingdom who ask the new prime minister to raise their taxes,0.0,neutral,"[('more than 100', 'CARDINAL'), ('the United Kingdom', 'GPE')]"
2026_07_24,BBC Mundo,https://www.bbc.com/mundo,es,Latin America,"La ""hora feliz"" de las abuelas: la mujer que logró cambiar una ley en EE.UU. para permitir el alcohol en asilos","Grandmas' ""happy hour"": the woman who managed to change a law in the US to allow alcohol in nursing homes",0.0,neutral,"[('Grandmas', 'PERSON'), ('US', 'GPE')]"
2026_07_24,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"बातचीत के बाद सीजेपी ने कहा - सरकार ने धर्मेंद्र प्रधान के इस्तीफ़े की मांग पर कल तक का वक़्त मांगा, नड्डा ने क्या कहा?","After the conversation, CJP said - Government asked for time till tomorrow on the demand of Dharmendra Pradhan's resignation, what did Nadda say?",0.0,neutral,"[('CJP', 'ORG'), ('tomorrow', 'DATE'), (""Dharmendra Pradhan's"", 'PERSON'), ('Nadda', 'PERSON')]"
2026_07_24,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"लाइव,प्रदर्शन के बीच अगले निर्देश तक नई दिल्ली मेट्रो स्टेशन बंद","New Delhi Metro station closed till further instructions amid live, protest",0.0,neutral,"[('New Delhi', 'GPE'), ('Metro', 'FAC')]"
2026_07_24,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"सोनम वांगचुक और कॉकरोच जनता पार्टी में अब इतना फ़र्क़ क्यों दिख रहा है, नड्डा के हाथों अनशन तोड़ने पर सवाल","Why is there such a difference now between Sonam Wangchuk and Cockroach Janata Party, questions on Nadda breaking his fast.",0.0,neutral,"[('Sonam Wangchuk', 'LOC'), ('Cockroach Janata Party', 'ORG'), ('Nadda', 'ORG')]"
2026_07_24,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"'हम कॉकरोच हैं, ऐसे पीछे हटने वाले नहीं': जय भीम के नारे, आज़ादी-आज़ादी के गाने, जेन-ज़ी धरना स्थल पर क्या कर रहा है?","'We are cockroaches, we are not going to retreat like this': Jai Bhim slogans, Azadi-Azadi songs, what is Gen-Z doing at the protest site?",0.0,neutral,"[('Jai Bhim', 'PERSON'), ('Azadi-Azadi', 'PERSON'), ('Gen-Z', 'PERSON')]"
2026_07_24,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"सोनम वांगचुक के उपवास तोड़ने को कैसे देखा जा रहा है, अब आंदोलन का क्या होगा?","How is Sonam Wangchuk's breaking of fast being viewed, what will happen to the movement now?",0.0,neutral,[]
2026_07_24,BBC Hindi,https://www.bbc.com/hindi,hi,South Asia,"'उनका क्या अपराध था': बीबीसी पहुंचा ईरान के उस स्कूल, जहां हमले में मारे गए 120 बच्चे",'What was their crime': BBC reached Iran's school where 120 children were killed in the attack,-1.0,negative,"[('BBC', 'ORG'), ('Iran', 'GPE'), ('120', 'CARDINAL')]"
