Source_Name,Entity,Label
BBC Spanish,Sudanese,NORP
BBC Spanish,El Fasher,ORG
BBC Spanish,Comando Vermelho:,PERSON
BBC Spanish,Brazil,GPE
BBC Spanish,Charles,PERSON
BBC Spanish,Andrew,PERSON
BBC Spanish,Windsor mansion,LOC
BBC Spanish,50 years ago,DATE
BBC Hindi,145 kg,QUANTITY
BBC Hindi,Delhi Police's,ORG
BBC Hindi,Sonika Yadav,PERSON
BBC Hindi,Charles,PERSON
BBC Hindi,Andrew,PERSON
BBC Hindi,Virat Kohli,ORG
BBC Hindi,Indian,NORP
BBC Hindi,Sardar Patel,PERSON
BBC Hindi,anti-Muslim,NORP
BBC Hindi,Women's World Cup,ORG
BBC Hindi,Indian,NORP
BBC Hindi,Jemima,PERSON
BBC Hindi,Harmanpreet,ORG
BBC Hindi,seven,CARDINAL
BBC Hindi,Australia,GPE
BBC Hindi,Women's World Cup,ORG
BBC Hindi,Jemima,ORG
BBC Hindi,India,GPE
BBC Hindi,Australia,GPE
BBC Hindi,five,CARDINAL
BBC Hindi,Mumbai,GPE
BBC Hindi,several hours,TIME
BBC Hindi,CCTV,ORG
BBC Portuguese,Rio,ORG
BBC Portuguese,CV,ORG
BBC Portuguese,Rio,ORG
BBC Portuguese,Cambridge,GPE
BBC Portuguese,CV,PERSON
BBC Portuguese,2,CARDINAL
BBC Portuguese,Brazil,GPE
BBC Portuguese,Xi Jinping,PERSON
BBC Portuguese,century-old,DATE
BBC Portuguese,the Loch Ness Monster,ORG
BBC Portuguese,Trump,PERSON
BBC Portuguese,30 years,DATE
BBC Portuguese,24 hours,TIME
BBC Portuguese,121,CARDINAL
BBC Portuguese,Rio,GPE
BBC Portuguese,'The Social Network',WORK_OF_ART
BBC Portuguese,15 years ago,DATE
BBC Russian,Russia,GPE
BBC Russian,Ukraine,GPE
BBC Russian,November,DATE
BBC Russian,Donald Trump,PERSON
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,11,CARDINAL
BBC Russian,Sumy,ORG
BBC Russian,Charles III's,PERSON
BBC Russian,Prince Andrew,PERSON
BBC Russian,the Royal Lodge,ORG
BBC Russian,Windsor,GPE
BBC Russian,Germany,GPE
BBC Russian,Russia,GPE
BBC Russian,Hundreds of thousands,CARDINAL
BBC Russian,Orthodox,NORP
BBC Russian,Jews,NORP
BBC Russian,Jerusalem,GPE
BBC Russian,Pokrovsk,GPE
BBC Russian,Mirnograd,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Trump,ORG
BBC Russian,China,GPE
BBC Russian,12,CARDINAL
BBC Russian,10,CARDINAL
BBC Russian,Ukraine,GPE
BBC Russian,Gunvor,PERSON
BBC Russian,Five,CARDINAL
BBC Russian,Louvre,PERSON
BBC Russian,France,GPE
BBC Japanese,Charles,PERSON
BBC Japanese,Andrew,PERSON
BBC Japanese,China,GPE
BBC Japanese,Trump-Xi,PERSON
BBC Japanese,73 seconds,TIME
BBC Japanese,"1,13",CARDINAL
BBC Japanese,Prince Andrew,PERSON
BBC Japanese,BBC,ORG
BBC Japanese,"1,09",CARDINAL
BBC Japanese,BBC,ORG
BBC Japanese,Andrew,PERSON
BBC Japanese,US,GPE
BBC Japanese,Chinese,NORP
BBC Japanese,first,ORDINAL
BBC Japanese,six years,DATE
BBC Japanese,Trump,ORG
BBC Japanese,the past 30 years,DATE
BBC Japanese,At least 132,CARDINAL
BBC Japanese,Rio de Janeiro,GPE
BBC Japanese,Brazil,GPE
BBC Japanese,Sudanese,NORP
BBC Japanese,460,CARDINAL
BBC Swahili,Tanzania,GPE
BBC Swahili,2025,DATE
BBC Swahili,The NEC Electoral Commission,ORG
BBC Swahili,Tanzanian,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,Election 2025,DATE
BBC Swahili,the election day,DATE
BBC Swahili,Europe,LOC
BBC Swahili,Friday,DATE
BBC Swahili,Man City,GPE
BBC Swahili,Carl Etta,PERSON
BBC Swahili,Namanga,GPE
BBC Swahili,Kenya,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,The European Parliament,ORG
BBC Swahili,Tanzanian,NORP
BBC Swahili,Trump,ORG
BBC Swahili,the US Department of Defense,ORG
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzania General,ORG
BBC Swahili,Election 2025,DATE
