Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Mecca,GPE,2026_08_18
BBC Mundo,4,CARDINAL,2026_08_18
BBC Mundo,"the ""Muslim NATO",ORG,2026_08_18
BBC Mundo,Türkiye,GPE,2026_08_18
BBC Mundo,Saudi Arabia,GPE,2026_08_18
BBC Mundo,Pakistan,GPE,2026_08_18
BBC Mundo,90-hour,TIME,2026_08_18
BBC Mundo,Hayden Panettiere,PERSON,2026_08_18
BBC Mundo,Duane Davis,PERSON,2026_08_18
BBC Mundo,30 years ago,DATE,2026_08_18
BBC Mundo,Hayden Panettiere,PERSON,2026_08_18
BBC Mundo,Heroes,WORK_OF_ART,2026_08_18
BBC Mundo,Nashville,WORK_OF_ART,2026_08_18
BBC Mundo,36,CARDINAL,2026_08_18
BBC Mundo,Scream,LOC,2026_08_18
BBC Mundo,Heroes,WORK_OF_ART,2026_08_18
BBC Mundo,Hayden Panettiere,FAC,2026_08_18
BBC Mundo,12.31,CARDINAL,2026_08_18
BBC Mundo,Forest City,GPE,2026_08_18
BBC Mundo,6,DATE,2026_08_18
BBC Hindi,Pakistan,GPE,2026_08_18
BBC Hindi,Supreme Court,ORG,2026_08_18
BBC Hindi,Imran Khan,PERSON,2026_08_18
BBC Hindi,BJP,ORG,2026_08_18
BBC Hindi,Amit Malviya,ORG,2026_08_18
BBC Hindi,Trump,PERSON,2026_08_18
BBC Hindi,India,GPE,2026_08_18
BBC Hindi,Gyanesh Kumar,PERSON,2026_08_18
BBC Hindi,CBI,ORG,2026_08_18
BBC Hindi,Tvisha Sharma,NORP,2026_08_18
BBC Hindi,Iran,GPE,2026_08_18
BBC Hindi,Salim Malik,PERSON,2026_08_18
BBC Hindi,Indian,NORP,2026_08_18
BBC Hindi,Imran Khan,PERSON,2026_08_18
BBC Hindi,Tukaram Mundhe,PERSON,2026_08_18
BBC Hindi,IAS,ORG,2026_08_18
BBC Portuguese,Lava Jato Generation',PERSON,2026_08_18
BBC Portuguese,Flávio,PERSON,2026_08_18
BBC Portuguese,Northeast,ORG,2026_08_18
BBC Portuguese,Election 2026,DATE,2026_08_18
BBC Portuguese,El Salvador,GPE,2026_08_18
BBC Portuguese,Bukele,ORG,2026_08_18
BBC Portuguese,Hayden Panettiere's,PERSON,2026_08_18
BBC Portuguese,2026,DATE,2026_08_18
BBC Portuguese,Brazil,GPE,2026_08_18
BBC Portuguese,Colombian,NORP,2026_08_18
BBC Portuguese,1999,DATE,2026_08_18
BBC Portuguese,BBC News Brasil,ORG,2026_08_18
BBC Portuguese,Canadian,NORP,2026_08_18
BBC Russian,North Korea,GPE,2026_08_18
BBC Russian,Russia,GPE,2026_08_18
BBC Russian,Ukraine,GPE,2026_08_18
BBC Russian,War,GPE,2026_08_18
BBC Russian,Ukraine,GPE,2026_08_18
BBC Russian,Kharkov,GPE,2026_08_18
BBC Russian,10,CARDINAL,2026_08_18
BBC Russian,Russia,GPE,2026_08_18
BBC Russian,Britain,GPE,2026_08_18
BBC Russian,Ukraine,GPE,2026_08_18
BBC Russian,London,GPE,2026_08_18
BBC Russian,Kyiv,PERSON,2026_08_18
BBC Russian,Instagram,PERSON,2026_08_18
BBC Russian,Meta,ORG,2026_08_18
BBC Russian,Trump,PERSON,2026_08_18
BBC Russian,Oman,GPE,2026_08_18
BBC Russian,Iran,GPE,2026_08_18
BBC Russian,Hayden Panettiere,FAC,2026_08_18
