Source_Name,Entity,Label
BBC Spanish,Xinjiang,GPE
BBC Spanish,China,GPE
BBC Spanish,300 million,CARDINAL
BBC Spanish,Carlos Manzo,PERSON
BBC Spanish,Uruapan,GPE
BBC Spanish,the middle of a Day,DATE
BBC Spanish,Dead,ORG
BBC Spanish,Mexico,GPE
BBC Spanish,Tristan da Cunha,PERSON
BBC Spanish,Earth,LOC
BBC Spanish,Achilles,GPE
BBC Spanish,Fallopian,NORP
BBC Spanish,Broca,PERSON
BBC Spanish,6,CARDINAL
BBC Spanish,Juan Gabriel's,PERSON
BBC Spanish,the Divo de Juárez,FAC
BBC Hindi,India,GPE
BBC Hindi,Deepti Sharma's ',ORG
BBC Hindi,Indian,NORP
BBC Hindi,World Cup,EVENT
BBC Hindi,Deepti Sharma,PERSON
BBC Hindi,India,GPE
BBC Hindi,Rohtak,PERSON
BBC Hindi,Bihar Elections,PERSON
BBC Hindi,2025,DATE
BBC Hindi,Sasaram,ORG
BBC Hindi,Nitish,NORP
BBC Hindi,"3,58",CARDINAL
BBC Hindi,Anant Singh,PERSON
BBC Hindi,Mokama,PERSON
BBC Portuguese,Cerrado,ORG
BBC Portuguese,Treason,PERSON
BBC Portuguese,American,NORP
BBC Portuguese,Trump,ORG
BBC Portuguese,Argentine,NORP
BBC Portuguese,US,GPE
BBC Portuguese,3,CARDINAL
BBC Portuguese,117,CARDINAL
BBC Portuguese,Rio,GPE
BBC Portuguese,IML,ORG
BBC Portuguese,Rio,GPE
BBC Portuguese,Plato,ORG
BBC Portuguese,London,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Germany,GPE
BBC Russian,Patriots,ORG
BBC Russian,Trump,PERSON
BBC Russian,Tomahawks,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Afghanistan,GPE
BBC Russian,At least 20,CARDINAL
BBC Russian,hundreds,CARDINAL
BBC Russian,England,GPE
BBC Russian,11,CARDINAL
BBC Russian,one,CARDINAL
BBC Russian,Nigerian,NORP
BBC Russian,Christians,NORP
BBC Russian,Islamists,NORP
BBC Russian,Louvre,PERSON
BBC Russian,Paris,GPE
BBC Russian,Boris Maksimov - colleague,PERSON
BBC Russian,Hamas,ORG
BBC Russian,three,CARDINAL
BBC Russian,Israel,GPE
BBC Russian,"Queen's Move""",WORK_OF_ART
BBC Russian,Kazakhstan,GPE
BBC Japanese,England,GPE
BBC Japanese,one,CARDINAL
BBC Japanese,M6.3,PERSON
BBC Japanese,Afghanistan,GPE
BBC Japanese,at least 4,CARDINAL
BBC Japanese,Jamaican,NORP
BBC Japanese,France,GPE
BBC Japanese,Louvre Museum,ORG
BBC Japanese,Andrew Mountbatten-Windsor,PERSON
BBC Japanese,Giuffre,PERSON
BBC Japanese,Andrew,PERSON
BBC Japanese,Epstein,PERSON
BBC Japanese,U.S.,GPE
BBC Japanese,UN,ORG
BBC Japanese,Trump,PERSON
BBC Japanese,Dutch,NORP
BBC Japanese,Melissa,PERSON
BBC Japanese,at least 19,CARDINAL
BBC Japanese,Jamaica,GPE
BBC Japanese,BBC,ORG
BBC Swahili,Samia,PERSON
BBC Swahili,Dodoma,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,Hassan,PERSON
BBC Swahili,more than 97 percent,PERCENT
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Monday,DATE
BBC Swahili,Kane,PERSON
BBC Swahili,Barcelona,GPE
BBC Swahili,Protests,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,hundreds,CARDINAL
BBC Swahili,Kenya,GPE
BBC Swahili,26,CARDINAL
BBC Swahili,KAB,ORG
BBC Swahili,Russia,GPE
BBC Swahili,Ukrainian,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,2025,DATE
BBC Swahili,Nation,ORG
BBC Swahili,First,ORDINAL
