Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Putin,PERSON,2026_06_05
BBC Mundo,decades,DATE,2026_06_05
BBC Mundo,Yudi Heredia,PERSON,2026_06_05
BBC Mundo,Cuban,NORP,2026_06_05
BBC Mundo,Rosalía,GPE,2026_06_05
BBC Mundo,5,CARDINAL,2026_06_05
BBC Mundo,6 days,DATE,2026_06_05
BBC Mundo,Everest,LOC,2026_06_05
BBC Mundo,Sherpa,ORG,2026_06_05
BBC Mundo,Everest,LOC,2026_06_05
BBC Mundo,Cuba,GPE,2026_06_05
BBC Mundo,the World Cup,EVENT,2026_06_05
BBC Mundo,three,CARDINAL,2026_06_05
BBC Mundo,North America,LOC,2026_06_05
BBC Mundo,Zelensky,PERSON,2026_06_05
BBC Mundo,Putin,PERSON,2026_06_05
BBC Mundo,Russian,NORP,2026_06_05
BBC Mundo,Marjane Satrapi,PERSON,2026_06_05
BBC Mundo,French,NORP,2026_06_05
BBC Mundo,Iranian,NORP,2026_06_05
BBC Mundo,the age of,DATE,2026_06_05
BBC Hindi,LIC,ORG,2026_06_05
BBC Hindi,15,CARDINAL,2026_06_05
BBC Hindi,India,GPE,2026_06_05
BBC Hindi,Bangladesh,GPE,2026_06_05
BBC Hindi,45 kilometers,QUANTITY,2026_06_05
BBC Hindi,Cockroach Janata Party,ORG,2026_06_05
BBC Hindi,Jantar Mantar,PERSON,2026_06_05
BBC Hindi,Delhi,GPE,2026_06_05
BBC Hindi,Kuwait,GPE,2026_06_05
BBC Hindi,India,GPE,2026_06_05
BBC Hindi,Muslim,NORP,2026_06_05
BBC Hindi,Mamata Banerjee,ORG,2026_06_05
BBC Hindi,Delhi,GPE,2026_06_05
BBC Hindi,Putin,PERSON,2026_06_05
BBC Hindi,America,GPE,2026_06_05
BBC Hindi,India,GPE,2026_06_05
BBC Hindi,Delhi,GPE,2026_06_05
BBC Hindi,Indian,NORP,2026_06_05
BBC Hindi,NEET,ORG,2026_06_05
BBC Hindi,Nagpur,ORG,2026_06_05
BBC Portuguese,Mexico,GPE,2026_06_05
BBC Portuguese,Colombia,GPE,2026_06_05
BBC Portuguese,Venezuela,GPE,2026_06_05
BBC Portuguese,US,GPE,2026_06_05
BBC Portuguese,12-year-old,DATE,2026_06_05
