Source_Name,Entity,Label
BBC Spanish,Trump,PERSON
BBC Spanish,US,GPE
BBC Spanish,Europe,LOC
BBC Spanish,Latin America,LOC
BBC Spanish,BBC,ORG
BBC Spanish,$5 billion,MONEY
BBC Spanish,4,CARDINAL
BBC Spanish,Kast,ORG
BBC Spanish,Chile,GPE
BBC Spanish,3,CARDINAL
BBC Spanish,15,CARDINAL
BBC Spanish,Bondi Beach,GPE
BBC Spanish,Australia,GPE
BBC Spanish,Ahmed al Ahmed,PERSON
BBC Spanish,one,CARDINAL
BBC Spanish,Bondi Beach,GPE
BBC Spanish,Australia,GPE
BBC Hindi,Hasnat Abdullah,PERSON
BBC Hindi,North-Eastern,LOC
BBC Hindi,Seven,CARDINAL
BBC Hindi,Bondi Beach,PERSON
BBC Hindi,Sajid Akram,PERSON
BBC Hindi,Manila,GPE
BBC Hindi,Indian,NORP
BBC Hindi,Philippines,GPE
BBC Hindi,Luthra Brothers,ORG
BBC Hindi,India,GPE
BBC Hindi,Nitish,NORP
BBC Hindi,Narendra Modi's,PERSON
BBC Hindi,Jordan,GPE
BBC Hindi,Two,CARDINAL
BBC Hindi,just 20 days,DATE
BBC Hindi,Navid Akram,PERSON
BBC Hindi,Australia,GPE
BBC Hindi,Bondi Beach,GPE
BBC Portuguese,4,CARDINAL
BBC Portuguese,Kast,LOC
BBC Portuguese,Chile,GPE
BBC Portuguese,Chile,GPE
BBC Portuguese,Lula,PRODUCT
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,BBC,ORG
BBC Portuguese,10-year-old,DATE
BBC Portuguese,2,CARDINAL
BBC Portuguese,Australia,GPE
BBC Portuguese,Putin,PERSON
BBC Portuguese,Ukraine,GPE
BBC Portuguese,Bolsonarism,PERSON
BBC Portuguese,Congress,ORG
BBC Portuguese,2026,DATE
BBC Portuguese,Maduro,ORG
BBC Portuguese,Trump,ORG
BBC Portuguese,Venezuela,GPE
BBC Portuguese,Ahmed al Ahmed,PERSON
BBC Portuguese,Australia,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Witkoff,PERSON
BBC Russian,Kushner,ORG
BBC Russian,Zelensky,PERSON
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Europe,LOC
BBC Russian,Berlin,GPE
BBC Russian,Article 5 of the NATO Charter,LAW
BBC Russian,BBC,ORG
BBC Russian,$5 billion,MONEY
BBC Russian,Sydney,GPE
BBC Russian,Hanukkah,ORG
BBC Russian,ISIS,ORG
BBC Russian,Ukraine,GPE
BBC Russian,Varshavyanka,PERSON
BBC Russian,Russia,GPE
BBC Russian,ten-year-old,DATE
BBC Russian,two,CARDINAL
BBC Russian,Sydney,GPE
BBC Russian,Hanukkah,WORK_OF_ART
BBC Russian,Rob Reiner,PERSON
BBC Russian,Nick,PERSON
BBC Russian,the Black Sea,LOC
BBC Russian,Russian,NORP
BBC Russian,the 21st century,DATE
BBC Russian,British,NORP
BBC Russian,Russia,GPE
BBC Russian,Putin,PERSON
BBC Japanese,US,GPE
BBC Japanese,Ukraine,GPE
BBC Japanese,US,GPE
BBC Japanese,Trump,PERSON
BBC Japanese,BBC,ORG
BBC Japanese,British,NORP
BBC Japanese,first,ORDINAL
BBC Japanese,Rob Reiner,PERSON
BBC Japanese,2023,DATE
BBC Japanese,Nobel Peace Prize,WORK_OF_ART
BBC Japanese,Britain,GPE
BBC Japanese,Russian,NORP
BBC Japanese,first,ORDINAL
BBC Japanese,UK,GPE
BBC Japanese,South Korea,GPE
BBC Japanese,Australian,NORP
BBC Japanese,Ahmed Al Ahmed,PERSON
BBC Japanese,Hong Kong,GPE
BBC Swahili,M23,GPE
BBC Swahili,Uvira,GPE
BBC Swahili,last week,DATE
BBC Swahili,Trump,ORG
BBC Swahili,BBC,ORG
BBC Swahili,Panorama,ORG
BBC Swahili,M23,GPE
BBC Swahili,hundreds,CARDINAL
BBC Swahili,Burundian,NORP
BBC Swahili,DRC,ORG
BBC Swahili,Muslim,NORP
BBC Swahili,Shabbat,PERSON
BBC Swahili,Trump,PERSON
BBC Swahili,US,GPE
BBC Swahili,Uvira,GPE
BBC Swahili,Évariste Ndayishimiye Burundi - Analysis,GPE
BBC Swahili,Bondi,GPE
BBC Swahili,Ahmed al Ahmed,PERSON
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Tuesday,DATE
BBC Swahili,Will Man City,PERSON
BBC Swahili,next season,DATE
BBC Swahili,Putin,PERSON
BBC Swahili,Ukraine,GPE
BBC Swahili,Americans,NORP
BBC Swahili,Trump,ORG
