Source_Name,Entity,Label
BBC Spanish,BBC,ORG
BBC Spanish,Ukraine,GPE
BBC Spanish,Colombia,GPE
BBC Spanish,2025,DATE
BBC Spanish,US,GPE
BBC Spanish,decades,DATE
BBC Spanish,Death,PERSON
BBC Spanish,dozens,CARDINAL
BBC Spanish,France,GPE
BBC Spanish,Coldplay,NORP
BBC Spanish,first,ORDINAL
BBC Hindi,Sharif Usman Hadi,PERSON
BBC Hindi,Bangladesh,GPE
BBC Hindi,Lok Sabha,PERSON
BBC Hindi,Rajya Sabha,ORG
BBC Hindi,Pakistan,GPE
BBC Hindi,Kabaddi,ORG
BBC Hindi,India,GPE
BBC Hindi,nine years,DATE
BBC Hindi,Delhi,GPE
BBC Hindi,Sunali Khatoon,PERSON
BBC Hindi,Bangladesh,GPE
BBC Hindi,India,GPE
BBC Hindi,Hasnat Abdullah,PERSON
BBC Hindi,Indian,NORP
BBC Hindi,Tauheed Hussain,PERSON
BBC Hindi,India,GPE
BBC Hindi,Nidhi Agarwal,ORG
BBC Hindi,India,GPE
BBC Hindi,Pakistan,GPE
BBC Hindi,Hijab,ORG
BBC Hindi,Giriraj Singh,PERSON
BBC Hindi,Nitish,NORP
BBC Portuguese,Eduardo Bolsonaro,PERSON
BBC Portuguese,Alexandre Ramagem,PERSON
BBC Portuguese,Lula,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,EU-Mercosur Agreement,ORG
BBC Portuguese,Trump,PERSON
BBC Portuguese,Venezuela,GPE
BBC Portuguese,Lula,PERSON
BBC Portuguese,TikTok,ORG
BBC Portuguese,US,GPE
BBC Portuguese,Trump,PERSON
BBC Portuguese,US,GPE
BBC Portuguese,decades,DATE
BBC Portuguese,Zezé di Camargo's,WORK_OF_ART
BBC Portuguese,Silvio Santos',PERSON
BBC Portuguese,Lula,PRODUCT
BBC Portuguese,Felipe Nunes,ORG
BBC Portuguese,Quaest,GPE
BBC Portuguese,the Solar System,ORG
BBC Russian,EU,ORG
BBC Russian,90 billion,CARDINAL
BBC Russian,Ukraine,GPE
BBC Russian,Frozen Russian,PERSON
BBC Russian,Ukrainian,NORP
BBC Russian,Rob Reiner,PERSON
BBC Russian,six,CARDINAL
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,EU,ORG
BBC Russian,Ukraine,GPE
BBC Russian,Kennedy Center,FAC
BBC Russian,Trump Kennedy,PERSON
BBC Russian,The State Duma,ORG
BBC Russian,annual,DATE
BBC Russian,Dan Bongino,PERSON
BBC Russian,FBI,ORG
BBC Russian,Christine Cabot,PERSON
BBC Russian,Coldplay,NORP
BBC Russian,Ukrainian,GPE
BBC Russian,Finland,GPE
BBC Russian,Russia,GPE
BBC Russian,Trump,PERSON
BBC Russian,Lukashenko,PERSON
BBC Japanese,EU,ORG
BBC Japanese,90 billion,CARDINAL
BBC Japanese,Ukraine,GPE
BBC Japanese,Russian,NORP
BBC Japanese,TikTok,ORG
BBC Japanese,U.S.,GPE
BBC Japanese,Brown University,ORG
BBC Japanese,MIT,ORG
BBC Japanese,Thailand,GPE
BBC Japanese,Poipet,GPE
BBC Japanese,Cambodia,GPE
BBC Japanese,Bank of Japan,ORG
BBC Japanese,1995,DATE
BBC Japanese,EU,ORG
BBC Japanese,Ukraine,GPE
BBC Japanese,Russian,NORP
BBC Japanese,Zelenskyy,PERSON
BBC Japanese,US Democratic Party,ORG
BBC Japanese,Epstein,PERSON
BBC Japanese,Lolita,PERSON
BBC Japanese,British,NORP
BBC Japanese,Russian,NORP
BBC Japanese,Chelsea,ORG
BBC Japanese,Ukraine,GPE
BBC Swahili,EU,ORG
BBC Swahili,Ukraine,GPE
BBC Swahili,Russian,NORP
BBC Swahili,Ukrainian,NORP
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Friday,DATE
BBC Swahili,Semenyo,PERSON
BBC Swahili,January,DATE
BBC Swahili,this Christmas season,DATE
BBC Swahili,10,CARDINAL
BBC Swahili,Africa,LOC
BBC Swahili,2025,DATE
BBC Swahili,Putin,PERSON
BBC Swahili,5,CARDINAL
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Roma,ORG
BBC Swahili,The United States,GPE
BBC Swahili,Tanzania,GPE
