Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Gaza,GPE,2026_05_28
BBC Mundo,BBC Documentary,ORG,2026_05_28
BBC Mundo,Iran,GPE,2026_05_28
BBC Mundo,US,GPE,2026_05_28
BBC Mundo,Washington,GPE,2026_05_28
BBC Mundo,Islamic,NORP,2026_05_28
BBC Mundo,100 years,DATE,2026_05_28
BBC Mundo,Marilyn Monroe,PERSON,2026_05_28
BBC Mundo,Mexico,GPE,2026_05_28
BBC Mundo,3,CARDINAL,2026_05_28
BBC Mundo,Mexicanized,PRODUCT,2026_05_28
BBC Mundo,Colombia,GPE,2026_05_28
BBC Mundo,"Nearly 500,000",CARDINAL,2026_05_28
BBC Mundo,Russian,NORP,2026_05_28
BBC Mundo,Ukraine,GPE,2026_05_28
BBC Mundo,British,NORP,2026_05_28
BBC Mundo,Christopher Olah,PERSON,2026_05_28
BBC Mundo,AI,GPE,2026_05_28
BBC Mundo,Leo XIV's,ORG,2026_05_28
BBC Mundo,Venezuela,GPE,2026_05_28
BBC Mundo,Dutch,NORP,2026_05_28
BBC Hindi,Congress,ORG,2026_05_28
BBC Hindi,DK Shivkumar,PERSON,2026_05_28
BBC Hindi,CM,ORG,2026_05_28
BBC Hindi,Kuwait,GPE,2026_05_28
BBC Hindi,Siddaramaiah,PERSON,2026_05_28
BBC Hindi,Karnataka CM,ORG,2026_05_28
BBC Hindi,DK Shivakumar,PERSON,2026_05_28
BBC Hindi,India,GPE,2026_05_28
BBC Hindi,Asian,NORP,2026_05_28
BBC Hindi,Banda,GPE,2026_05_28
BBC Hindi,one,CARDINAL,2026_05_28
BBC Hindi,India,GPE,2026_05_28
BBC Hindi,Haters,ORG,2026_05_28
BBC Hindi,15,CARDINAL,2026_05_28
BBC Hindi,Vaibhav,PERSON,2026_05_28
BBC Hindi,Gayle,GPE,2026_05_28
BBC Hindi,Pakistan,GPE,2026_05_28
BBC Hindi,American,NORP,2026_05_28
BBC Hindi,US,GPE,2026_05_28
BBC Hindi,Iran,GPE,2026_05_28
BBC Hindi,Trump,PERSON,2026_05_28
BBC Hindi,Oman,GPE,2026_05_28
BBC Hindi,Iran,GPE,2026_05_28
BBC Hindi,Rajasthan,PERSON,2026_05_28
BBC Hindi,Vaibhav,PERSON,2026_05_28
BBC Portuguese,6x1,CARDINAL,2026_05_28
BBC Portuguese,Chamber,ORG,2026_05_28
BBC Portuguese,Senate,ORG,2026_05_28
BBC Portuguese,Ford,ORG,2026_05_28
BBC Portuguese,5x2,ORG,2026_05_28
BBC Portuguese,100 years ago,DATE,2026_05_28
BBC Portuguese,first,ORDINAL,2026_05_28
BBC Portuguese,6x1,CARDINAL,2026_05_28
BBC Portuguese,TikTok,ORG,2026_05_28
BBC Portuguese,Israel,GPE,2026_05_28
