Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Spain,GPE,2026_07_31
BBC Mundo,"more than 49,000",CARDINAL,2026_07_31
BBC Mundo,Morocco,GPE,2026_07_31
BBC Mundo,at least 18,CARDINAL,2026_07_31
BBC Mundo,Iran,GPE,2026_07_31
BBC Mundo,US,GPE,2026_07_31
BBC Mundo,Trump,ORG,2026_07_31
BBC Mundo,Hamas,ORG,2026_07_31
BBC Mundo,Gaza,GPE,2026_07_31
BBC Mundo,Palestinian,NORP,2026_07_31
BBC Mundo,3,CARDINAL,2026_07_31
BBC Mundo,four,CARDINAL,2026_07_31
BBC Mundo,age 14,DATE,2026_07_31
BBC Mundo,European,NORP,2026_07_31
BBC Mundo,the World Cup,EVENT,2026_07_31
BBC Mundo,FIFA,ORG,2026_07_31
BBC Mundo,Melilla,ORG,2026_07_31
BBC Mundo,Spain,GPE,2026_07_31
BBC Mundo,Africa,LOC,2026_07_31
BBC Mundo,hundreds,CARDINAL,2026_07_31
BBC Mundo,Morocco,GPE,2026_07_31
BBC Mundo,Spain,GPE,2026_07_31
BBC Mundo,0.55,CARDINAL,2026_07_31
BBC Mundo,Earth,LOC,2026_07_31
BBC Mundo,Trump,PERSON,2026_07_31
BBC Mundo,Cuba,GPE,2026_07_31
BBC Mundo,US,GPE,2026_07_31
BBC Hindi,Saudi Arabia's,GPE,2026_07_31
BBC Hindi,Iran,GPE,2026_07_31
BBC Hindi,CJP,ORG,2026_07_31
BBC Hindi,Singh,PERSON,2026_07_31
BBC Hindi,PM Modi,GPE,2026_07_31
BBC Hindi,four,CARDINAL,2026_07_31
BBC Hindi,eight,CARDINAL,2026_07_31
BBC Hindi,AK 47,PRODUCT,2026_07_31
BBC Hindi,Siwan Police,ORG,2026_07_31
BBC Hindi,Gilgit-Baltistan,FAC,2026_07_31
BBC Hindi,Singh,PERSON,2026_07_31
BBC Hindi,CJP,ORG,2026_07_31
BBC Hindi,less than,PERCENT,2026_07_31
BBC Hindi,Bankipur,PERSON,2026_07_31
BBC Hindi,24 hours,TIME,2026_07_31
BBC Hindi,Thousands,CARDINAL,2026_07_31
BBC Hindi,Morocco,GPE,2026_07_31
BBC Hindi,Spain,GPE,2026_07_31
BBC Hindi,Europe,LOC,2026_07_31
BBC Hindi,Manna Dey,PERSON,2026_07_31
BBC Hindi,thousands,CARDINAL,2026_07_31
BBC Hindi,Deepke,PERSON,2026_07_31
BBC Hindi,BJP,ORG,2026_07_31
BBC Hindi,Amit Shah,PERSON,2026_07_31
BBC Portuguese,Brazil,GPE,2026_07_31
BBC Portuguese,2nd,ORDINAL,2026_07_31
BBC Portuguese,Spain,GPE,2026_07_31
BBC Portuguese,Army,ORG,2026_07_31
BBC Portuguese,Ceuta,GPE,2026_07_31
BBC Portuguese,49 thousand migrants,QUANTITY,2026_07_31
BBC Portuguese,24 hours,TIME,2026_07_31
BBC Portuguese,at least 18,CARDINAL,2026_07_31
BBC Portuguese,Lava Jato,PERSON,2026_07_31
BBC Portuguese,Lula,PERSON,2026_07_31
BBC Portuguese,Hamas,ORG,2026_07_31
BBC Portuguese,first,ORDINAL,2026_07_31
BBC Portuguese,Gaza,GPE,2026_07_31
BBC Portuguese,'The Odyssey',WORK_OF_ART,2026_07_31
BBC Portuguese,Christopher Nolan's,PERSON,2026_07_31
BBC Portuguese,Greek,NORP,2026_07_31
BBC Portuguese,Flávio,PERSON,2026_07_31
BBC Portuguese,the World Cup,EVENT,2026_07_31
BBC Portuguese,UEFA,ORG,2026_07_31
BBC Portuguese,FIFA,ORG,2026_07_31
BBC Portuguese,the World Cup',EVENT,2026_07_31
