Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,"Trump y Netanyahu querían reconfigurar Medio Oriente, pero el riesgo ahora es una crisis permanente","Trump and Netanyahu wanted to reconfigure the Middle East, but the risk now is a permanent crisis",-1.0,2026_06_10
BBC Mundo,EE.UU. lanza ataques contra Irán como represalia por el derribo de un helicóptero militar,The US launches attacks against Iran in retaliation for the downing of a military helicopter,-1.0,2026_06_10
BBC Mundo,Las predicciones de BBC Mundo para las selecciones de América Latina y España en el Mundial 2026,BBC Mundo's predictions for the Latin American and Spanish teams in the 2026 World Cup,0.0,2026_06_10
BBC Mundo,Una mujer de 34 años me engañó haciéndose pasar por una adolescente de 12 con autismo,A 34-year-old woman tricked me by posing as a 12-year-old teenager with autism,0.0,2026_06_10
BBC Mundo,Cómo es vivir en uno de los 5 países más seguros del mundo,What it is like to live in one of the 5 safest countries in the world,0.0,2026_06_10
BBC Mundo,"El ""arquitecto de Dios"": así imaginó Gaudí la Sagrada Familia, la iglesia más alta del mundo y una maravilla de la ingeniería","The ""architect of God"": this is how Gaudí imagined the Sagrada Familia, the tallest church in the world and a marvel of engineering",0.0,2026_06_10
BBC Mundo,"Qué pasó en México, Colombia y Venezuela después de que sus organizaciones criminales fueran clasificadas como terroristas por EE.UU.","What happened in Mexico, Colombia and Venezuela after their criminal organizations were classified as terrorists by the US.",-1.0,2026_06_10
BBC Mundo,El piloto de Air Canada que voló durante 17 años sin la licencia adecuada,The Air Canada pilot who flew for 17 years without the proper license,0.0,2026_06_10
BBC Mundo,"""Me interrogaron durante 11 horas"": EE.UU. niega la entrada para el Mundial al ""mejor árbitro africano del año""","""They interrogated me for 11 hours"": USA denies entry to the World Cup to the ""best African referee of the year""",0.0,2026_06_10
BBC Mundo,Mundial de fútbol 2026: consulta el calendario de partidos de tu selección (con el horario de tu país),Soccer World Cup 2026: check your team's match schedule (with your country's schedule),0.0,2026_06_10
BBC Hindi,"भारत ने क्या 12 परमाणु हथियारों को तैनात किया है, एक रिपोर्ट में कैसे दावे किए गए","Has India deployed 12 nuclear weapons, how claims were made in a report",0.0,2026_06_10
BBC Hindi,"लाइव,टीएमसी और राज्यसभा से इस्तीफ़ा देने के बाद असम क्यों जाना चाहती हैं सुष्मिता देव","Live, Why does Sushmita Dev want to go to Assam after resigning from TMC and Rajya Sabha?",0.0,2026_06_10
BBC Hindi,"सुष्मिता देव कौन हैं, जिन्होंने ममता बनर्जी की टीएमसी से तोड़ा नाता","Who is Sushmita Dev, who broke ties with Mamata Banerjee's TMC?",0.0,2026_06_10
BBC Hindi,उत्तर कोरिया यात्रा के दौरान किम जोंग-उन के साथ शी जिनपिंग के मतभेद कहां दिखे,Where were Xi Jinping's differences with Kim Jong-un seen during his visit to North Korea?,0.0,2026_06_10
BBC Hindi,"मीनाक्षी नटराजन का नामांकन रद्द होने से बीजेपी के तीनों उम्मीदवारों की जीत तय, वाक़ई कांग्रेस से चूक हुई है?","Due to cancellation of nomination of Meenakshi Natarajan, victory of all three BJP candidates is certain, has Congress really made a mistake?",1.0,2026_06_10
BBC Hindi,"एयर इंडिया विमान हादसा: 'पोती की याद आती है तो बिस्कुट याद आने लगते हैं, मौत यहाँ बेवजह आई थी'","Air India plane crash: 'When I remember my granddaughter, I start remembering biscuits, death had come here unnecessarily'",-1.0,2026_06_10
BBC Hindi,"ईरान ने कुवैत को इस तरह से टारगेट क्यों किया, जानिए क्या होगा इसका असर","Why did Iran target Kuwait in this way, know what will be its effect",0.0,2026_06_10
BBC Hindi,"बेन स्टोक्स शराब से जुड़े नए विवाद में फँसे, कप्तानी जाने और करियर थमने तक पहुँचा मामला","Ben Stokes caught in a new controversy related to alcohol, the matter reached the point of losing captaincy and stopping his career.",0.0,2026_06_10
BBC Hindi,"अमेरिका ने कहा- ईरान ने उसके हेलिकॉप्टर को मार गिराया, किया जवाबी हमला","America said- Iran shot down its helicopter, retaliated",0.0,2026_06_10
BBC Hindi,"राज्यसभा चुनाव: कांग्रेस नेता मीनाक्षी नटराजन का नामांकन जिस आधार पर रद्द हुआ, वो कितना सही है?",Rajya Sabha Elections: How correct is the basis on which nomination of Congress leader Meenakshi Natarajan was cancelled?,0.0,2026_06_10
BBC Portuguese,Tren de Aragua: como facção venezuelana na mira de Trump age no Norte do Brasil,Tren de Aragua: how Venezuelan faction in Trump's sights acts in Northern Brazil,0.0,2026_06_10
BBC Portuguese,A onda de protestos violentos na Irlanda do Norte após homem estrangeiro ser acusado de ataque com faca,Wave of violent protests in Northern Ireland after foreign man accused of knife attack,-1.0,2026_06_10
BBC Portuguese,Análise: Trump e Netanyahu queriam remodelar o Oriente Médio – agora correm o risco de uma crise permanente,Analysis: Trump and Netanyahu wanted to reshape the Middle East – now they risk a permanent crisis,-1.0,2026_06_10
BBC Portuguese,"'Playboy dos pobres': os quadrinhos eróticos esquecidos de dois dos maiores poetas do Brasil, Alice Ruiz e Paulo Leminski","'Poor man's Playboy': the forgotten erotic comics of two of Brazil's greatest poets, Alice Ruiz and Paulo Leminski",1.0,2026_06_10
BBC Portuguese,"Sem seleção na Copa, chineses torcem por árbitro 'campeão de cartões vermelhos'","Without a team in the World Cup, the Chinese support the referee who 'wins red cards'",1.0,2026_06_10
BBC Portuguese,"Brasil, Messi, Klose e mais: as seleções e jogadores que detêm recordes nas Copas do Mundo","Brazil, Messi, Klose and more: the teams and players who hold World Cup records",0.0,2026_06_10
BBC Portuguese,EUA lançam ataques contra o Irã em retaliação à derrubada de helicóptero militar,US launches strikes against Iran in retaliation for downing of military helicopter,0.0,2026_06_10
BBC Portuguese,O que a história revela sobre as  seleções que já conquistaram a Copa do Mundo,What history reveals about the teams that have won the World Cup,0.0,2026_06_10
BBC Portuguese,Quem está à frente nas pesquisas para presidente? Veja no agregador da BBC News Brasil,Who is ahead in the polls for president? See on the BBC News Brasil aggregator,0.0,2026_06_10
BBC Portuguese,Copa do Mundo 2026: confira as datas e horários dos jogos de todos os grupos da 1ª fase,2026 World Cup: check the dates and times of games for all groups in the 1st phase,0.0,2026_06_10
BBC Russian,"LIVELive,Война в Украине: украинские ракеты Flamingo поразили военный завод в Чебоксарах; российские войска атаковали Запорожье, Харьков и Одессу","LIVELive,War in Ukraine: Ukrainian Flamingo missiles hit a military plant in Cheboksary; Russian troops attacked Zaporozhye, Kharkov and Odessa",-1.0,2026_06_10
BBC Russian,"США нанесли удары по Ирану в ответ на сбитый в Ормузском проливе вертолет Apache, Иран в ответ атаковал американские базы в регионе",The United States launched strikes on Iran in response to the downing of an Apache helicopter in the Strait of Hormuz; Iran responded by attacking American bases in the region,-1.0,2026_06_10
BBC Russian,"Дороже, чем в России и Катаре. Кто заработает на американском чемпионате мира по футболу?",More expensive than in Russia and Qatar. Who will make money from the American World Cup?,0.0,2026_06_10
BBC Russian,«У меня были все необходимые документы и виза». Рефери из Сомали — о запрете на въезд в США для работы на ЧМ-2026,“I had all the necessary documents and a visa.” A referee from Somalia is banned from entering the United States to work at the 2026 World Cup,0.0,2026_06_10
BBC Russian,НАСА назвало имена членов экипажа миссии «Артемида-3» — очередного этапа на пути к высадке на Луне,"NASA has named the crew members of the Artemis 3 mission, the next step towards landing on the Moon.",-1.0,2026_06_10
BBC Russian,Мир на войне. Рекордное число конфликтов со времен Второй мировой,Peace at war. Record number of conflicts since World War II,-0.3333,2026_06_10
BBC Russian,Зачем лидер Китая Си Цзиньпин поехал в КНДР? Китаист Алексей Чигадаев объясняет в подкасте «Что это было?»,Why did Chinese leader Xi Jinping go to North Korea? Sinologist Alexey Chigadayev explains in the podcast “What was that?”,0.0,2026_06_10
