Source_Name,Entity,Label,Scrape_Date
BBC Mundo,3,CARDINAL,2026_08_27
BBC Mundo,hundreds,CARDINAL,2026_08_27
BBC Mundo,Nepal,GPE,2026_08_27
BBC Mundo,Tibet,GPE,2026_08_27
BBC Mundo,Nepal,GPE,2026_08_27
BBC Mundo,BBC,ORG,2026_08_27
BBC Mundo,Ecuador,GPE,2026_08_27
BBC Mundo,Ratko Mladic,PERSON,2026_08_27
BBC Mundo,Bosnia,GPE,2026_08_27
BBC Mundo,Yugoslavia,GPE,2026_08_27
BBC Mundo,84,CARDINAL,2026_08_27
BBC Mundo,Japanese,NORP,2026_08_27
BBC Mundo,Yayoi Kusama,PERSON,2026_08_27
BBC Mundo,Nepal,GPE,2026_08_27
BBC Mundo,Tibet,GPE,2026_08_27
BBC Mundo,Iran,GPE,2026_08_27
BBC Mundo,US,GPE,2026_08_27
BBC Mundo,Washington,GPE,2026_08_27
BBC Mundo,Tehran,GPE,2026_08_27
BBC Mundo,US,GPE,2026_08_27
BBC Mundo,Rafael Quero Silva,PERSON,2026_08_27
BBC Mundo,Venezuelan,NORP,2026_08_27
BBC Mundo,Miami,GPE,2026_08_27
BBC Mundo,Yayoi Kusama,PERSON,2026_08_27
BBC Mundo,Japanese,NORP,2026_08_27
BBC Mundo,97,CARDINAL,2026_08_27
BBC Mundo,hundreds,CARDINAL,2026_08_27
BBC Mundo,Nepal,PERSON,2026_08_27
BBC Hindi,Nepal,GPE,2026_08_27
BBC Hindi,Nepal,PERSON,2026_08_27
BBC Hindi,540,CARDINAL,2026_08_27
BBC Hindi,India,GPE,2026_08_27
BBC Hindi,Tamil Nadu,PERSON,2026_08_27
BBC Hindi,Nepal,GPE,2026_08_27
BBC Hindi,Tibet,GPE,2026_08_27
BBC Hindi,Kailash Mansarovar Yatra,ORG,2026_08_27
BBC Hindi,Indians,NORP,2026_08_27
BBC Hindi,Nepal,GPE,2026_08_27
BBC Hindi,Nepal,GPE,2026_08_27
BBC Hindi,Timura,GPE,2026_08_27
BBC Hindi,Betravati,ORG,2026_08_27
BBC Hindi,China,GPE,2026_08_27
BBC Hindi,Nepal,PERSON,2026_08_27
BBC Hindi,two,CARDINAL,2026_08_27
BBC Hindi,Demolish,NORP,2026_08_27
BBC Hindi,Congress,ORG,2026_08_27
BBC Hindi,Ground,PERSON,2026_08_27
BBC Hindi,Nepal,GPE,2026_08_27
BBC Portuguese,Bukele,PERSON,2026_08_27
BBC Portuguese,El Salvador,GPE,2026_08_27
BBC Portuguese,PCC,ORG,2026_08_27
BBC Portuguese,CV,GPE,2026_08_27
BBC Portuguese,Brazil,GPE,2026_08_27
BBC Portuguese,389,CARDINAL,2026_08_27
BBC Portuguese,Nepal,GPE,2026_08_27
BBC Portuguese,Tibet,GPE,2026_08_27
