Source_Name,Entity,Label,Scrape_Date
BBC Mundo,cuáles,ORG,2026_09_06
BBC Mundo,los vínculos,PERSON,2026_09_06
BBC Mundo,América Latina,PERSON,2026_09_06
BBC Mundo,de espionaje más,PERSON,2026_09_06
BBC Mundo,de Rusia,PERSON,2026_09_06
BBC Mundo,un,ORG,2026_09_06
BBC Mundo,11,CARDINAL,2026_09_06
BBC Mundo,BBC,ORG,2026_09_06
BBC Mundo,Keiko Fujimori,PERSON,2026_09_06
BBC Mundo,el estado de emergencia,ORG,2026_09_06
BBC Mundo,5,CARDINAL,2026_09_06
BBC Mundo,medida,GPE,2026_09_06
BBC Mundo,para aliviar,PERSON,2026_09_06
BBC Mundo,al terror,PERSON,2026_09_06
BBC Mundo,para contar,PERSON,2026_09_06
BBC Mundo,América Latina,PERSON,2026_09_06
BBC Mundo,Qué,PERSON,2026_09_06
BBC Mundo,por qué los países de África,ORG,2026_09_06
BBC Mundo,lucharon para,PERSON,2026_09_06
BBC Mundo,deje de usar,ORG,2026_09_06
BBC Mundo,para elaborar los mapamundis,PERSON,2026_09_06
BBC Mundo,Cómo el juicio,ORG,2026_09_06
BBC Mundo,asesinato de Lindsay Clancy,PERSON,2026_09_06
BBC Mundo,3,CARDINAL,2026_09_06
BBC Mundo,La mina de turquesa,ORG,2026_09_06
BBC Mundo,las primeras,GPE,2026_09_06
BBC Mundo,Totalitarismo,ORG,2026_09_06
BBC Mundo,IA,GPE,2026_09_06
BBC Mundo,de la historia,PERSON,2026_09_06
BBC Mundo,fue la predicción de Putin,ORG,2026_09_06
BBC Mundo,Irán,GPE,2026_09_06
BBC Mundo,contra,NORP,2026_09_06
BBC Mundo,mientras se recrudece el,PERSON,2026_09_06
BBC Hindi,कहा- मलबे,PERSON,2026_09_06
BBC Hindi,रही हैं,PERSON,2026_09_06
BBC Hindi,लाइव,ORG,2026_09_06
BBC Hindi,पीएम फिर,PERSON,2026_09_06
BBC Hindi,डीयू,PRODUCT,2026_09_06
BBC Hindi,यूपी,ORG,2026_09_06
BBC Hindi,लेकर,CARDINAL,2026_09_06
BBC Hindi,जानिए,ORG,2026_09_06
BBC Hindi,किया,ORG,2026_09_06
BBC Hindi,जेन,CARDINAL,2026_09_06
BBC Hindi,रहे हैं पीएम,PERSON,2026_09_06
BBC Hindi,जानिए,PERSON,2026_09_06
BBC Hindi,मेरी मम्मी का,PERSON,2026_09_06
BBC Hindi,ही लाकर,EVENT,2026_09_06
BBC Hindi,की अर्थव्यवस्था की,ORG,2026_09_06
BBC Hindi,हैं,PERSON,2026_09_06
BBC Hindi,मिस्र,ORG,2026_09_06
BBC Hindi,महिला,PRODUCT,2026_09_06
BBC Hindi,12,CARDINAL,2026_09_06
