Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,Cuál es la visión de China sobre los peligros de la inteligencia artificial en plena competencia con EE.UU.,Cuál es la visión de China sobre los peligros de la inteligencia artificial en plena competencia con EE.UU.,0.0,2026_09_20
BBC Mundo,"Por qué Zeus creó a Pandora, la primera mujer según la mitología griega y ¿realmente abrió una caja?","Por qué Zeus creó a Pandora, la primera mujer según la mitología griega y ¿realmente abrió una caja?",0.0,2026_09_20
BBC Mundo,"Karl Bushby, el aventurero británico que partió de Chile y lleva 28 años recorriendo el mundo a pie","Karl Bushby, el aventurero británico que partió de Chile y lleva 28 años recorriendo el mundo a pie",0.0,2026_09_20
BBC Mundo,Por qué la tuberculosis sigue matando a tanta gente si hay una cura y una vacuna desde hace décadas,Por qué la tuberculosis sigue matando a tanta gente si hay una cura y una vacuna desde hace décadas,0.0,2026_09_20
BBC Mundo,"Ed Sheeran admite en un concierto haber cometido ""errores"" tras la polémica por la exclusión de su gira del rapero Macklemore","Ed Sheeran admite en un concierto haber cometido ""errores"" tras la polémica por la exclusión de su gira del rapero Macklemore",0.0,2026_09_20
BBC Mundo,La madre que se volvió viral por correr descalza (y ganar) una carrera para poder comprar los útiles escolares de su hija,La madre que se volvió viral por correr descalza (y ganar) una carrera para poder comprar los útiles escolares de su hija,0.0,2026_09_20
BBC Mundo,Las razones por las que Michelle Bachelet se retira de la carrera por la Secretaría General de la ONU,Las razones por las que Michelle Bachelet se retira de la carrera por la Secretaría General de la ONU,0.0,2026_09_20
BBC Mundo,"EE.UU. y Dinamarca anuncian un acuerdo por el que Washington asumirá el ""control permanente de la seguridad"" de Groenlandia","EE.UU. y Dinamarca anuncian un acuerdo por el que Washington asumirá el ""control permanente de la seguridad"" de Groenlandia",0.0,2026_09_20
BBC Mundo,6 ejemplos que hacen de España uno de los países con las fronteras más peculiares del mundo,6 ejemplos que hacen de España uno de los países con las fronteras más peculiares del mundo,0.0,2026_09_20
BBC Mundo,"Exclusiva BBC | ""Estoy diciendo la verdad"": el hermano de Diana de Gales defiende sus señalamientos de que Carlos III estaba ""eufórico"" tras la muerte de la princesa","Exclusiva BBC | ""Estoy diciendo la verdad"": el hermano de Diana de Gales defiende sus señalamientos de que Carlos III estaba ""eufórico"" tras la muerte de la princesa",0.0,2026_09_20
BBC Hindi,कहीं आप तो एआई स्मार्ट चश्मों से चोरी-छिपे रिकॉर्ड नहीं हो रहे हैं,कहीं आप तो एआई स्मार्ट चश्मों से चोरी-छिपे रिकॉर्ड नहीं हो रहे हैं,0.0,2026_09_20
