Source_Name,Entity,Label
BBC Spanish,Islamic State,ORG
BBC Spanish,Bondi Beach,GPE
BBC Spanish,Australia,GPE
BBC Spanish,Trump,ORG
BBC Spanish,Venezuela,GPE
BBC Spanish,the United States,GPE
BBC Spanish,US Department of Justice,ORG
BBC Spanish,thousands,CARDINAL
BBC Spanish,Jeffrey Epstein,PERSON
BBC Spanish,San Javier,PERSON
BBC Spanish,Russian,NORP
BBC Spanish,Uruguay,GPE
BBC Spanish,Nikon Wildlife Awards,ORG
BBC Spanish,2025,DATE
BBC Hindi,Bangladesh,GPE
BBC Hindi,India,GPE
BBC Hindi,Mayawati,ORG
BBC Hindi,Nitish,NORP
BBC Hindi,Kumar,PRODUCT
BBC Hindi,Bangladesh,GPE
BBC Hindi,Jamaat-e-Islami,PERSON
BBC Hindi,Hindu,NORP
BBC Hindi,China,GPE
BBC Hindi,Beijing,GPE
BBC Hindi,India,GPE
BBC Hindi,Delhi,GPE
BBC Hindi,BJP,ORG
BBC Hindi,Lens,PERSON
BBC Hindi,"27,03",CARDINAL
BBC Hindi,India,GPE
BBC Hindi,South Africa,GPE
BBC Hindi,Hardik,PERSON
BBC Hindi,Varun,ORG
BBC Hindi,Bumrah,GPE
BBC Hindi,World Cup,EVENT
BBC Hindi,China,GPE
BBC Hindi,Bangladesh,GPE
BBC Hindi,India,GPE
BBC Hindi,Bangladesh,GPE
BBC Portuguese,PL,ORG
BBC Portuguese,almost four,CARDINAL
BBC Portuguese,Família,NORP
BBC Portuguese,Portuguese,NORP
BBC Portuguese,MIT,ORG
BBC Portuguese,Brown University,ORG
BBC Portuguese,2025,DATE
BBC Portuguese,CPMI,ORG
BBC Portuguese,Eduardo Bolsonaro,PERSON
BBC Portuguese,Alexandre Ramagem,PERSON
BBC Portuguese,Lula,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,one day,DATE
BBC Portuguese,EU-Mercosur Agreement,ORG
BBC Portuguese,Trump,PERSON
BBC Portuguese,Venezuela,GPE
BBC Portuguese,Lula,PERSON
BBC Russian,US,GPE
BBC Russian,Russia,GPE
BBC Russian,Putin,PERSON
BBC Russian,Ukraine,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,eight,CARDINAL
BBC Russian,Odessa,GPE
BBC Russian,Russian,NORP
BBC Russian,Miami,GPE
BBC Russian,Russia,GPE
BBC Russian,the United States,GPE
BBC Russian,US,GPE
BBC Russian,Islamic,NORP
BBC Russian,Syria,GPE
BBC Russian,Putin,PERSON
BBC Russian,2025,DATE
BBC Russian,The US Department of Justice,ORG
BBC Russian,thousands,CARDINAL
BBC Russian,Jeffrey Epstein,PERSON
BBC Russian,Islamic,NORP
BBC Russian,six years,DATE
BBC Russian,Germany,GPE
BBC Russian,Putin,PERSON
BBC Russian,26.50,CARDINAL
BBC Russian,Vladimir Solovyov,PERSON
BBC Russian,12 years,DATE
BBC Russian,US,GPE
BBC Japanese,US Department of Justice,ORG
BBC Japanese,Epstein,PERSON
BBC Japanese,Democrats,NORP
BBC Japanese,Putin,PERSON
BBC Japanese,BBC,ORG
BBC Japanese,West,LOC
BBC Japanese,Russia,GPE
BBC Japanese,Putin,PERSON
BBC Japanese,BBC Russia,ORG
BBC Japanese,Western,NORP
BBC Japanese,Russia,GPE
BBC Japanese,Three,CARDINAL
BBC Japanese,Taipei,GPE
BBC Japanese,Bangladesh,GPE
BBC Japanese,EU,ORG
BBC Japanese,90 billion,CARDINAL
BBC Japanese,Ukraine,GPE
BBC Japanese,Russian,NORP
BBC Japanese,TikTok,ORG
BBC Japanese,U.S.,GPE
BBC Japanese,Bank of Japan,ORG
BBC Japanese,1995,DATE
BBC Japanese,Brown University,ORG
BBC Japanese,MIT,ORG
BBC Swahili,the United States,GPE
BBC Swahili,ISIS,ORG
BBC Swahili,Syria,GPE
BBC Swahili,Five,CARDINAL
BBC Swahili,Africa,LOC
BBC Swahili,AFCON,ORG
BBC Swahili,European,NORP
BBC Swahili,Kobbie Mainoo,PERSON
BBC Swahili,Kenyan,NORP
BBC Swahili,February 2026,DATE
BBC Swahili,Ukrainian,NORP
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Friday,DATE
BBC Swahili,Semenyo,PERSON
BBC Swahili,January,DATE
BBC Swahili,this Christmas season,DATE
BBC Swahili,10,CARDINAL
BBC Swahili,Africa,LOC
BBC Swahili,2025,DATE
