Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,"En qué consiste el ""mayor acuerdo petrolero de la historia"" anunciado por EE.UU. y Venezuela, y por qué es tan polémico","What is the ""largest oil agreement in history"" announced by the US and Venezuela, and why is it so controversial?",0.0,2026_08_31
BBC Mundo,La carrera contrarreloj para salvar a más de 900 obreros de hidroeléctricas que se cree están atrapados en túneles tras la avalancha en Nepal y el Tíbet,The race against time to save more than 900 hydroelectric workers believed to be trapped in tunnels after the avalanche in Nepal and Tibet,0.0,2026_08_31
BBC Mundo,"""Las conexiones entre India y México son más profundas y fascinantes que la coincidencia de la comida picante""","""The connections between India and Mexico are deeper and more fascinating than the coincidence of spicy food""",0.0,2026_08_31
BBC Mundo,Me daban morfina para soportar el dolor hasta que los médicos descubrieron que tenía endometriosis a los 13 años,They gave me morphine to deal with the pain until doctors discovered I had endometriosis at age 13.,0.0,2026_08_31
BBC Mundo,Por qué algunos restaurantes de EE.UU. están prohibiendo las propinas,Why some US restaurants are banning tipping,0.0,2026_08_31
BBC Mundo,"""Pagué US$19.000 a mi abogada de inmigración en EE.UU., pero fue un fraude y acabé deportado""","""I paid US$19,000 to my immigration lawyer in the US, but it was fraud and I ended up deported""",0.0,2026_08_31
BBC Mundo,El director de una escuela que evacuó a 900 niños minutos antes de que las inundaciones en Nepal azotaran las aulas,The principal of a school who evacuated 900 children minutes before floods in Nepal hit the classrooms,0.0,2026_08_31
BBC Mundo,EE.UU. bombardea lanzadores iraníes en la isla de Larek en el primer ataque en semanas,US bombs Iranian launchers on Larek island in first attack in weeks,-1.0,2026_08_31
BBC Mundo,"""Un diagnóstico de alzhéimer no es el final para una persona"": el actor que padece la enfermedad e interpretará un difícil monólogo de Beckett en Londres","""A diagnosis of Alzheimer's is not the end for a person"": the actor who suffers from the disease and will perform a difficult Beckett monologue in London",0.0,2026_08_31
BBC Mundo,Fui secuestrada por Corea del Norte y forzada a casarme con un soldado de EE.UU.,I was kidnapped by North Korea and forced to marry a US soldier.,0.0,2026_08_31
BBC Hindi,"लियोनेल मेसी ने अंतरराष्ट्रीय फ़ुटबॉल से रिटायरमेंट का एलान किया, कहा- अब देने के लिए कुछ नहीं बचा","Lionel Messi announced retirement from international football, said- now there is nothing left to give",0.0,2026_08_31
BBC Hindi,नेपाल की सुरंगों में फंसे 900 से अधिक लोगों को कैसे बचाने की कोशिशें हो रही हैं?,How are efforts being made to save more than 900 people trapped in the tunnels of Nepal?,0.0,2026_08_31
BBC Hindi,"लाइव,नेपाल बाढ़: यूपी की गंडक नदी से अब तक 13 अज्ञात शव मिले","Live, Nepal flood: 13 unidentified bodies found so far in Gandak river of UP",0.0,2026_08_31
BBC Hindi,जनरेटर से लेकर बॉडी बैग तक: नेपाल को किस तरह की मदद की ज़रूरत है?,From generators to body bags: What kind of help does Nepal need?,0.0,2026_08_31
BBC Hindi,"अंकित बालियान हत्या मामले के दो संदिग्धों की कथित एनकाउंटर में मौत, क्या कह रहे हैं परिजन?","अंकित बालियान हत्या मामले के दो संदिग्धों की कथित एनकाउंटर में मौत, क्या कह रहे हैं परिजन?",0.0,2026_08_31
BBC Hindi,"'एक साड़ी ने बचा ली कई ज़िंदगियां', नेपाल की बाढ़ में बचे एक जोड़े ने बताई पूरी कहानी","'A saree saved many lives', a couple who survived Nepal's floods told the whole story",0.0,2026_08_31
BBC Hindi,नाबालिग के साथ गैंगरेप के केस में दिल्ली पुलिस ने दो लोगों को किया गिरफ़्तार,Delhi Police arrested two people in the case of gang rape of a minor.,0.0,2026_08_31
BBC Hindi,सोनिया गांधी की किताब से भारत के 'सबसे ताक़तवर राजनीतिक परिवार' के बारे में क्या पता चलेगा?,What will Sonia Gandhi's book reveal about India's 'most powerful political family'?,0.0,2026_08_31
BBC Hindi,"शुद्धीकरण विवाद: राहुल गांधी के ख़िलाफ़ दर्ज हुई एफ़आईआर, जानिए क्या है मामला?","Purification controversy: FIR lodged against Rahul Gandhi, know what is the matter?",0.0,2026_08_31
BBC Hindi,"ट्रंप को अपनी पाबंदियों पर भरोसा, क्या ईरान के पास है इस दांव की काट?","ट्रंप को अपनी पाबंदियों पर भरोसा, क्या ईरान के पास है इस दांव की काट?",0.0,2026_08_31
BBC Portuguese,"Augusto Cury atrai eleitor cansado de polarização e faz o papel que tiveram Marina, Ciro e Tebet, diz analista","Augusto Cury attracts voters tired of polarization and plays the role that Marina, Ciro and Tebet played, says analyst",0.0,2026_08_31
BBC Portuguese,Roubo de canetas emagrecedoras em farmácias gera pavor e trauma em funcionários: 'Foram 4 assaltos em 10 dias',Roubo de canetas emagrecedoras em farmácias gera pavor e trauma em funcionários: 'Foram 4 assaltos em 10 dias',0.0,2026_08_31
BBC Portuguese,EUA atacam Irã pela primeira vez desde julho; Teerã responde lançando mísseis contra bases na Jordânia,EUA atacam Irã pela primeira vez desde julho; Teerã responde lançando mísseis contra bases na Jordânia,0.0,2026_08_31
BBC Portuguese,Por que acordo de Trump para assumir 'controle' do petróleo da Venezuela está sendo criticado,Por que acordo de Trump para assumir 'controle' do petróleo da Venezuela está sendo criticado,0.0,2026_08_31
BBC Portuguese,"A música de IA que plagiou Taylor Swift, viralizou nas redes e agora não para de tocar nas rádios brasileiras","A música de IA que plagiou Taylor Swift, viralizou nas redes e agora não para de tocar nas rádios brasileiras",0.0,2026_08_31
