Source_Name,Entity,Label,Scrape_Date
BBC Mundo,West,LOC,2026_07_13
BBC Mundo,Russia,GPE,2026_07_13
BBC Mundo,Sam Neill,PERSON,2026_07_13
BBC Mundo,Jurassic Park,FAC,2026_07_13
BBC Mundo,78,CARDINAL,2026_07_13
BBC Mundo,first,ORDINAL,2026_07_13
BBC Mundo,the United Kingdom,GPE,2026_07_13
BBC Mundo,US,GPE,2026_07_13
BBC Mundo,Lindsey Graham,PERSON,2026_07_13
BBC Mundo,Trump,ORG,2026_07_13
BBC Mundo,Latin Americans,NORP,2026_07_13
BBC Mundo,Mussolini,PERSON,2026_07_13
BBC Mundo,"the ""World Cup of Fascism",EVENT,2026_07_13
BBC Mundo,1934,DATE,2026_07_13
BBC Mundo,Fierce,ORG,2026_07_13
BBC Mundo,Messi,PERSON,2026_07_13
BBC Mundo,England,GPE,2026_07_13
BBC Mundo,first,ORDINAL,2026_07_13
BBC Hindi,Pakistan,GPE,2026_07_13
BBC Hindi,Mufti,ORG,2026_07_13
BBC Hindi,one,CARDINAL,2026_07_13
BBC Hindi,Railways,PERSON,2026_07_13
BBC Hindi,Iran,GPE,2026_07_13
BBC Hindi,Trump,PERSON,2026_07_13
BBC Hindi,Vaibhav Suryavanshi,PERSON,2026_07_13
BBC Hindi,Wimbledon,EVENT,2026_07_13
BBC Hindi,Jaswant Singh Khalda,ORG,2026_07_13
BBC Hindi,Punjab,NORP,2026_07_13
BBC Hindi,Yastika Bhatia,PERSON,2026_07_13
BBC Hindi,Muslim,NORP,2026_07_13
BBC Hindi,US,GPE,2026_07_13
BBC Hindi,Lindsey Graham,PERSON,2026_07_13
BBC Hindi,Iranian,NORP,2026_07_13
BBC Hindi,Pakistan,GPE,2026_07_13
BBC Hindi,Vaibhav Suryavanshi,PERSON,2026_07_13
BBC Hindi,Indian,NORP,2026_07_13
BBC Hindi,India,GPE,2026_07_13
BBC Portuguese,Brazilians,NORP,2026_07_13
BBC Portuguese,Sam Neill,PERSON,2026_07_13
BBC Portuguese,78,CARDINAL,2026_07_13
BBC Portuguese,Iran,GPE,2026_07_13
BBC Portuguese,Bolsonaro,PERSON,2026_07_13
BBC Portuguese,Valdemar,GPE,2026_07_13
BBC Portuguese,Flávio,PERSON,2026_07_13
BBC Portuguese,FIFA,ORG,2026_07_13
