Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Trump,ORG,2026_07_28
BBC Mundo,Iran,GPE,2026_07_28
BBC Mundo,Venezuela,GPE,2026_07_28
BBC Mundo,18 days,DATE,2026_07_28
BBC Mundo,La Guaira,FAC,2026_07_28
BBC Mundo,Atlantic,LOC,2026_07_28
BBC Mundo,two,CARDINAL,2026_07_28
BBC Mundo,Israel,GPE,2026_07_28
BBC Mundo,the Democratic Party's,ORG,2026_07_28
BBC Mundo,US,GPE,2026_07_28
BBC Mundo,France,GPE,2026_07_28
BBC Mundo,OpenAI,PERSON,2026_07_28
BBC Mundo,Odessa,GPE,2026_07_28
BBC Mundo,Ukraine,GPE,2026_07_28
BBC Mundo,daily,DATE,2026_07_28
BBC Mundo,the Middle Ages,LOC,2026_07_28
BBC Hindi,Jantar Mantar,PERSON,2026_07_28
BBC Hindi,Jaisingh,PERSON,2026_07_28
BBC Hindi,Supreme Court,ORG,2026_07_28
BBC Hindi,Gaurav Gogoi,ORG,2026_07_28
BBC Hindi,Pradhan,ORG,2026_07_28
BBC Hindi,Pakistan,GPE,2026_07_28
BBC Hindi,10 years,DATE,2026_07_28
BBC Hindi,10,CARDINAL,2026_07_28
BBC Hindi,FIR,ORG,2026_07_28
BBC Hindi,three,CARDINAL,2026_07_28
BBC Hindi,five year old,DATE,2026_07_28
BBC Hindi,Dharmendra Pradhan's,PERSON,2026_07_28
BBC Hindi,the age of 92,DATE,2026_07_28
BBC Hindi,Johar University,ORG,2026_07_28
BBC Hindi,Yogendra Yadav's,PERSON,2026_07_28
BBC Hindi,Sonam Wangchuk,LOC,2026_07_28
BBC Portuguese,Cláudia Scheinbaum,ORG,2026_07_28
BBC Portuguese,Trump,ORG,2026_07_28
BBC Portuguese,Mexican,NORP,2026_07_28
BBC Portuguese,7.1,CARDINAL,2026_07_28
BBC Portuguese,Japan,GPE,2026_07_28
BBC Portuguese,Johnson & Johnson,ORG,2026_07_28
BBC Portuguese,France,GPE,2026_07_28
BBC Portuguese,Ukraine,GPE,2026_07_28
BBC Portuguese,daily,DATE,2026_07_28
BBC Portuguese,Atlantic,LOC,2026_07_28
BBC Portuguese,Flávio,GPE,2026_07_28
BBC Portuguese,Caiado,GPE,2026_07_28
BBC Portuguese,Zema,ORG,2026_07_28
BBC Portuguese,2026,DATE,2026_07_28
BBC Portuguese,years,DATE,2026_07_28
BBC Russian,Russia,GPE,2026_07_28
