Source_Name,Entity,Label,Scrape_Date
BBC Mundo,China,GPE,2026_09_20
BBC Mundo,los peligros de la,GPE,2026_09_20
BBC Mundo,Zeus,PERSON,2026_09_20
BBC Mundo,Pandora,GPE,2026_09_20
BBC Mundo,la mitología,PERSON,2026_09_20
BBC Mundo,Karl Bushby,PERSON,2026_09_20
BBC Mundo,el aventurero británico,GPE,2026_09_20
BBC Mundo,de Chile,PERSON,2026_09_20
BBC Mundo,28,CARDINAL,2026_09_20
BBC Mundo,recorriendo el mundo,PERSON,2026_09_20
BBC Mundo,una vacuna desde hace,ORG,2026_09_20
BBC Mundo,Ed Sheeran,PERSON,2026_09_20
BBC Mundo,un,ORG,2026_09_20
BBC Mundo,haber cometido,PERSON,2026_09_20
BBC Mundo,exclusión de su gira del,PERSON,2026_09_20
BBC Mundo,una carrera,ORG,2026_09_20
BBC Mundo,comprar los útiles,ORG,2026_09_20
BBC Mundo,de su,PERSON,2026_09_20
BBC Mundo,Las,GPE,2026_09_20
BBC Mundo,Michelle Bachelet,PERSON,2026_09_20
BBC Mundo,retira de la carrera,PERSON,2026_09_20
BBC Mundo,Secretaría General de la ONU,ORG,2026_09_20
BBC Mundo,Dinamarca,ORG,2026_09_20
BBC Mundo,un,ORG,2026_09_20
BBC Mundo,por el que,ORG,2026_09_20
BBC Mundo,Washington,GPE,2026_09_20
BBC Mundo,""" de Groenlandia",ORG,2026_09_20
BBC Mundo,6,CARDINAL,2026_09_20
BBC Mundo,ejemplos que hacen de España,PERSON,2026_09_20
BBC Mundo,las fronteras,PERSON,2026_09_20
BBC Mundo,Exclusiva,ORG,2026_09_20
BBC Mundo,BBC,ORG,2026_09_20
BBC Mundo,el hermano de Diana de Gales,PERSON,2026_09_20
BBC Mundo,tras la muerte de la,ORG,2026_09_20
BBC Hindi,चश्मों से चोरी,PERSON,2026_09_20
BBC Hindi,रहे,PERSON,2026_09_20
BBC Hindi,हैं,MONEY,2026_09_20
BBC Hindi,लाइव,ORG,2026_09_20
BBC Hindi,पुलिस ने इमरान,ORG,2026_09_20
BBC Hindi,की बहन अलीमा को हिरासत में लिया,PERSON,2026_09_20
BBC Hindi,पकड़े जाने की जगह चुनी,PERSON,2026_09_20
BBC Hindi,उत्तर कोरिया के,PERSON,2026_09_20
BBC Hindi,मिले प्राचीन गार्देज़,PERSON,2026_09_20
BBC Hindi,का ट्रोलिंग,PERSON,2026_09_20
BBC Hindi,हूती विद्रोहियों,PERSON,2026_09_20
BBC Hindi,हमलों,ORG,2026_09_20
BBC Hindi,कहा,GPE,2026_09_20
