Source_Name,Entity,Label
BBC Spanish,two,CARDINAL
BBC Spanish,Gazan,GPE
BBC Spanish,one month,DATE
BBC Spanish,Israel,GPE
BBC Spanish,Chile,GPE
BBC Spanish,USS Gerald R. Ford,PERSON
BBC Spanish,US,GPE
BBC Spanish,Caribbean,LOC
BBC Spanish,Maduro,ORG
BBC Spanish,Venezuela,GPE
BBC Spanish,the Virgin Mary,GPE
BBC Spanish,Jesus,PERSON
BBC Spanish,Mexican,NORP
BBC Hindi,Afghanistan,GPE
BBC Hindi,Europe,LOC
BBC Hindi,three,CARDINAL
BBC Hindi,Delhi,GPE
BBC Hindi,Turkish,NORP
BBC Hindi,at least 20,CARDINAL
BBC Hindi,Dharmendra,PERSON
BBC Hindi,Bihar,GPE
BBC Hindi,Govinda,ORG
BBC Hindi,White House,ORG
BBC Hindi,Syrian,NORP
BBC Hindi,Ahmed al-Sharaa,PERSON
BBC Hindi,Dharmendra,PERSON
BBC Hindi,BBC,ORG
BBC Hindi,"5,54",CARDINAL
BBC Hindi,12,CARDINAL
BBC Hindi,Islamabad,GPE
BBC Hindi,Shehbaz Sharif,PERSON
BBC Hindi,India,GPE
BBC Portuguese,Brazil,GPE
BBC Portuguese,UN,ORG
BBC Portuguese,Belém,ORG
BBC Portuguese,Brazil,GPE
BBC Portuguese,Chinese,NORP
BBC Portuguese,London,GPE
BBC Portuguese,Derrite,PERSON
BBC Portuguese,Tarcísio,PERSON
BBC Portuguese,BBC,ORG
BBC Portuguese,$1 billion,MONEY
BBC Portuguese,Nobel,WORK_OF_ART
BBC Russian,Barrier,WORK_OF_ART
BBC Russian,Timur Mindich,PERSON
BBC Russian,Zelensky,PERSON
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Stavropol,GPE
BBC Russian,Budennovsk,GPE
BBC Russian,second,ORDINAL
BBC Russian,two weeks,DATE
BBC Russian,Amazon,ORG
BBC Russian,Brazil,GPE
BBC Russian,USA,GPE
BBC Russian,Venezuela,GPE
BBC Russian,the US Navy,ORG
BBC Russian,the Caribbean Sea,LOC
BBC Russian,Turkish,NORP
BBC Russian,Azerbaijan,GPE
BBC Russian,Georgia,GPE
BBC Russian,20,CARDINAL
BBC Russian,£5 billion,MONEY
BBC Russian,Bitcoin,NORP
BBC Russian,London,GPE
BBC Russian,Chinese,NORP
BBC Russian,almost 12 years,DATE
BBC Russian,bee,ORG
BBC Russian,Australia,GPE
BBC Russian,Lucifer,PERSON
BBC Russian,Gaza,GPE
BBC Russian,the first month,DATE
BBC Russian,St. Petersburg,GPE
BBC Russian,third,ORDINAL
BBC Russian,Russian,NORP
BBC Russian,100,CARDINAL
BBC Russian,500,CARDINAL
BBC Japanese,Britain,GPE
BBC Japanese,Starmer,PERSON
BBC Japanese,BBC,ORG
BBC Japanese,BBC,ORG
BBC Japanese,"the House of Commons, Duration",ORG
BBC Japanese,BBC,ORG
BBC Japanese,UK,GPE
BBC Japanese,Trump,ORG
BBC Japanese,BBC,ORG
BBC Japanese,Trump,ORG
BBC Japanese,Brazil,GPE
BBC Japanese,second day,DATE
BBC Japanese,12,CARDINAL
BBC Japanese,Pakistan,GPE
BBC Japanese,Takaichi,PERSON
BBC Japanese,Taiwan,GPE
BBC Japanese,China,GPE
BBC Japanese,At least 8,CARDINAL
BBC Japanese,Delhi,GPE
BBC Japanese,India,GPE
BBC Japanese,the Louvre Museum,ORG
BBC Swahili,Tanzania,GPE
BBC Swahili,American,NORP
BBC Swahili,Caribbean,LOC
BBC Swahili,Trump,PERSON
BBC Swahili,BBC,ORG
BBC Swahili,European,NORP
BBC Swahili,Four,CARDINAL
BBC Swahili,Myles Lewis-Skelly,PERSON
BBC Swahili,The United Nations,ORG
BBC Swahili,Tanzania,GPE
BBC Swahili,the election day,DATE
BBC Swahili,Ahmed Sharia Palace,ORG
BBC Swahili,American,NORP
BBC Swahili,Damascus,GPE
BBC Swahili,Zungu,ORG
BBC Swahili,the Parliament of Tanzania,ORG
BBC Swahili,Samia,PERSON
