Source_Name,Entity,Label
BBC Spanish,Israel,GPE
BBC Spanish,"at least 1,500",CARDINAL
BBC Spanish,Gaza,GPE
BBC Spanish,Jenifer de la Rosa,PERSON
BBC Spanish,Armero,ORG
BBC Spanish,Spanish,NORP
BBC Spanish,her sister decades later,DATE
BBC Spanish,5 million,CARDINAL
BBC Spanish,Chile,GPE
BBC Spanish,US,GPE
BBC Spanish,Democrats,NORP
BBC Spanish,Denisovans,NORP
BBC Spanish,Earth,LOC
BBC Hindi,Bihar,GPE
BBC Hindi,the Grand Alliance,FAC
BBC Hindi,Bihar Assembly Election Results 2025,ORG
BBC Hindi,Tejashwi,ORG
BBC Hindi,Tej Pratap Yadav,PERSON
BBC Hindi,Bihar,GPE
BBC Hindi,first,ORDINAL
BBC Hindi,Shaheen Saeed,PERSON
BBC Hindi,Al-Falah University,ORG
BBC Hindi,Bihar,GPE
BBC Hindi,13 hours,TIME
BBC Hindi,one,CARDINAL
BBC Hindi,Shivamurugan,GPE
BBC Hindi,26 hours,TIME
BBC Hindi,Al Falah University,ORG
BBC Hindi,Delhi,GPE
BBC Portuguese,November,DATE
BBC Portuguese,Mauro Vieira,PERSON
BBC Portuguese,South Spear,GPE
BBC Portuguese,US,GPE
BBC Portuguese,Latin America,LOC
BBC Portuguese,first,ORDINAL
BBC Portuguese,Amazon,ORG
BBC Portuguese,Lula,PERSON
BBC Portuguese,about 2026,CARDINAL
BBC Portuguese,BBC,ORG
BBC Portuguese,Trump,ORG
BBC Portuguese,Epstein,PERSON
BBC Portuguese,Trump,PERSON
BBC Portuguese,US,GPE
BBC Portuguese,one,CARDINAL
BBC Russian,Russia,GPE
BBC Russian,Ukraine,GPE
BBC Russian,November,DATE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Ukrainian,NORP
BBC Russian,Novorossiysk,GPE
BBC Russian,Russia,GPE
BBC Russian,2025,DATE
BBC Russian,BBC,ORG
BBC Russian,Trump,PERSON
BBC Russian,Mars,LOC
BBC Russian,Jeff Bezos',PERSON
BBC Russian,NASA,ORG
BBC Russian,Lithuanian,NORP
BBC Russian,Belarus,GPE
BBC Russian,a week,DATE
BBC Russian,Israel,GPE
BBC Russian,Hamas,ORG
BBC Russian,Thursday,DATE
BBC Russian,Goddard,PERSON
BBC Russian,the age of 73,DATE
BBC Russian,Ukrenergo,PERSON
BBC Russian,TikToker,ORG
BBC Russian,Ukraine,GPE
BBC Russian,Max Klimenko,PERSON
BBC Russian,TikTok,ORG
BBC Russian,10 years,DATE
BBC Russian,Paris,GPE
BBC Japanese,10 years,DATE
BBC Japanese,Paris,GPE
BBC Japanese,BBC,ORG
BBC Japanese,Trump,ORG
BBC Japanese,British,NORP
BBC Japanese,German,NORP
BBC Japanese,British,NORP
BBC Japanese,Andrew ``,PERSON
BBC Japanese,Giuffre,ORG
BBC Japanese,Epstein,PERSON
BBC Japanese,Italian,NORP
BBC Japanese,Bosnia,GPE
BBC Japanese,Chinese,NORP
BBC Japanese,Queen of Cryptocurrency,WORK_OF_ART
BBC Japanese,11 years,DATE
BBC Japanese,UK,GPE
BBC Japanese,US,GPE
BBC Japanese,43 days,DATE
BBC Japanese,Trump,ORG
BBC Japanese,Israeli,NORP
BBC Japanese,Palestinian,NORP
BBC Japanese,West Bank,GPE
BBC Japanese,Ukraine,GPE
BBC Japanese,Zelenskiy,ORG
BBC Japanese,two,CARDINAL
BBC Swahili,BBC,ORG
BBC Swahili,Trump,ORG
BBC Swahili,Epstein,PERSON
BBC Swahili,Trump,ORG
BBC Swahili,Russia,GPE
BBC Swahili,European,NORP
BBC Swahili,Friday,DATE
BBC Swahili,Karim Adeyemi,GPE
BBC Swahili,Borussia Dortmund,ORG
BBC Swahili,More than 200,CARDINAL
BBC Swahili,Kenyans,NORP
BBC Swahili,Russian,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,Hamas,ORG
BBC Swahili,Gaza,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,Four,CARDINAL
BBC Swahili,one,CARDINAL
BBC Swahili,the World Cup,EVENT
BBC Swahili,African,NORP
