Source_Name,Entity,Label
BBC Spanish,Ukrainian,GPE
BBC Spanish,Telegram,ORG
BBC Spanish,hundreds,CARDINAL
BBC Spanish,Catholic,NORP
BBC Spanish,Nigeria,GPE
BBC Spanish,Venezuela,GPE
BBC Spanish,US,GPE
BBC Spanish,a decade,DATE
BBC Spanish,Trump,ORG
BBC Spanish,age 32,DATE
BBC Hindi,Israeli,NORP
BBC Hindi,Netanyahu,PERSON
BBC Hindi,India,GPE
BBC Hindi,RJD,PERSON
BBC Hindi,Rabri Devi,PERSON
BBC Hindi,second,ORDINAL
BBC Hindi,10,CARDINAL
BBC Hindi,Afghan,NORP
BBC Hindi,Taliban,ORG
BBC Hindi,Toyota,ORG
BBC Hindi,Zelenksi,PERSON
BBC Hindi,'Agreement',WORK_OF_ART
BBC Hindi,America,GPE
BBC Hindi,Russia,GPE
BBC Hindi,millions,CARDINAL
BBC Hindi,SIM,ORG
BBC Hindi,India,GPE
BBC Hindi,China,GPE
BBC Hindi,Arunachal Pradesh,ORG
BBC Hindi,15,CARDINAL
BBC Hindi,the Constituent Assembly,ORG
BBC Hindi,Bihar,GPE
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Lula,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Augusto Heleno,PERSON
BBC Portuguese,Paulo Sérgio Nogueira,PERSON
BBC Portuguese,the Army Command,ORG
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Flávio,PERSON
BBC Portuguese,0.37,CARDINAL
BBC Portuguese,Moraes,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Ramagem,PERSON
BBC Portuguese,Lula,PERSON
BBC Portuguese,Trump,ORG
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,New York Times,ORG
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Zaporozhye,ORG
BBC Russian,Witkoff,GPE
BBC Russian,Putin,PERSON
BBC Russian,next week,DATE
BBC Russian,Trump,ORG
BBC Russian,Trump,ORG
BBC Russian,Driscoll,ORG
BBC Russian,Abu Dhabi,ORG
BBC Russian,Russia,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Bolsonaro,PERSON
BBC Russian,27-year,DATE
BBC Russian,Pentagon,ORG
BBC Russian,Democratic,NORP
BBC Russian,Mark Kelly,PERSON
BBC Russian,Antifa Ost,PERSON
BBC Russian,Germany,GPE
BBC Russian,Sierra Leone,ORG
BBC Russian,Serbian,NORP
BBC Russian,US,GPE
BBC Russian,Moscow,GPE
BBC Russian,50 days,DATE
BBC Russian,Vance,GPE
BBC Russian,US,GPE
BBC Russian,Ukraine Dan Driscoll,PERSON
BBC Russian,Nine,CARDINAL
BBC Russian,Kyiv,PERSON
BBC Russian,Ukraine,GPE
BBC Russian,Taganrog,PRODUCT
BBC Russian,three,CARDINAL
BBC Russian,ex-FBI,ORG
BBC Russian,Comey,PERSON
BBC Russian,Trump,PERSON
BBC Japanese,Ukraine,GPE
BBC Japanese,US,GPE
BBC Japanese,Trump,ORG
BBC Japanese,Putin,PERSON
BBC Japanese,Russian,NORP
BBC Japanese,Brazilian,NORP
BBC Japanese,Bolsonaro,PERSON
BBC Japanese,27 years,DATE
BBC Japanese,Supreme Court,ORG
BBC Japanese,American,NORP
BBC Japanese,India,GPE
BBC Japanese,Four,CARDINAL
BBC Japanese,Louvre museum,ORG
BBC Japanese,Gaza Humanitarian Foundation,ORG
BBC Japanese,US,GPE
BBC Japanese,Israel,GPE
BBC Japanese,UN,ORG
BBC Japanese,hundreds,CARDINAL
BBC Japanese,Democratic,NORP
BBC Japanese,U.S.,GPE
BBC Japanese,FBI,ORG
BBC Japanese,FBI,ORG
BBC Japanese,Comey,PERSON
BBC Japanese,New York State,GPE
BBC Japanese,Trump,ORG
BBC Japanese,South Korea's,GPE
BBC Japanese,260,CARDINAL
BBC Swahili,Ukraine,GPE
BBC Swahili,the United States,GPE
BBC Swahili,ICC,ORG
BBC Swahili,Tanzanian,NORP
BBC Swahili,European,NORP
BBC Swahili,Mwigulu,GPE
BBC Swahili,Trump,ORG
BBC Swahili,28,CARDINAL
BBC Swahili,Ukraine,GPE
BBC Swahili,Egyptian,NORP
BBC Swahili,Israel,GPE
BBC Swahili,17 years,DATE
BBC Swahili,Gen Z,PERSON
BBC Swahili,Tanzania,GPE
