Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,Los mapas y gráficos que muestran la magnitud y el impacto de la avalancha en Nepal y Tíbet,Los mapas y gráficos que muestran la magnitud y el impacto de la avalancha en Nepal y Tíbet,0.0,2026_08_28
BBC Mundo,Cómo la respuesta de Canadá a los nuevos aranceles de EE.UU. pone a prueba los límites del poder de Trump,Cómo la respuesta de Canadá a los nuevos aranceles de EE.UU. pone a prueba los límites del poder de Trump,0.0,2026_08_28
BBC Mundo,"Muere a los 89 años Harald de Noruega, el rey que se casó con una plebeya y reformó la monarquía de su país","Harald of Norway, the king who married a commoner and reformed his country's monarchy, dies at 89",0.0,2026_08_28
BBC Mundo,"Quién es Haakon VIII, el nuevo rey de Noruega que asume la corona en tiempos turbulentos para la monarquía","Quién es Haakon VIII, el nuevo rey de Noruega que asume la corona en tiempos turbulentos para la monarquía",0.0,2026_08_28
BBC Mundo,"Qué es ""farmear aura"", la nueva tendencia de los jóvenes en redes (y por qué es algo que en realidad sucede desde hace siglos)","What is ""farming aura"", the new trend of young people on networks (and why it is something that has actually been happening for centuries)",0.0,2026_08_28
BBC Mundo,El lago que hace temer que se produzca una nueva avalancha en la frontera de Nepal y Tíbet,El lago que hace temer que se produzca una nueva avalancha en la frontera de Nepal y Tíbet,0.0,2026_08_28
BBC Mundo,En fotos: la emotiva despedida del pueblo noruego al rey Harald entre lágrimas y ofrendas florales,En fotos: la emotiva despedida del pueblo noruego al rey Harald entre lágrimas y ofrendas florales,0.0,2026_08_28
BBC Mundo,Qué es el colapso glaciar que se cree que causó la repentina y devastadora avalancha en Nepal,Qué es el colapso glaciar que se cree que causó la repentina y devastadora avalancha en Nepal,0.0,2026_08_28
BBC Mundo,Las 4 reglas de oro de Japón para hacer más habitables sus ciudades,Las 4 reglas de oro de Japón para hacer más habitables sus ciudades,0.0,2026_08_28
BBC Mundo,Las hermosas imágenes del eclipse parcial de Luna que se vio alrededor del mundo,Las hermosas imágenes del eclipse parcial de Luna que se vio alrededor del mundo,0.0,2026_08_28
BBC Hindi,नेपाल को हिंदुओं के लिए आध्यात्मिक स्वर्ग क्यों माना जाता है?,नेपाल को हिंदुओं के लिए आध्यात्मिक स्वर्ग क्यों माना जाता है?,0.0,2026_08_28
BBC Hindi,'बोस्निया का क़साई' रात्को म्लादिच जिसने मुसलमानों को घेरकर मारा था,'बोस्निया का क़साई' रात्को म्लादिच जिसने मुसलमानों को घेरकर मारा था,0.0,2026_08_28
BBC Hindi,"लाइव,नेपाल बाढ़ के बीच वायरल हुए हरे रंग के मकान का क्या हुआ","लाइव,नेपाल बाढ़ के बीच वायरल हुए हरे रंग के मकान का क्या हुआ",0.0,2026_08_28
BBC Hindi,सालों से इस यात्रा का था इंतज़ार और नेपाल-तिब्बत बॉर्डर पहुंचते ही मैसेज आना हो गए बंद,सालों से इस यात्रा का था इंतज़ार और नेपाल-तिब्बत बॉर्डर पहुंचते ही मैसेज आना हो गए बंद,0.0,2026_08_28
BBC Hindi,जाति जनगणना को लेकर क्या कोई भी राजनीतिक दल सच में गंभीर है?,जाति जनगणना को लेकर क्या कोई भी राजनीतिक दल सच में गंभीर है?,0.0,2026_08_28
BBC Hindi,"नेपाल में मौत का आंकड़ा 550 के पार, चीन की चेतावनी- झील के ढहने का ख़तरा","Death toll in Nepal crosses 550, China warns - danger of lake collapse",-1.0,2026_08_28
BBC Hindi,सोनिया गांधी की किताब को न छापने की रिपोर्ट पर पब्लिकेशन कंपनी ने जारी किया बयान,सोनिया गांधी की किताब को न छापने की रिपोर्ट पर पब्लिकेशन कंपनी ने जारी किया बयान,0.0,2026_08_28
BBC Hindi,मछली बाज़ार से पीएम मोदी का नाम जोड़े जाने पर क्यों हैं यहां के व्यापारी आमने सामने,मछली बाज़ार से पीएम मोदी का नाम जोड़े जाने पर क्यों हैं यहां के व्यापारी आमने सामने,0.0,2026_08_28
BBC Hindi,"बांग्लादेश के विदेश मंत्री ने मक्का समझौते पर ऐसा क्या कहा, जिसे एक्सपर्ट मान रहे 'यू-टर्न'","बांग्लादेश के विदेश मंत्री ने मक्का समझौते पर ऐसा क्या कहा, जिसे एक्सपर्ट मान रहे 'यू-टर्न'",0.0,2026_08_28
BBC Hindi,"क्या आप अकेले खाना खाते हैं, जानिए साथ बैठकर खाने के फ़ायदे",Do you eat alone? Know the benefits of eating together.,0.0,2026_08_28
BBC Portuguese,Os mapas e gráficos que mostram a magnitude e o impacto da avalanche no Nepal e Tibete,Maps and graphs showing the magnitude and impact of the avalanche in Nepal and Tibet,1.0,2026_08_28
BBC Portuguese,Desastres como o do Nepal podem ser evitados? Perguntas e respostas sobre a tragédia que matou mais de 500 e deixou quase 2 mil desaparecidos,"Can disasters like the one in Nepal be prevented? Questions and answers about the tragedy that killed more than 500 and left almost 2,000 missing",-1.0,2026_08_28
BBC Portuguese,Eleição 2026: quais são as propostas dos candidatos a presidente?,Election 2026: what are the proposals of the presidential candidates?,0.0,2026_08_28
BBC Portuguese,5 momentos-chave do julgamento da mãe acusada de matar os 3 filhos e que alega psicose pós-parto,5 momentos-chave do julgamento da mãe acusada de matar os 3 filhos e que alega psicose pós-parto,0.0,2026_08_28
BBC Portuguese,"Economia vai decidir eleição, e não o caso Lulinha, diz fundador de instituto de pesquisa","Economy will decide election, not the Lulinha case, says founder of research institute",0.0,2026_08_28
BBC Portuguese,Caso Lulinha põe campanha de Lula sob pressão: o que PF investiga sobre filho do presidente e ex-chefe de gabinete,Caso Lulinha põe campanha de Lula sob pressão: o que PF investiga sobre filho do presidente e ex-chefe de gabinete,0.0,2026_08_28
BBC Portuguese,Entrevista de Lula na Globo: o que disse o candidato à Presidência disse sobre suas propostas,Lula's interview on Globo: what the presidential candidate said about his proposals,0.0,2026_08_28
BBC Portuguese,"Por que o Brasil não tem bomba atômica, como propõe Renan Santos?","Why doesn't Brazil have an atomic bomb, as Renan Santos proposes?",0.0,2026_08_28
