Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Dinamarca,ORG,2026_09_19
BBC Mundo,un,ORG,2026_09_19
BBC Mundo,por el que,ORG,2026_09_19
BBC Mundo,Washington,GPE,2026_09_19
BBC Mundo,""" de Groenlandia",ORG,2026_09_19
BBC Mundo,Exclusiva,ORG,2026_09_19
BBC Mundo,BBC,ORG,2026_09_19
BBC Mundo,el hermano de Diana de Gales,PERSON,2026_09_19
BBC Mundo,tras la muerte de la,ORG,2026_09_19
BBC Mundo,Condenan a Uber,ORG,2026_09_19
BBC Mundo,40,MONEY,2026_09_19
BBC Mundo,California,GPE,2026_09_19
BBC Mundo,un,ORG,2026_09_19
BBC Mundo,La más corta,ORG,2026_09_19
BBC Mundo,más antigua,PERSON,2026_09_19
BBC Mundo,6,CARDINAL,2026_09_19
BBC Mundo,ejemplos que hacen de España,PERSON,2026_09_19
BBC Mundo,las fronteras,PERSON,2026_09_19
BBC Mundo,Virginia Apgar,PERSON,2026_09_19
BBC Mundo,la médica,GPE,2026_09_19
BBC Mundo,los primeros,GPE,2026_09_19
BBC Mundo,el cuidado de los recién,ORG,2026_09_19
BBC Mundo,Qué,ORG,2026_09_19
BBC Mundo,los agentes de la IA,PERSON,2026_09_19
BBC Mundo,los poderosos sistemas,GPE,2026_09_19
BBC Mundo,despiertan el temor de los,ORG,2026_09_19
BBC Mundo,El grupo que,ORG,2026_09_19
BBC Mundo,un,ORG,2026_09_19
BBC Mundo,con siglos de historia,ORG,2026_09_19
BBC Mundo,del miembro del jurado,FAC,2026_09_19
BBC Mundo,Lindsay Clancy,PERSON,2026_09_19
BBC Mundo,3,CARDINAL,2026_09_19
BBC Mundo,Cómo el peso,ORG,2026_09_19
BBC Mundo,colombiano se convirtió en una de las monedas más,PERSON,2026_09_19
BBC Mundo,2026,DATE,2026_09_19
BBC Mundo,Descubrí,PERSON,2026_09_19
BBC Hindi,का हमला,PERSON,2026_09_19
BBC Hindi,कहा,GPE,2026_09_19
BBC Hindi,लाइव,ORG,2026_09_19
BBC Hindi,दिल्ली विश्वविद्यालय,ORG,2026_09_19
BBC Hindi,चुनाव,GPE,2026_09_19
BBC Hindi,AI,GPE,2026_09_19
BBC Hindi,ड्रोन बनाने वाली,PERSON,2026_09_19
BBC Hindi,किया अहम समझौता,ORG,2026_09_19
BBC Hindi,हैं नोएल टाटा,PERSON,2026_09_19
BBC Hindi,हैं 5,DATE,2026_09_19
BBC Hindi,की धमकियों,PERSON,2026_09_19
BBC Hindi,की हत्या की साज़िश की योजना,ORG,2026_09_19
BBC Hindi,रहा था,EVENT,2026_09_19
BBC Hindi,एनएसई का आईपीओ 10,ORG,2026_09_19
BBC Portuguese,De,ORG,2026_09_19
BBC Portuguese,Constituição de 1988,ORG,2026_09_19
BBC Portuguese,STF,ORG,2026_09_19
BBC Portuguese,de Itaipu,PERSON,2026_09_19
BBC Portuguese,Paraguai,EVENT,2026_09_19
BBC Portuguese,EUA,ORG,2026_09_19
BBC Portuguese,Dinamarca,ORG,2026_09_19
BBC Portuguese,acordo,ORG,2026_09_19
BBC Portuguese,Nunca,ORG,2026_09_19
BBC Portuguese,interferência de Trump,PERSON,2026_09_19
BBC Portuguese,de Moraes,PERSON,2026_09_19
BBC Portuguese,New Yorker,ORG,2026_09_19
BBC Portuguese,Família,NORP,2026_09_19
BBC Portuguese,mais de 80,PERSON,2026_09_19
BBC Portuguese,Flórida,GPE,2026_09_19
BBC Portuguese,Estado,GPE,2026_09_19
BBC Portuguese,EUA,ORG,2026_09_19
BBC Portuguese,Chefes de empresas de tecnologia pedem desaceleração da IA,ORG,2026_09_19
