Source_Name,Entity,Label,Scrape_Date
BBC Mundo,América Latina,PERSON,2026_09_24
BBC Mundo,pleno,GPE,2026_09_24
BBC Mundo,Trump,ORG,2026_09_24
BBC Mundo,los ojos,GPE,2026_09_24
BBC Mundo,China,GPE,2026_09_24
BBC Mundo,Irán,GPE,2026_09_24
BBC Mundo,Trump,PERSON,2026_09_24
BBC Mundo,Qué,ORG,2026_09_24
BBC Mundo,los agentes de la IA,PERSON,2026_09_24
BBC Mundo,los poderosos sistemas,GPE,2026_09_24
BBC Mundo,Australia,GPE,2026_09_24
BBC Mundo,un,ORG,2026_09_24
BBC Mundo,El dramático,GPE,2026_09_24
BBC Mundo,desalojo de la anciana,PERSON,2026_09_24
BBC Mundo,España,ORG,2026_09_24
BBC Mundo,de migraña,PERSON,2026_09_24
BBC Mundo,Polo,PERSON,2026_09_24
BBC Mundo,5,CARDINAL,2026_09_24
BBC Mundo,cerca de la,PERSON,2026_09_24
BBC Mundo,del Pacífico de México,ORG,2026_09_24
BBC Mundo,Australia,GPE,2026_09_24
BBC Mundo,denuncia el primer hackeo conocido de un,PERSON,2026_09_24
BBC Mundo,Las,GPE,2026_09_24
BBC Mundo,las que,NORP,2026_09_24
BBC Mundo,9,CARDINAL,2026_09_24
BBC Mundo,un,ORG,2026_09_24
BBC Mundo,Cancún,NORP,2026_09_24
BBC Mundo,Delcy Rodríguez,PERSON,2026_09_24
BBC Mundo,transición hacia,PERSON,2026_09_24
BBC Mundo,democracia plena,PERSON,2026_09_24
BBC Mundo,Venezuela,GPE,2026_09_24
BBC Mundo,para las elecciones,PRODUCT,2026_09_24
BBC Mundo,El presidente de Irán,GPE,2026_09_24
BBC Mundo,Trump,ORG,2026_09_24
BBC Hindi,हैं,PERSON,2026_09_24
BBC Hindi,लाइव,ORG,2026_09_24
BBC Hindi,जाएगा,CARDINAL,2026_09_24
BBC Hindi,13,CARDINAL,2026_09_24
BBC Hindi,होने की,PERSON,2026_09_24
BBC Hindi,सोयाबीन की फ़सल पर,PERSON,2026_09_24
BBC Hindi,खेत,CARDINAL,2026_09_24
BBC Hindi,का भी,PERSON,2026_09_24
BBC Hindi,चुनाव,GPE,2026_09_24
BBC Hindi,विवेक जोशी,QUANTITY,2026_09_24
BBC Hindi,सुखबीर संधू को जानिए,PERSON,2026_09_24
BBC Hindi,हिंसा,PERSON,2026_09_24
BBC Hindi,मांग,GPE,2026_09_24
BBC Hindi,रहे हैं लोग,PERSON,2026_09_24
BBC Hindi,आज़मगढ़,GPE,2026_09_24
BBC Hindi,चुनाव,GPE,2026_09_24
BBC Hindi,चुनाव,GPE,2026_09_24
BBC Hindi,की मांग,GPE,2026_09_24
BBC Hindi,मेरा साथी मेरा रेप,MONEY,2026_09_24
BBC Hindi,की ओवरडोज़ कितनी ख़तरनाक,ORG,2026_09_24
BBC Portuguese,Votos nulos,PERSON,2026_09_24
BBC Portuguese,brancos,GPE,2026_09_24
BBC Portuguese,aposta,ORG,2026_09_24
BBC Portuguese,de livro,PERSON,2026_09_24
BBC Portuguese,Brasil,PERSON,2026_09_24
BBC Portuguese,desta vez',PERSON,2026_09_24
BBC Portuguese,Flávio Bolsonaro,PERSON,2026_09_24
BBC Portuguese,Agregador de Pesquisas,ORG,2026_09_24
BBC Portuguese,BBC News,ORG,2026_09_24
BBC Portuguese,China,GPE,2026_09_24
BBC Portuguese,Irã,ORG,2026_09_24
BBC Portuguese,Trump,ORG,2026_09_24
BBC Portuguese,Agente da OpenAI,PERSON,2026_09_24
BBC Portuguese,vez de deixá-lo de herança,ORG,2026_09_24
BBC Portuguese,ação coordenada,ORG,2026_09_24
BBC Portuguese,EUA,ORG,2026_09_24
BBC Portuguese,14,CARDINAL,2026_09_24
BBC Portuguese,contra,NORP,2026_09_24
BBC Portuguese,PCC,ORG,2026_09_24
BBC Portuguese,Xi Jinping,PERSON,2026_09_24
BBC Portuguese,EUA,ORG,2026_09_24
BBC Portuguese,de se tornar,PERSON,2026_09_24
BBC Portuguese,China,GPE,2026_09_24
BBC Portuguese,2026,DATE,2026_09_24
BBC Russian,Путину,PERSON,2026_09_24
BBC Russian,Австралии,GPE,2026_09_24
BBC Russian,Война,GPE,2026_09_24
BBC Russian,человека погибли в Киеве в,ORG,2026_09_24
BBC Russian,Трампа,NORP,2026_09_24
BBC Russian,CNN,ORG,2026_09_24
BBC Russian,Politico в,ORG,2026_09_24
BBC Russian,Партнеры,GPE,2026_09_24
BBC Russian,США,ORG,2026_09_24
BBC Russian,Война,GPE,2026_09_24
BBC Russian,Путину,PERSON,2026_09_24
BBC Russian,G20,ORG,2026_09_24
BBC Russian,Британские,ORG,2026_09_24
BBC Russian,помехи спутникам враждебных государств,PERSON,2026_09_24
BBC Russian,OpenAI предоставит Украине инструменты,ORG,2026_09_24
BBC Russian,Трампом,ORG,2026_09_24
BBC Russian,Маврикием о,ORG,2026_09_24
BBC Russian,Чагос,ORG,2026_09_24
BBC Russian,Диего-Гарсия,WORK_OF_ART,2026_09_24
BBC Japanese,米オープンAIのエージェント、豪政府ウェブサイトに「侵入」　首相が明かす,PERSON,2026_09_24
BBC Japanese,イラン大統領、決して「屈服しない」とトランプ氏に対し宣言,NORP,2026_09_24
BBC Japanese,BBCに情報提供,ORG,2026_09_24
BBC Japanese,トランプ氏のガザ平和評議会、24億5000万ドル規模の復興計画を発表,ORG,2026_09_24
BBC Japanese,"1,29",CARDINAL,2026_09_24
BBC Swahili,Tundu Lissu,PERSON,2026_09_24
BBC Swahili,gerezani,PERSON,2026_09_24
BBC Swahili,Ethiopia,GPE,2026_09_24
BBC Swahili,Iran,GPE,2026_09_24
BBC Swahili,Marekani,GPE,2026_09_24
BBC Swahili,Fidel Castro,PERSON,2026_09_24
BBC Swahili,Iran,GPE,2026_09_24
BBC Swahili,Iran,GPE,2026_09_24
BBC Swahili,Wahamishia,ORG,2026_09_24
BBC Swahili,UN,ORG,2026_09_24
BBC Swahili,kuzionea aibu sehemu zao,PERSON,2026_09_24
BBC Swahili,maisha,ORG,2026_09_24
BBC Swahili,Safari ya Mikel Arteta,PERSON,2026_09_24
BBC Swahili,Safari ya ajabu ya miaka,PERSON,2026_09_24
BBC Swahili,8,CARDINAL,2026_09_24
BBC Swahili,Afrika,NORP,2026_09_24
BBC Swahili,Greenland,GPE,2026_09_24
BBC Swahili,Mnyama,ORG,2026_09_24
BBC Swahili,240,CARDINAL,2026_09_24
BBC Swahili,Tanzania,GPE,2026_09_24
Al Jazeera,Saudi,NORP,2026_09_24
Al Jazeera,6,CARDINAL,2026_09_24
Al Jazeera,Yemen,GPE,2026_09_24
Al Jazeera,Trump-Xi,PERSON,2026_09_24
Al Jazeera,China,GPE,2026_09_24
Al Jazeera,US,GPE,2026_09_24
Al Jazeera,AI,GPE,2026_09_24
Al Jazeera,four,CARDINAL,2026_09_24
Al Jazeera,Afghanistan,GPE,2026_09_24
Al Jazeera,Pakistani,NORP,2026_09_24
