Source_Name,Entity,Label
BBC Spanish,2 years,DATE
BBC Spanish,Nazis,NORP
BBC Spanish,more than 30 years ago,DATE
BBC Spanish,Israel,GPE
BBC Spanish,The International Space Station,ORG
BBC Spanish,25 years,DATE
BBC Spanish,Christmas,DATE
BBC Spanish,45 years,DATE
BBC Hindi,Dhaka Police,ORG
BBC Hindi,Osman Hadi,PERSON
BBC Hindi,India,GPE
BBC Hindi,Know Balen Shah,PERSON
BBC Hindi,Nepal,GPE
BBC Hindi,just three years,DATE
BBC Hindi,Supriya Srinet,PERSON
BBC Hindi,Digvijay Singh's,PERSON
BBC Hindi,RSS-BJP,ORG
BBC Hindi,Kumar,PERSON
BBC Hindi,BJP,ORG
BBC Hindi,Narendra Modi,PERSON
BBC Hindi,Rahul Gandhi,PERSON
BBC Hindi,the year 2025,DATE
BBC Hindi,Kerala,GPE
BBC Hindi,Jharkhand,ORG
BBC Hindi,three,CARDINAL
BBC Hindi,Digvijay Singh,PERSON
BBC Hindi,RSS-BJP,ORG
BBC Hindi,Congress,ORG
BBC Portuguese,Colombia,GPE
BBC Portuguese,2025,DATE
BBC Portuguese,PRF,ORG
BBC Portuguese,Moraes,ORG
BBC Portuguese,10,CARDINAL
BBC Portuguese,20,CARDINAL
BBC Portuguese,2026,DATE
BBC Portuguese,BBC,ORG
BBC Portuguese,Russian,NORP
BBC Portuguese,Uruguay,GPE
BBC Portuguese,Earth,LOC
BBC Portuguese,Christians,NORP
BBC Portuguese,Nigeria,GPE
BBC Portuguese,Trump,ORG
BBC Portuguese,Universe,PERSON
BBC Portuguese,pandas,ORG
BBC Russian,anti-Semitism,NORP
BBC Russian,Israel,GPE
BBC Russian,Britain,GPE
BBC Russian,Jews,NORP
BBC Russian,60 years,DATE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,Carney,GPE
BBC Russian,Russian,NORP
BBC Russian,Mirnograd,GPE
BBC Russian,the Ukrainian Armed Forces,ORG
BBC Russian,Nine,CARDINAL
BBC Russian,millions,CARDINAL
BBC Russian,Hamas,ORG
BBC Russian,Italy,GPE
BBC Russian,Britain,GPE
BBC Russian,a “gap year,DATE
BBC Russian,NABU,ORG
BBC Russian,Ukrainian,NORP
BBC Russian,Tvardovsky,PERSON
BBC Russian,USSR,GPE
BBC Russian,Russia,GPE
BBC Russian,First K-pop,ORG
BBC Russian,Korean,NORP
BBC Russian,Britain,GPE
BBC Russian,Israel,GPE
BBC Russian,first,ORDINAL
BBC Russian,Somaliland,PRODUCT
BBC Russian,Somalia,GPE
BBC Russian,Three,CARDINAL
BBC Russian,Dagestan,GPE
BBC Russian,Manchester United,PERSON
BBC Russian,Ibragimov,PERSON
BBC Russian,Yura Toilet',PERSON
BBC Russian,Russian,NORP
BBC Japanese,Trump,ORG
BBC Japanese,Florida,GPE
BBC Japanese,Israel,GPE
BBC Japanese,Somaliland,PRODUCT
BBC Japanese,first,ORDINAL
BBC Japanese,Somalia,GPE
BBC Japanese,Syrian,NORP
BBC Japanese,Friday,DATE
BBC Japanese,at least 8,CARDINAL
BBC Japanese,Two,CARDINAL
BBC Japanese,Israel,GPE
BBC Japanese,Palestinians,NORP
BBC Japanese,U.S.,GPE
BBC Japanese,Islamic State,ORG
BBC Japanese,Nigeria,GPE
BBC Japanese,Trump,ORG
BBC Japanese,Türkiye,ORG
BBC Japanese,115,CARDINAL
BBC Japanese,Islamic,NORP
BBC Japanese,year-end,DATE
BBC Japanese,New Year,EVENT
BBC Japanese,Pope Leo,PERSON
BBC Japanese,Ukraine,GPE
BBC Japanese,first,ORDINAL
BBC Japanese,Christmas,DATE
BBC Japanese,British King's,ORG
BBC Japanese,annual,DATE
BBC Japanese,Christmas,DATE
BBC Japanese,American,NORP
BBC Japanese,US,GPE
BBC Swahili,Ukraine,GPE
BBC Swahili,Putin,PERSON
BBC Swahili,Zelensky,PERSON
BBC Swahili,2025,DATE
BBC Swahili,Uganda,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,16,CARDINAL
BBC Swahili,the United States,GPE
BBC Swahili,Somaliland,PRODUCT
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Sunday,DATE
BBC Swahili,Chelsea,PERSON
BBC Swahili,Leeds,GPE
BBC Swahili,McAtee,ORG
BBC Swahili,second,ORDINAL
BBC Swahili,Gaza,GPE
BBC Swahili,Man City,GPE
BBC Swahili,Guardiola,PERSON
BBC Swahili,The United States,GPE
BBC Swahili,Nigeria,GPE
BBC Swahili,Jesus,PERSON
BBC Swahili,10,CARDINAL
BBC Swahili,BBC,ORG
BBC Swahili,2025,DATE
