Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Scotland,GPE,2026_07_12
BBC Mundo,Europe,LOC,2026_07_12
BBC Mundo,one,CARDINAL,2026_07_12
BBC Mundo,Fierce,ORG,2026_07_12
BBC Mundo,Messi,PERSON,2026_07_12
BBC Mundo,England,GPE,2026_07_12
BBC Mundo,first,ORDINAL,2026_07_12
BBC Mundo,Germany,GPE,2026_07_12
BBC Mundo,Ruth Ellis,PERSON,2026_07_12
BBC Mundo,the United Kingdom,GPE,2026_07_12
BBC Mundo,Argentina,GPE,2026_07_12
BBC Mundo,Switzerland,GPE,2026_07_12
BBC Mundo,England,GPE,2026_07_12
BBC Mundo,the World Cup,EVENT,2026_07_12
BBC Mundo,Jayden Adams,PERSON,2026_07_12
BBC Mundo,South African,NORP,2026_07_12
BBC Mundo,the 2026 World Cup,EVENT,2026_07_12
BBC Mundo,25,CARDINAL,2026_07_12
BBC Mundo,10 years,DATE,2026_07_12
BBC Mundo,ages 35 and 40,DATE,2026_07_12
BBC Mundo,AI,GPE,2026_07_12
BBC Mundo,The Odyssey,WORK_OF_ART,2026_07_12
BBC Mundo,Christopher Nolan,PERSON,2026_07_12
BBC Hindi,Vietnam,GPE,2026_07_12
BBC Hindi,15,CARDINAL,2026_07_12
BBC Hindi,Indians,NORP,2026_07_12
BBC Hindi,Iran,GPE,2026_07_12
BBC Hindi,one,CARDINAL,2026_07_12
BBC Hindi,Hormuz Strait,PERSON,2026_07_12
BBC Hindi,Oman,GPE,2026_07_12
BBC Hindi,10,CARDINAL,2026_07_12
BBC Hindi,Indians,NORP,2026_07_12
BBC Hindi,Sutlej,PERSON,2026_07_12
BBC Hindi,OTT,ORG,2026_07_12
BBC Hindi,Punjab,NORP,2026_07_12
BBC Hindi,Gautam Gambhir,PERSON,2026_07_12
BBC Hindi,Shreyas Iyer,PERSON,2026_07_12
BBC Hindi,England-Ireland,GPE,2026_07_12
BBC Hindi,Bankipur,PERSON,2026_07_12
BBC Hindi,BJP,ORG,2026_07_12
BBC Hindi,Mojtaba Khamenei's,PERSON,2026_07_12
BBC Hindi,Trump,PERSON,2026_07_12
BBC Hindi,India,GPE,2026_07_12
BBC Hindi,Narottam Mishra,PERSON,2026_07_12
BBC Hindi,Datia,GPE,2026_07_12
BBC Hindi,RSS,ORG,2026_07_12
BBC Portuguese,Bolsonaro,PERSON,2026_07_12
BBC Portuguese,Valdemar,GPE,2026_07_12
BBC Portuguese,Flávio,PERSON,2026_07_12
BBC Portuguese,Jayden Adams,PERSON,2026_07_12
BBC Portuguese,the World Cup,EVENT,2026_07_12
BBC Portuguese,South Africa,GPE,2026_07_12
BBC Portuguese,Seleção,ORG,2026_07_12
BBC Portuguese,World Cup,EVENT,2026_07_12
BBC Portuguese,Brazil,GPE,2026_07_12
BBC Portuguese,England,GPE,2026_07_12
BBC Portuguese,World Cup,EVENT,2026_07_12
BBC Portuguese,Saint Sebastian,PERSON,2026_07_12
BBC Portuguese,Roman,NORP,2026_07_12
BBC Portuguese,the World Cup,EVENT,2026_07_12
BBC Portuguese,Trump,PERSON,2026_07_12
BBC Portuguese,Maduro,ORG,2026_07_12
BBC Portuguese,Venezuela,GPE,2026_07_12
BBC Portuguese,Flávio Dino,PERSON,2026_07_12
BBC Portuguese,PL,ORG,2026_07_12
BBC Russian,Republican,NORP,2026_07_12
BBC Russian,Lindsey Graham,PERSON,2026_07_12
BBC Russian,Iran,GPE,2026_07_12
BBC Russian,US,GPE,2026_07_12
BBC Russian,IRGC,ORG,2026_07_12
BBC Russian,Hormuz,PERSON,2026_07_12
BBC Russian,Mojtaba Khamenei,PERSON,2026_07_12
BBC Russian,War,GPE,2026_07_12
BBC Russian,Ukraine,GPE,2026_07_12
BBC Russian,Syzran,GPE,2026_07_12
BBC Russian,five,CARDINAL,2026_07_12
BBC Russian,Saturday,DATE,2026_07_12
BBC Russian,Sumy,PERSON,2026_07_12
BBC Russian,England,GPE,2026_07_12
BBC Russian,Norway,GPE,2026_07_12
BBC Russian,Argentina,GPE,2026_07_12
BBC Russian,the 2026 World Cup,EVENT,2026_07_12
BBC Russian,Kane,PERSON,2026_07_12
BBC Russian,Holland,GPE,2026_07_12
BBC Russian,Apple,ORG,2026_07_12
BBC Russian,OpenAI,GPE,2026_07_12
BBC Russian,Harry Kane,PERSON,2026_07_12
BBC Russian,Norway,GPE,2026_07_12
BBC Russian,England,GPE,2026_07_12
BBC Russian,Trump,ORG,2026_07_12
BBC Russian,Iran,GPE,2026_07_12
BBC Russian,Russia,GPE,2026_07_12
BBC Russian,Ukrainian,NORP,2026_07_12
BBC Japanese,US,GPE,2026_07_12
BBC Japanese,Iran,GPE,2026_07_12
BBC Japanese,Iran,GPE,2026_07_12
BBC Japanese,Strait of Hormuz,LOC,2026_07_12
BBC Japanese,2026,CARDINAL,2026_07_12
BBC Japanese,World Cup],EVENT,2026_07_12
BBC Japanese,Norway,GPE,2026_07_12
BBC Japanese,4,CARDINAL,2026_07_12
BBC Japanese,Bellingham,PERSON,2026_07_12
BBC Japanese,2,CARDINAL,2026_07_12
BBC Japanese,US,GPE,2026_07_12
BBC Japanese,Texas,GPE,2026_07_12
BBC Japanese,Department of Homeland Security,ORG,2026_07_12
BBC Japanese,US,GPE,2026_07_12
BBC Japanese,Iran,GPE,2026_07_12
BBC Japanese,Strait,LOC,2026_07_12
BBC Japanese,2026,CARDINAL,2026_07_12
BBC Japanese,World Cup,EVENT,2026_07_12
BBC Japanese,Spain,GPE,2026_07_12
BBC Japanese,Belgium,GPE,2026_07_12
BBC Japanese,four,CARDINAL,2026_07_12
BBC Japanese,Merino,PERSON,2026_07_12
BBC Japanese,last-minute,TIME,2026_07_12
BBC Japanese,Apple,ORG,2026_07_12
BBC Japanese,OpenAI,PERSON,2026_07_12
BBC Japanese,World Cup,EVENT,2026_07_12
BBC Japanese,Gaza,GPE,2026_07_12
BBC Japanese,Israeli,NORP,2026_07_12
BBC Japanese,Palestinians,NORP,2026_07_12
BBC Japanese,Burnham,ORG,2026_07_12
BBC Japanese,British,NORP,2026_07_12
BBC Japanese,322,CARDINAL,2026_07_12
BBC Japanese,Labor Party,ORG,2026_07_12
BBC Japanese,12,CARDINAL,2026_07_12
BBC Japanese,Spain,GPE,2026_07_12
BBC Japanese,Europe,LOC,2026_07_12
BBC Japanese,Ukraine,GPE,2026_07_12
BBC Japanese,Russian,NORP,2026_07_12
BBC Japanese,Crimea,ORG,2026_07_12
BBC Swahili,the United States,GPE,2026_07_12
BBC Swahili,Iran,GPE,2026_07_12
BBC Swahili,the Strait of Hormuz,LOC,2026_07_12
BBC Swahili,five,CARDINAL,2026_07_12
BBC Swahili,38,CARDINAL,2026_07_12
BBC Swahili,European,NORP,2026_07_12
BBC Swahili,Sunday,DATE,2026_07_12
BBC Swahili,Liverpool,ORG,2026_07_12
BBC Swahili,Joao Gomes,PERSON,2026_07_12
BBC Swahili,Commonwealth,ORG,2026_07_12
BBC Swahili,Tundu Lissu,PERSON,2026_07_12
BBC Swahili,30 days,DATE,2026_07_12
BBC Swahili,5,CARDINAL,2026_07_12
BBC Swahili,Erling Haaland,LOC,2026_07_12
BBC Swahili,Ali Khamenei - Iran,PERSON,2026_07_12
BBC Swahili,Iran,GPE,2026_07_12
BBC Swahili,Turkey,GPE,2026_07_12
BBC Swahili,NATO,ORG,2026_07_12
BBC Swahili,six,CARDINAL,2026_07_12
Al Jazeera,US,GPE,2026_07_12
Al Jazeera,third,ORDINAL,2026_07_12
