Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Forest City,GPE,2026_08_17
BBC Mundo,García Lorca's,PERSON,2026_08_17
BBC Mundo,90 years,DATE,2026_08_17
BBC Mundo,the Spanish Civil War,EVENT,2026_08_17
BBC Mundo,US,GPE,2026_08_17
BBC Mundo,South Korea,GPE,2026_08_17
BBC Mundo,Iran,GPE,2026_08_17
BBC Mundo,Kim Jong Un,PERSON,2026_08_17
BBC Mundo,Jean Paul Getty,PERSON,2026_08_17
BBC Mundo,Four,CARDINAL,2026_08_17
BBC Mundo,Renaissance,ORG,2026_08_17
BBC Mundo,Italian,NORP,2026_08_17
BBC Mundo,Iran,GPE,2026_08_17
BBC Mundo,the United States,GPE,2026_08_17
BBC Mundo,Daniela Largo,PERSON,2026_08_17
BBC Mundo,36 hours,TIME,2026_08_17
BBC Mundo,Colombia,GPE,2026_08_17
BBC Mundo,"""The Odyssey",WORK_OF_ART,2026_08_17
BBC Mundo,Armenia,ORG,2026_08_17
BBC Mundo,Colombia,GPE,2026_08_17
BBC Mundo,1999,DATE,2026_08_17
BBC Hindi,India,GPE,2026_08_17
BBC Hindi,Donald Trump's,PERSON,2026_08_17
BBC Hindi,the Mecca Agreement,EVENT,2026_08_17
BBC Hindi,CJP,ORG,2026_08_17
BBC Hindi,'Fix the School',ORG,2026_08_17
BBC Hindi,Rajasthan's Education Department,ORG,2026_08_17
BBC Hindi,Salim Malik,PERSON,2026_08_17
BBC Hindi,Indian,NORP,2026_08_17
BBC Hindi,Imran Khan,PERSON,2026_08_17
BBC Hindi,Bangladesh,GPE,2026_08_17
BBC Hindi,Tariq Rahman's,PERSON,2026_08_17
BBC Hindi,India,GPE,2026_08_17
BBC Hindi,Bihar: Stampede,PERSON,2026_08_17
BBC Hindi,Ashokdham,NORP,2026_08_17
BBC Hindi,Lakhisarai,GPE,2026_08_17
BBC Hindi,7,CARDINAL,2026_08_17
BBC Hindi,North Korea',GPE,2026_08_17
BBC Hindi,Story of Soga of Japan,WORK_OF_ART,2026_08_17
BBC Hindi,24 years,DATE,2026_08_17
BBC Hindi,Chidambaram,ORG,2026_08_17
BBC Hindi,Naxal,PERSON,2026_08_17
