Source_Name,Entity,Label
BBC Spanish,US,GPE
BBC Spanish,Maduro,ORG
BBC Spanish,Caracas,GPE
BBC Spanish,Trump,ORG
BBC Spanish,Venezuela,GPE
BBC Spanish,3 key moments,QUANTITY
BBC Spanish,Venezuela,GPE
BBC Spanish,Maduro,ORG
BBC Spanish,Delcy Rodríguez,PERSON
BBC Spanish,Venezuela,GPE
BBC Spanish,the Supreme Court of Justice,ORG
BBC Spanish,Maduro,PERSON
BBC Spanish,Operation Absolute Resolve,WORK_OF_ART
BBC Spanish,Maduro,PERSON
BBC Spanish,Trump,ORG
BBC Spanish,Nicolás Maduro,PERSON
BBC Spanish,Chávez,GPE
BBC Spanish,US,GPE
BBC Spanish,Venezuela,GPE
BBC Hindi,America,GPE
BBC Hindi,Maduro,ORG
BBC Hindi,India,GPE
BBC Hindi,US,GPE
BBC Hindi,Venezuela,GPE
BBC Hindi,Mustafizur,FAC
BBC Hindi,KKR,ORG
BBC Hindi,Bangladesh,GPE
BBC Hindi,World Cup,EVENT
BBC Hindi,Gift,PERSON
BBC Hindi,"8,000",CARDINAL
BBC Hindi,37,CARDINAL
BBC Hindi,Assam,GPE
BBC Hindi,BJP,ORG
BBC Hindi,Will Trump,PERSON
BBC Hindi,Venezuela,GPE
BBC Hindi,America,GPE
BBC Hindi,Mumbai,GPE
BBC Hindi,Maduro,PERSON
BBC Hindi,America,GPE
BBC Hindi,Venezuela,GPE
BBC Hindi,Russia,GPE
BBC Hindi,China,GPE
BBC Hindi,Maduro,ORG
BBC Hindi,Venezuela,GPE
BBC Hindi,Pakistan,GPE
BBC Hindi,Jaishankar,PERSON
BBC Hindi,Dhaka,GPE
BBC Portuguese,Venezuela,GPE
BBC Portuguese,US,GPE
BBC Portuguese,Maduro,ORG
BBC Portuguese,Maduro,PERSON
BBC Portuguese,US,GPE
BBC Portuguese,Venezuelans,NORP
BBC Portuguese,Brazil,GPE
BBC Portuguese,Maduro,ORG
BBC Portuguese,Trump,ORG
BBC Portuguese,Maduro,PERSON
BBC Portuguese,US,GPE
BBC Portuguese,Venezuela,GPE
BBC Portuguese,Maduro,PERSON
BBC Portuguese,2,CARDINAL
BBC Portuguese,Control of Venezuela,ORG
BBC Portuguese,Cuba,GPE
BBC Portuguese,Colombia,GPE
BBC Portuguese,Maria Corina,PERSON
BBC Portuguese,Trump,ORG
BBC Portuguese,Maduro,ORG
BBC Portuguese,American,NORP
BBC Portuguese,billions,CARDINAL
BBC Portuguese,Venezuela,GPE
BBC Portuguese,US,GPE
BBC Portuguese,Caribbean,LOC
BBC Portuguese,China,GPE
BBC Portuguese,Russia,GPE
BBC Portuguese,Maduro,PERSON
BBC Portuguese,Caracas,GPE
BBC Portuguese,US,GPE
BBC Portuguese,Venezuela,GPE
BBC Russian,US,GPE
BBC Russian,Venezuela,GPE
BBC Russian,Trump,ORG
BBC Russian,America,GPE
BBC Russian,Venezuelan,NORP
BBC Russian,Maduro,PERSON
BBC Russian,US,GPE
BBC Russian,Brooklyn Detention Center,ORG
BBC Russian,Trump,ORG
BBC Russian,Venezuela,GPE
BBC Russian,150,CARDINAL
BBC Russian,US,GPE
BBC Russian,Venezuelan,NORP
BBC Russian,Nicolas Maduro,PERSON
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Putin,PERSON
BBC Russian,Venezuela,GPE
BBC Russian,Maduro,PERSON
BBC Russian,Venezuelans,NORP
BBC Russian,Maduro,PERSON
BBC Russian,US,GPE
BBC Russian,Venezuela,GPE
BBC Russian,Maduro,PERSON
BBC Russian,Venezuela,GPE
BBC Russian,Russia,GPE
BBC Russian,China,GPE
BBC Russian,Trump,ORG
BBC Russian,US,GPE
BBC Russian,Venezuela,GPE
BBC Russian,Nicolas Maduro,PERSON
BBC Japanese,Venezuela,GPE
BBC Japanese,Maduro,PERSON
BBC Japanese,New York,GPE
BBC Japanese,U.S.,GPE
BBC Japanese,Venezuela,GPE
BBC Japanese,Swiss,NORP
BBC Japanese,Zelensky,PERSON
BBC Japanese,Budanov,PERSON
BBC Japanese,Victim,PERSON
BBC Japanese,Grok,PERSON
BBC Japanese,Trump,ORG
BBC Japanese,Venezuelan,NORP
BBC Japanese,US,GPE
BBC Japanese,Iran,GPE
BBC Japanese,Magnitude 6.5,PERSON
BBC Japanese,at least 2,CARDINAL
BBC Japanese,Mexico,GPE
BBC Japanese,US,GPE
BBC Swahili,Trump,ORG
BBC Swahili,the United States,GPE
BBC Swahili,Venezuela,GPE
BBC Swahili,Maduro,PERSON
BBC Swahili,Lakurawa,ORG
BBC Swahili,Trump,ORG
BBC Swahili,Nigeria,GPE
BBC Swahili,2025,DATE
BBC Swahili,Tanzania,GPE
BBC Swahili,Morocco,GPE
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Sunday,DATE
BBC Swahili,Chelsea,PERSON
BBC Swahili,Tonali,GPE
BBC Swahili,The United States,GPE
BBC Swahili,Venezuela - Trump,ORG
BBC Swahili,US,GPE
BBC Swahili,Venezuela,GPE
BBC Swahili,Maduro,PERSON
BBC Swahili,the United States,GPE
BBC Swahili,Tanzanian,NORP
BBC Swahili,2025,DATE
BBC Swahili,Noriega,PERSON
BBC Swahili,Maduro,ORG
BBC Swahili,the United States,GPE
BBC Swahili,January,DATE
BBC Swahili,the 12 months of the year,DATE
