Source_Name,Entity,Label
BBC Spanish,Democratic,NORP
BBC Spanish,Zohran Mamdani,PERSON
BBC Spanish,New York,GPE
BBC Spanish,a century,DATE
BBC Spanish,Zohran Mamdani,PERSON
BBC Spanish,first,ORDINAL
BBC Spanish,Muslim,NORP
BBC Spanish,New York,GPE
BBC Spanish,thousands,CARDINAL
BBC Spanish,American,NORP
BBC Spanish,the United States,GPE
BBC Spanish,decades,DATE
BBC Spanish,1.7 tons,QUANTITY
BBC Spanish,Atlantic,LOC
BBC Hindi,Zohran Mamdani,PERSON
BBC Hindi,New York,GPE
BBC Hindi,first,ORDINAL
BBC Hindi,Muslim,NORP
BBC Hindi,Haris Rauf,PERSON
BBC Hindi,two,CARDINAL
BBC Hindi,Suryakumar Yadav,PERSON
BBC Hindi,four,CARDINAL
BBC Hindi,Manipur,GPE
BBC Hindi,Churachandpur,GPE
BBC Hindi,KYV,ORG
BBC Hindi,KYV,ORG
BBC Hindi,"3,51",CARDINAL
BBC Hindi,Creek,PERSON
BBC Hindi,Karachi,ORG
BBC Hindi,Pakistan,GPE
BBC Hindi,India,GPE
BBC Hindi,Indian Army,ORG
BBC Hindi,Russia,GPE
BBC Hindi,Tehran,GPE
BBC Hindi,10 million,CARDINAL
BBC Hindi,only two weeks,DATE
BBC Hindi,RJD,PERSON
BBC Hindi,Tej Pratap,PERSON
BBC Portuguese,Lula,PERSON
BBC Portuguese,Rapporteur,ORG
BBC Portuguese,Cláudio Castro,PERSON
BBC Portuguese,TSE,ORG
BBC Portuguese,Chamber,ORG
BBC Portuguese,Silva,PERSON
BBC Portuguese,Brazil,GPE
BBC Portuguese,Brazil,GPE
BBC Portuguese,10 million,CARDINAL
BBC Portuguese,two more weeks,DATE
BBC Portuguese,Iran,GPE
BBC Portuguese,40 million,CARDINAL
BBC Portuguese,Americans,NORP
BBC Portuguese,Brazil,GPE
BBC Russian,Trump,ORG
BBC Russian,the United States,GPE
BBC Russian,Russia,GPE
BBC Russian,Ukraine,GPE
BBC Russian,African,NORP
BBC Russian,Russian,NORP
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Oryol,PERSON
BBC Russian,Vladimir,PERSON
BBC Russian,Democratic,NORP
BBC Russian,Zohran Mamdani,PERSON
BBC Russian,New York Mayoral Election - Predictions,ORG
BBC Russian,US,GPE
BBC Russian,Trump,PERSON
BBC Russian,the White House,ORG
BBC Russian,Pokrovsk,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Russia,GPE
BBC Russian,British,NORP
BBC Russian,BBC,ORG
BBC Russian,Trump,ORG
BBC Russian,David Beckham,PERSON
BBC Russian,British,NORP
BBC Japanese,Democrat,NORP
BBC Japanese,Mamdani,PERSON
BBC Japanese,New York,GPE
BBC Japanese,US,GPE
BBC Japanese,Cheney,PERSON
BBC Japanese,age 84,DATE
BBC Japanese,Trump,ORG
BBC Japanese,Philippines,GPE
BBC Japanese,at least 60,CARDINAL
BBC Japanese,Zelenskiy,PERSON
BBC Japanese,Pokrovsk,GPE
BBC Japanese,Beckham,PERSON
BBC Japanese,David'',PERSON
BBC Japanese,Ishiguro,PERSON
BBC Japanese,British,NORP
BBC Japanese,French,NORP
BBC Japanese,U.S.-China,PERSON
BBC Japanese,Seein,ORG
BBC Japanese,Hamas,ORG
BBC Japanese,Israel,GPE
BBC Japanese,Israeli,NORP
BBC Japanese,Palestinian,NORP
BBC Japanese,32-year-old,DATE
BBC Japanese,British,NORP
BBC Swahili,Protests,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,seven days,DATE
BBC Swahili,Tanzania,GPE
BBC Swahili,New York,GPE
BBC Swahili,US,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,Wednesday,DATE
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Wednesday,DATE
BBC Swahili,Madrid,GPE
BBC Swahili,Vinicius,PERSON
BBC Swahili,Khamenei,PERSON
BBC Swahili,three,CARDINAL
BBC Swahili,Iran,GPE
BBC Swahili,the United States,GPE
BBC Swahili,half,CARDINAL
BBC Swahili,Sudan,GPE
BBC Swahili,SADC,PERSON
BBC Swahili,Tanzania,GPE
BBC Swahili,Jesus,PERSON
BBC Swahili,Mary - Vatican,PERSON
