Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Europe,LOC,2026_08_02
BBC Mundo,thousands,CARDINAL,2026_08_02
BBC Mundo,African,NORP,2026_08_02
BBC Mundo,Ceuta,NORP,2026_08_02
BBC Mundo,Greek,NORP,2026_08_02
BBC Mundo,Kairos,PERSON,2026_08_02
BBC Mundo,two,CARDINAL,2026_08_02
BBC Mundo,more than 40 years,DATE,2026_08_02
BBC Mundo,4,CARDINAL,2026_08_02
BBC Mundo,Ceuta,GPE,2026_08_02
BBC Mundo,one,CARDINAL,2026_08_02
BBC Mundo,Spanish,NORP,2026_08_02
BBC Mundo,North Africa,GPE,2026_08_02
BBC Mundo,Nirmal Purja,ORG,2026_08_02
BBC Mundo,14,CARDINAL,2026_08_02
BBC Mundo,the Nazca Lines,ORG,2026_08_02
BBC Mundo,Peru,GPE,2026_08_02
BBC Mundo,13,CARDINAL,2026_08_02
BBC Mundo,US,GPE,2026_08_02
BBC Mundo,Spain,GPE,2026_08_02
BBC Mundo,EU,ORG,2026_08_02
BBC Mundo,Ceuta,GPE,2026_08_02
BBC Hindi,Iran,GPE,2026_08_02
BBC Hindi,Trump,ORG,2026_08_02
BBC Hindi,Usha,ORG,2026_08_02
BBC Hindi,India,GPE,2026_08_02
BBC Hindi,the Commonwealth Games,EVENT,2026_08_02
BBC Hindi,Abhijeet Deepke,PERSON,2026_08_02
BBC Hindi,BBC,ORG,2026_08_02
BBC Hindi,CJP Protest,ORG,2026_08_02
BBC Hindi,six,CARDINAL,2026_08_02
BBC Hindi,CJP,ORG,2026_08_02
BBC Hindi,first,ORDINAL,2026_08_02
BBC Hindi,CJP,ORG,2026_08_02
BBC Hindi,Delhi,GPE,2026_08_02
BBC Hindi,Commonwealth Games:,ORG,2026_08_02
BBC Hindi,India,GPE,2026_08_02
BBC Portuguese,European Union,ORG,2026_08_02
BBC Portuguese,Ceuta,GPE,2026_08_02
BBC Portuguese,thousands,CARDINAL,2026_08_02
BBC Portuguese,Flávio,GPE,2026_08_02
BBC Portuguese,Caiado,GPE,2026_08_02
BBC Portuguese,Zema,ORG,2026_08_02
BBC Portuguese,Lula,PERSON,2026_08_02
BBC Portuguese,2026,DATE,2026_08_02
BBC Portuguese,South Korea,GPE,2026_08_02
BBC Portuguese,Chilean,NORP,2026_08_02
BBC Portuguese,5 decades later,DATE,2026_08_02
BBC Portuguese,Earth,LOC,2026_08_02
BBC Portuguese,Africa,LOC,2026_08_02
BBC Portuguese,'The Odyssey',WORK_OF_ART,2026_08_02
BBC Portuguese,Christopher Nolan's,PERSON,2026_08_02
BBC Portuguese,Greek,NORP,2026_08_02
BBC Russian,Ukrainian,GPE,2026_08_02
BBC Russian,Samara,GPE,2026_08_02
BBC Russian,Two,CARDINAL,2026_08_02
BBC Russian,Ukrainian,GPE,2026_08_02
BBC Russian,Saratov,GPE,2026_08_02
BBC Russian,War,GPE,2026_08_02
BBC Russian,Ukraine,GPE,2026_08_02
BBC Russian,Ukrainian,NORP,2026_08_02
BBC Russian,Saratov,GPE,2026_08_02
BBC Russian,Engels,LOC,2026_08_02
BBC Russian,Moscow,GPE,2026_08_02
BBC Russian,three,CARDINAL,2026_08_02
BBC Russian,Israel,GPE,2026_08_02
BBC Russian,Gaza,GPE,2026_08_02
BBC Russian,Palestinian,NORP,2026_08_02
BBC Russian,Russia,GPE,2026_08_02
BBC Russian,second,ORDINAL,2026_08_02
BBC Russian,just a few days,DATE,2026_08_02
BBC Russian,Earth,LOC,2026_08_02
BBC Russian,FIFA,ORG,2026_08_02
BBC Russian,Infantino,ORG,2026_08_02
BBC Russian,the World Cup,EVENT,2026_08_02
BBC Russian,AI,ORG,2026_08_02
BBC Russian,Morocco,GPE,2026_08_02
BBC Russian,Spain,GPE,2026_08_02
BBC Russian,Spanish,NORP,2026_08_02
BBC Russian,Blames Gangs,PERSON,2026_08_02
BBC Japanese,"60,000",CARDINAL,2026_08_02
BBC Japanese,Spanish,NORP,2026_08_02
BBC Japanese,Morocco,GPE,2026_08_02
BBC Japanese,Spanish,NORP,2026_08_02
BBC Japanese,US,GPE,2026_08_02
BBC Japanese,Lincoln Memorial's,ORG,2026_08_02
BBC Japanese,FIFA,ORG,2026_08_02
BBC Japanese,Israeli,NORP,2026_08_02
BBC Japanese,Israeli,NORP,2026_08_02
BBC Japanese,Gaza,GPE,2026_08_02
BBC Japanese,Hamas,ORG,2026_08_02
BBC Japanese,Poland,GPE,2026_08_02
BBC Japanese,Russian,NORP,2026_08_02
BBC Japanese,At least 5,CARDINAL,2026_08_02
BBC Japanese,Ukraine,GPE,2026_08_02
BBC Japanese,Russian,NORP,2026_08_02
BBC Japanese,Zelenskiy,ORG,2026_08_02
BBC Japanese,US,GPE,2026_08_02
BBC Japanese,AI,GPE,2026_08_02
BBC Japanese,three,CARDINAL,2026_08_02
BBC Japanese,Trump,ORG,2026_08_02
BBC Japanese,Gaza Peace Council,ORG,2026_08_02
BBC Japanese,Hamas,ORG,2026_08_02
BBC Japanese,Kumamoto,PERSON,2026_08_02
BBC Japanese,UEFA,ORG,2026_08_02
BBC Japanese,the World Cup,EVENT,2026_08_02
BBC Japanese,FIFA,ORG,2026_08_02
BBC Japanese,FIFA,ORG,2026_08_02
BBC Swahili,Trump,PERSON,2026_08_02
BBC Swahili,Iran,GPE,2026_08_02
BBC Swahili,DRC,ORG,2026_08_02
BBC Swahili,Uganda,GPE,2026_08_02
BBC Swahili,Russia,GPE,2026_08_02
BBC Swahili,three,CARDINAL,2026_08_02
BBC Swahili,Salah,ORG,2026_08_02
BBC Swahili,Trabzonspor,ORG,2026_08_02
BBC Swahili,Tanzania,GPE,2026_08_02
BBC Swahili,CHADEMA,ORG,2026_08_02
BBC Swahili,Lissu,PERSON,2026_08_02
BBC Swahili,first,ORDINAL,2026_08_02
BBC Swahili,Hezbollah,ORG,2026_08_02
Al Jazeera,Trump,ORG,2026_08_02
Al Jazeera,Iran,GPE,2026_08_02
Al Jazeera,US,GPE,2026_08_02
Al Jazeera,Cuba,GPE,2026_08_02
Al Jazeera,MLB,ORG,2026_08_02
Al Jazeera,LA Dodgers,ORG,2026_08_02
Al Jazeera,two,CARDINAL,2026_08_02
Al Jazeera,Cy Young,ORG,2026_08_02
Al Jazeera,Tarik Skubal,PERSON,2026_08_02
Al Jazeera,summer,DATE,2026_08_02
Al Jazeera,Arsenal,ORG,2026_08_02
Al Jazeera,Girona,GPE,2026_08_02
Al Jazeera,Gaza,GPE,2026_08_02
Al Jazeera,Israel,GPE,2026_08_02
Al Jazeera,Tawjihi,PERSON,2026_08_02
Al Jazeera,Three,CARDINAL,2026_08_02
Al Jazeera,Moscow,GPE,2026_08_02
Al Jazeera,Virunga Park,GPE,2026_08_02
Al Jazeera,Ebola,GPE,2026_08_02
Al Jazeera,DRC,ORG,2026_08_02
Al Jazeera,Trump,ORG,2026_08_02
Al Jazeera,Iran,GPE,2026_08_02
Al Jazeera,Israel,GPE,2026_08_02
Al Jazeera,eight,CARDINAL,2026_08_02
Al Jazeera,Gaza,GPE,2026_08_02
Al Jazeera,Trump’s,ORG,2026_08_02
Al Jazeera,Hamas,ORG,2026_08_02
Al Jazeera,Spain,GPE,2026_08_02
The Hindu,John,PERSON,2026_08_02
The Hindu,John,PERSON,2026_08_02
The Hindu,Douglas Stuart,PERSON,2026_08_02
The Hindu,PM Modi,ORG,2026_08_02
The Hindu,Viksit Bharat,ORG,2026_08_02
The Hindu,8,CARDINAL,2026_08_02
The Hindu,13,CARDINAL,2026_08_02
The Hindu,Kerala CM,ORG,2026_08_02
The Hindu,Trump,ORG,2026_08_02
The Hindu,U.S.,GPE,2026_08_02
The Hindu,Israel,GPE,2026_08_02
The Hindu,Iran,GPE,2026_08_02
The Hindu,EPFO,ORG,2026_08_02
The Hindu,India,GPE,2026_08_02
The Hindu,Tamil Nadu Govt,PERSON,2026_08_02
BBC World RSS,Trump,ORG,2026_08_02
BBC World RSS,Iran,GPE,2026_08_02
BBC World RSS,Spain,GPE,2026_08_02
BBC World RSS,EU,ORG,2026_08_02
BBC World RSS,Europe,LOC,2026_08_02
BBC World RSS,Vincent Pastore,PERSON,2026_08_02
BBC World RSS,80,DATE,2026_08_02
BBC World RSS,24 hours,TIME,2026_08_02
BBC World RSS,Fifa,ORG,2026_08_02
BBC World RSS,Infantino,GPE,2026_08_02
BBC World RSS,Peru,GPE,2026_08_02
BBC World RSS,13,CARDINAL,2026_08_02
BBC World RSS,Italy,GPE,2026_08_02
BBC World RSS,Uganda,GPE,2026_08_02
BBC World RSS,DR,GPE,2026_08_02
BBC World RSS,Congo,GPE,2026_08_02
BBC World RSS,Three,CARDINAL,2026_08_02
BBC World RSS,Moscow,GPE,2026_08_02
NYT World RSS,"Europe’s Far Right, Once Marginal",ORG,2026_08_02
NYT World RSS,Spain,GPE,2026_08_02
NYT World RSS,Trump,PERSON,2026_08_02
NYT World RSS,Canceling Strikes,PERSON,2026_08_02
NYT World RSS,Iran,GPE,2026_08_02
NYT World RSS,Canada,GPE,2026_08_02
NYT World RSS,Australia,GPE,2026_08_02
NYT World RSS,Indie Music Venues Closing as Costs Rise,ORG,2026_08_02
NYT World RSS,Iran,GPE,2026_08_02
NYT World RSS,Exhausted Holdouts Find Shelter,PERSON,2026_08_02
NYT World RSS,Israel,GPE,2026_08_02
NYT World RSS,Hezbollah,ORG,2026_08_02
NYT World RSS,Key Lebanon Hilltop,ORG,2026_08_02
NYT World RSS,Peru,GPE,2026_08_02
NYT World RSS,Killing,GPE,2026_08_02
NYT World RSS,13,CARDINAL,2026_08_02
NYT World RSS,Iran,GPE,2026_08_02
NYT World RSS,U.S.,GPE,2026_08_02
