Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Saudi Arabia's,GPE,2026_07_30
BBC Mundo,US,GPE,2026_07_30
BBC Mundo,Iran,GPE,2026_07_30
BBC Mundo,UNAM,ORG,2026_07_30
BBC Mundo,Latin America,LOC,2026_07_30
BBC Mundo,Bernarda Vera,PERSON,2026_07_30
BBC Mundo,Chilean,NORP,2026_07_30
BBC Mundo,Pinochet,GPE,2026_07_30
BBC Mundo,Argentina,GPE,2026_07_30
BBC Mundo,5 decades later,DATE,2026_07_30
BBC Mundo,Hollywood,GPE,2026_07_30
BBC Mundo,4,CARDINAL,2026_07_30
BBC Mundo,Jared Leto,PERSON,2026_07_30
BBC Mundo,Daniel Noboa,PERSON,2026_07_30
BBC Mundo,Ecuador,GPE,2026_07_30
BBC Mundo,5,CARDINAL,2026_07_30
BBC Mundo,Argentina,GPE,2026_07_30
BBC Mundo,the 2026 World Cup,EVENT,2026_07_30
BBC Mundo,this July 30,DATE,2026_07_30
BBC Mundo,Earth Overshoot Day,FAC,2026_07_30
BBC Mundo,Marianela Núñez,PERSON,2026_07_30
BBC Mundo,Argentine,NORP,2026_07_30
BBC Mundo,London,GPE,2026_07_30
BBC Mundo,Royal Ballet,ORG,2026_07_30
BBC Mundo,almost 3 decades,DATE,2026_07_30
BBC Hindi,American,NORP,2026_07_30
BBC Hindi,Iran,GPE,2026_07_30
BBC Hindi,Gen Z,PERSON,2026_07_30
BBC Hindi,Gen Alpha,PERSON,2026_07_30
BBC Hindi,Mallikarjun Kharge,PERSON,2026_07_30
BBC Hindi,Rahul Gandhi,PERSON,2026_07_30
BBC Hindi,CJP,ORG,2026_07_30
BBC Hindi,Parliament,ORG,2026_07_30
BBC Hindi,Ajinkya Rahane,PERSON,2026_07_30
BBC Hindi,Gaba,GPE,2026_07_30
BBC Hindi,Kangana Ranaut,PERSON,2026_07_30
BBC Hindi,Gen Z ',PERSON,2026_07_30
BBC Hindi,BJP,ORG,2026_07_30
BBC Hindi,NDA,ORG,2026_07_30
BBC Hindi,CJP,ORG,2026_07_30
BBC Hindi,India,GPE,2026_07_30
BBC Hindi,the sixth day,DATE,2026_07_30
BBC Hindi,the Commonwealth Games,EVENT,2026_07_30
BBC Hindi,Nitin Gadkari,PERSON,2026_07_30
BBC Hindi,E-20,PRODUCT,2026_07_30
BBC Portuguese,Brazilians,NORP,2026_07_30
BBC Portuguese,more than 100,CARDINAL,2026_07_30
BBC Portuguese,SP,ORG,2026_07_30
BBC Portuguese,Mario Quintana,PERSON,2026_07_30
BBC Portuguese,10-day,DATE,2026_07_30
BBC Portuguese,Jão,PERSON,2026_07_30
BBC Portuguese,the World Cup',EVENT,2026_07_30
BBC Portuguese,Cuba,GPE,2026_07_30
BBC Portuguese,5 years,DATE,2026_07_30
BBC Portuguese,Nobel Prize for Economics,WORK_OF_ART,2026_07_30
BBC Portuguese,Trump,PERSON,2026_07_30
BBC Portuguese,Brazil,GPE,2026_07_30
BBC Portuguese,OpenAI,ORG,2026_07_30
BBC Portuguese,AI,ORG,2026_07_30
BBC Portuguese,Latin America,LOC,2026_07_30
BBC Russian,Ukraine,GPE,2026_07_30
BBC Russian,UEFA,ORG,2026_07_30
BBC Russian,FIFA,ORG,2026_07_30
BBC Russian,Salman Rushdie's,PERSON,2026_07_30
BBC Russian,Hezbollah,ORG,2026_07_30
BBC Russian,War,GPE,2026_07_30
BBC Russian,Ukraine,GPE,2026_07_30
BBC Russian,Kyiv,PERSON,2026_07_30
BBC Russian,Lvov,PERSON,2026_07_30
BBC Russian,Krivoy,GPE,2026_07_30
BBC Russian,Rog,PERSON,2026_07_30
BBC Russian,today,DATE,2026_07_30
BBC Russian,US,GPE,2026_07_30
BBC Russian,Iran,GPE,2026_07_30
BBC Russian,Alexey Yarmushchik,PERSON,2026_07_30
BBC Russian,the Bezrukov Theater,FAC,2026_07_30
BBC Russian,Putin,PERSON,2026_07_30
BBC Russian,France,GPE,2026_07_30
BBC Russian,RT,ORG,2026_07_30
BBC Russian,Ksenia Fedorova,PERSON,2026_07_30
BBC Russian,Four,CARDINAL,2026_07_30
BBC Russian,FSB,ORG,2026_07_30
BBC Russian,Pavel Durov,PERSON,2026_07_30
BBC Japanese,US,GPE,2026_07_30
BBC Japanese,Iran,GPE,2026_07_30
BBC Japanese,US,GPE,2026_07_30
BBC Japanese,Kumamoto,PERSON,2026_07_30
BBC Japanese,30,CARDINAL,2026_07_30
BBC Japanese,more than half,CARDINAL,2026_07_30
BBC Japanese,Fauci,PERSON,2026_07_30
BBC Japanese,Senate,ORG,2026_07_30
BBC Japanese,Southern Europe,LOC,2026_07_30
BBC Japanese,two,CARDINAL,2026_07_30
BBC Japanese,Crete,GPE,2026_07_30
BBC Japanese,Spain,GPE,2026_07_30
BBC Japanese,France,GPE,2026_07_30
BBC Japanese,American Red Cross,ORG,2026_07_30
BBC Japanese,second,ORDINAL,2026_07_30
BBC Japanese,China,GPE,2026_07_30
BBC Japanese,US,GPE,2026_07_30
BBC Japanese,Security Council,ORG,2026_07_30
BBC Japanese,French,NORP,2026_07_30
BBC Japanese,Netanyahu,PERSON,2026_07_30
BBC Japanese,Trump,ORG,2026_07_30
BBC Japanese,FIFA,ORG,2026_07_30
BBC Japanese,the World Cup,EVENT,2026_07_30
BBC Japanese,UEFA,ORG,2026_07_30
BBC Japanese,British,NORP,2026_07_30
BBC Japanese,Trump,ORG,2026_07_30
BBC Swahili,the United States,GPE,2026_07_30
BBC Swahili,Iran,GPE,2026_07_30
BBC Swahili,Trump,ORG,2026_07_30
BBC Swahili,Iran,GPE,2026_07_30
BBC Swahili,the Strait of Hormuz,LOC,2026_07_30
BBC Swahili,Besigye,ORG,2026_07_30
BBC Swahili,Freemasons,ORG,2026_07_30
BBC Swahili,10,CARDINAL,2026_07_30
BBC Swahili,European,NORP,2026_07_30
BBC Swahili,Rodri,NORP,2026_07_30
BBC Swahili,Madrid,GPE,2026_07_30
BBC Swahili,Catherine Nyongesa,PERSON,2026_07_30
BBC Swahili,Kenya,GPE,2026_07_30
BBC Swahili,5,CARDINAL,2026_07_30
BBC Swahili,Japan,GPE,2026_07_30
BBC Swahili,6,CARDINAL,2026_07_30
BBC Swahili,Africa,LOC,2026_07_30
Al Jazeera,US,GPE,2026_07_30
Al Jazeera,Iran,GPE,2026_07_30
Al Jazeera,IRGC,GPE,2026_07_30
Al Jazeera,Toronto,GPE,2026_07_30
Al Jazeera,Damascus,GPE,2026_07_30
Al Jazeera,Syrians,NORP,2026_07_30
Al Jazeera,Salman Rushdie,PERSON,2026_07_30
Al Jazeera,South Africa’s,GPE,2026_07_30
Al Jazeera,Commonwealth Games,EVENT,2026_07_30
Al Jazeera,Russian,NORP,2026_07_30
Al Jazeera,30,CARDINAL,2026_07_30
Al Jazeera,Pakistan,GPE,2026_07_30
Al Jazeera,Kashmir,LOC,2026_07_30
Al Jazeera,Saudi Arabia,GPE,2026_07_30
Al Jazeera,Asian Champions League Elite,ORG,2026_07_30
Al Jazeera,Infantino,GPE,2026_07_30
Al Jazeera,World Cup,EVENT,2026_07_30
Al Jazeera,US,GPE,2026_07_30
Al Jazeera,Iran,GPE,2026_07_30
Al Jazeera,Qeshm Island,LOC,2026_07_30
Al Jazeera,Malaysia,GPE,2026_07_30
Al Jazeera,Iranian,NORP,2026_07_30
The Hindu,Indian,NORP,2026_07_30
The Hindu,saffron jersey,GPE,2026_07_30
The Hindu,India,GPE,2026_07_30
The Hindu,New York Times,ORG,2026_07_30
The Hindu,mid-day,DATE,2026_07_30
The Hindu,Kolkata,GPE,2026_07_30
The Hindu,IIT,ORG,2026_07_30
The Hindu,Jagdish Aphale,ORG,2026_07_30
The Hindu,Ayodhya Ram Temple,ORG,2026_07_30
The Hindu,SC,ORG,2026_07_30
The Hindu,India,GPE,2026_07_30
The Hindu,Bombay High Court,ORG,2026_07_30
The Hindu,FDA,ORG,2026_07_30
The Hindu,UEFA,ORG,2026_07_30
The Hindu,FIFA’s World Cup,ORG,2026_07_30
The Hindu,India,GPE,2026_07_30
The Hindu,the Central Board of Film Certification,ORG,2026_07_30
BBC World RSS,US,GPE,2026_07_30
BBC World RSS,Iran,GPE,2026_07_30
BBC World RSS,American,NORP,2026_07_30
BBC World RSS,Saudi Arabia's,GPE,2026_07_30
BBC World RSS,US,GPE,2026_07_30
BBC World RSS,Iran,GPE,2026_07_30
BBC World RSS,Poland,GPE,2026_07_30
BBC World RSS,Russian,LANGUAGE,2026_07_30
BBC World RSS,Three,CARDINAL,2026_07_30
BBC World RSS,Greek,NORP,2026_07_30
BBC World RSS,Europe,LOC,2026_07_30
BBC World RSS,Veteran Ugandan,PERSON,2026_07_30
BBC World RSS,ICU,ORG,2026_07_30
BBC World RSS,AI,ORG,2026_07_30
BBC World RSS,OpenAI,PERSON,2026_07_30
BBC World RSS,Tom Holland,PERSON,2026_07_30
BBC World RSS,Spider,GPE,2026_07_30
BBC World RSS,Singapore,GPE,2026_07_30
BBC World RSS,French,NORP,2026_07_30
BBC World RSS,465,MONEY,2026_07_30
BBC World RSS,Australia,GPE,2026_07_30
BBC World RSS,Telegram,ORG,2026_07_30
BBC World RSS,Four,CARDINAL,2026_07_30
BBC World RSS,Jared Leto,PRODUCT,2026_07_30
