Source_Name,Entity,Label
BBC Spanish,second,ORDINAL
BBC Spanish,US,GPE
BBC Spanish,Israel,GPE
BBC Spanish,Hamas,ORG
BBC Spanish,Danish,NORP
BBC Spanish,Greenland,GPE
BBC Spanish,Ecuador,GPE
BBC Spanish,9,CARDINAL
BBC Spanish,Latin America,LOC
BBC Spanish,Spain,GPE
BBC Spanish,the early 2000s,DATE
BBC Hindi,Russian,NORP
BBC Hindi,Bangladesh,GPE
BBC Hindi,India,GPE
BBC Hindi,BJP,ORG
BBC Hindi,Rahul Gandhi's,PERSON
BBC Hindi,Germany,GPE
BBC Hindi,Muslim,NORP
BBC Hindi,Nawada,GPE
BBC Hindi,Bihar,GPE
BBC Hindi,Bangladesh,GPE
BBC Hindi,25th December,DATE
BBC Hindi,the German Embassy,ORG
BBC Hindi,the US Embassy,ORG
BBC Hindi,North India,LOC
BBC Hindi,the Aravalli Hills,GPE
BBC Hindi,India,GPE
BBC Hindi,Bangladesh,GPE
BBC Hindi,Bondi Beach,GPE
BBC Hindi,Hijackers,ORG
BBC Hindi,Faisal Karim Masood,PERSON
BBC Hindi,Bangladesh Police,ORG
BBC Hindi,Osman Hadi,LOC
BBC Portuguese,Moraes,ORG
BBC Portuguese,Augusto Heleno,PERSON
BBC Portuguese,China,GPE
BBC Portuguese,Russia,GPE
BBC Portuguese,Maduro,ORG
BBC Portuguese,US,GPE
BBC Portuguese,Michelle Bolsonaro,PERSON
BBC Portuguese,Trump,ORG
BBC Portuguese,Greenland,GPE
BBC Portuguese,US,GPE
BBC Portuguese,100 tonnes,QUANTITY
BBC Portuguese,London,GPE
BBC Portuguese,Nazism,NORP
BBC Portuguese,Brazil,GPE
BBC Portuguese,2025,DATE
BBC Portuguese,Havaianas,ORG
BBC Portuguese,Epstein,PRODUCT
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,two,CARDINAL
BBC Russian,The 'Red Man',WORK_OF_ART
BBC Russian,Ukraine,GPE
BBC Russian,Svetlana Alexievich,PERSON
BBC Russian,BBC,ORG
BBC Russian,Berlin,GPE
BBC Russian,Kurdish,NORP
BBC Russian,Syrian,NORP
BBC Russian,Moscow,GPE
BBC Russian,General Staff,ORG
BBC Russian,Trump,ORG
BBC Russian,Greenland,GPE
BBC Russian,the United States,GPE
BBC Russian,Denmark,GPE
BBC Russian,Two,CARDINAL
BBC Russian,London,GPE
BBC Russian,British,NORP
BBC Russian,Chris Rea,PERSON
BBC Russian,The Road to Hell,WORK_OF_ART
BBC Russian,Homemade,NORP
BBC Russian,Australian,NORP
BBC Russian,Bondi Beach,GPE
BBC Russian,48th,ORDINAL
BBC Russian,the United States,GPE
BBC Russian,Charlie Kirk's,PERSON
BBC Russian,J.D. Vance,PERSON
BBC Japanese,Russia,GPE
BBC Japanese,Ukraine,GPE
BBC Japanese,Greenland,GPE
BBC Japanese,US,GPE
BBC Japanese,Banksy,PERSON
BBC Japanese,London,GPE
BBC Japanese,US,GPE
BBC Japanese,Venezuela,GPE
BBC Japanese,"1,53",CARDINAL
BBC Japanese,US,GPE
BBC Japanese,Gold Fleet',ORG
BBC Japanese,Russian,NORP
BBC Japanese,Moscow,GPE
BBC Japanese,U.S. Department of Justice,ORG
BBC Japanese,Epstein File',PERSON
BBC Japanese,at least 13,CARDINAL
BBC Japanese,US,GPE
BBC Japanese,Venezuela,GPE
BBC Japanese,second,ORDINAL
BBC Japanese,this month,DATE
BBC Japanese,third,ORDINAL
BBC Japanese,Jim Beam,ORG
BBC Japanese,US,GPE
BBC Japanese,next year,DATE
BBC Swahili,Tanzania,GPE
BBC Swahili,Russia,GPE
BBC Swahili,Odesa,GPE
BBC Swahili,Ukraine,GPE
BBC Swahili,2025,DATE
BBC Swahili,Tanzania,GPE
BBC Swahili,today,DATE
BBC Swahili,European,NORP
BBC Swahili,Conor Gallagher,PERSON
BBC Swahili,M23,GPE
BBC Swahili,Uvira,GPE
BBC Swahili,Eastern DRC,LOC
BBC Swahili,8,CARDINAL
BBC Swahili,Africans,PERSON
BBC Swahili,2025,DATE
BBC Swahili,2025,DATE
BBC Swahili,10,CARDINAL
BBC Swahili,African,NORP
BBC Swahili,AFCON,ORG
BBC Swahili,Epstein,PRODUCT
BBC Swahili,Benin,PERSON
