Source_Name,Entity,Label
BBC Spanish,Israel,GPE
BBC Spanish,October 7,DATE
BBC Spanish,US,GPE
BBC Spanish,Trump,PERSON
BBC Spanish,Mexico City,GPE
BBC Spanish,Paloma Nicole,ORG
BBC Spanish,14 -year,DATE
BBC Spanish,Mexico,GPE
BBC Hindi,Pakistan,GPE
BBC Hindi,Trump,PERSON
BBC Hindi,Gaza,GPE
BBC Hindi,Yojana,GPE
BBC Hindi,Abhishek Sharma,PERSON
BBC Hindi,India,GPE
BBC Hindi,'14,DATE
BBC Hindi,Indian,NORP
BBC Hindi,America,GPE
BBC Hindi,Supreme Court,ORG
BBC Hindi,PM Modi,ORG
BBC Hindi,Indian,NORP
BBC Hindi,Kranti Gaur,PERSON
BBC Hindi,Pakistan,GPE
BBC Hindi,Jaishankar,PERSON
BBC Hindi,America-,PERSON
BBC Hindi,Saudi Arabia,GPE
BBC Portuguese,Brazilian,NORP
BBC Portuguese,American,NORP
BBC Portuguese,Greta Thunberg,PERSON
BBC Portuguese,Gaza,GPE
BBC Portuguese,1.28,CARDINAL
BBC Portuguese,Marco Rubio,PERSON
BBC Portuguese,Trump,ORG
BBC Portuguese,Trump,ORG
BBC Portuguese,two,CARDINAL
BBC Portuguese,José Dirceu,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Three,CARDINAL
BBC Portuguese,São Paulo,GPE
BBC Portuguese,"40,000",CARDINAL
BBC Portuguese,"14,000",CARDINAL
BBC Portuguese,the last 27 years,DATE
BBC Portuguese,Nobel Medicine,WORK_OF_ART
BBC Portuguese,2025,DATE
BBC Russian,Israel,GPE
BBC Russian,Hamas,ORG
BBC Russian,"October 7, 2023",DATE
BBC Russian,Ukraine,GPE
BBC Russian,Trump,PERSON
BBC Russian,Tomahawk,PRODUCT
BBC Russian,Syria,GPE
BBC Russian,Israel,GPE
BBC Russian,Hamas,ORG
BBC Russian,Trump,ORG
BBC Russian,France,GPE
BBC Russian,The Nobel Prize for Medicine and Physiology,WORK_OF_ART
BBC Russian,Sudanese,NORP
BBC Russian,Darfur,GPE
BBC Russian,20 years later,DATE
BBC Russian,France,GPE
BBC Russian,Giselle Pelico,FAC
BBC Russian,Nobel,WORK_OF_ART
BBC Russian,American,NORP
BBC Russian,Russia,GPE
BBC Japanese,Nobel Prize in Physiology and Medicine,WORK_OF_ART
BBC Japanese,Sakaguchi Shifumi,PERSON
BBC Japanese,Le Corgne,PERSON
BBC Japanese,only 26 days,DATE
BBC Japanese,French,NORP
BBC Japanese,Israeli,NORP
BBC Japanese,170,CARDINAL
BBC Japanese,Thunberg,ORG
BBC Japanese,20 years,DATE
BBC Japanese,Japan,GPE
BBC Japanese,February next year,DATE
BBC Japanese,Bangladesh,GPE
BBC Japanese,Zelensky,PERSON
BBC Japanese,Russian,NORP
BBC Japanese,UK,GPE
BBC Japanese,Japan,GPE
BBC Japanese,Trump,ORG
BBC Japanese,Gaza,GPE
BBC Japanese,Egypt,GPE
BBC Japanese,US,GPE
BBC Japanese,Trump,PERSON
BBC Japanese,Brazilian,NORP
BBC Japanese,Lula,PERSON
BBC Japanese,U.S. Supreme Court,ORG
BBC Japanese,Maxwell,ORG
BBC Japanese,Epstein,GPE
BBC Japanese,Everest,LOC
BBC Swahili,Gaza,GPE
BBC Swahili,Trump,ORG
BBC Swahili,Catholic,NORP
BBC Swahili,Joseph Kabila,PERSON
BBC Swahili,Israeli,NORP
BBC Swahili,Hamas,ORG
BBC Swahili,October 7',DATE
BBC Swahili,Gaza,GPE
BBC Swahili,European,NORP
BBC Swahili,Tuesday,DATE
BBC Swahili,Marc Guehi Crystal Palace,ORG
BBC Swahili,Humphrey Slowly: Family Confirms ',PERSON
BBC Swahili,Samia,PERSON
BBC Swahili,October 1973,DATE
BBC Swahili,Washington,GPE
BBC Swahili,Ferguson,PERSON
BBC Swahili,Wenger,PERSON
BBC Swahili,more than 1000%,PERCENT
BBC Swahili,Pacific,LOC
