Source_Name,Entity,Label
BBC Spanish,US,GPE
BBC Spanish,Somalia,GPE
BBC Spanish,Trump,ORG
BBC Spanish,Pentagon,ORG
BBC Spanish,years,DATE
BBC Spanish,12,CARDINAL
BBC Spanish,2026,DATE
BBC Spanish,World Cup,EVENT
BBC Spanish,BBC Mundo's,ORG
BBC Spanish,the 2026 World Cup,EVENT
BBC Spanish,Latin America,LOC
BBC Spanish,Spain,GPE
BBC Spanish,US,GPE
BBC Spanish,Guatemala,GPE
BBC Spanish,10,CARDINAL
BBC Spanish,Frank Gehry,PERSON
BBC Spanish,the age of 96,DATE
BBC Hindi,Ambedkar,PERSON
BBC Hindi,India,GPE
BBC Hindi,Russia,GPE
BBC Hindi,Putin,PERSON
BBC Hindi,European,NORP
BBC Hindi,Trump,ORG
BBC Hindi,Putin-Modi,PERSON
BBC Hindi,Russian,NORP
BBC Hindi,Putin,PERSON
BBC Hindi,India,GPE
BBC Hindi,Shashi Tharoor,ORG
BBC Hindi,Putin,PERSON
BBC Hindi,Mosque,NORP
BBC Hindi,Humayun Kabir's,PERSON
BBC Hindi,Pakistani Army,ORG
BBC Hindi,the year 2030,DATE
BBC Hindi,Asim Munir,PERSON
BBC Hindi,Pakistan,GPE
BBC Hindi,Putin-Modi,PERSON
BBC Portuguese,Jair Bolsonaro,PERSON
BBC Portuguese,Flávio,PERSON
BBC Portuguese,US,GPE
BBC Portuguese,Venezuela,GPE
BBC Portuguese,2026,DATE
BBC Portuguese,World Cup,EVENT
BBC Portuguese,Brazil,GPE
BBC Portuguese,the 1st,DATE
BBC Portuguese,FIFA,ORG
BBC Portuguese,Trump,ORG
BBC Portuguese,World Cup,EVENT
BBC Portuguese,2026,DATE
BBC Portuguese,Joesley Batista,PERSON
BBC Portuguese,JBS,ORG
BBC Portuguese,Alexandre de Moraes,PERSON
BBC Portuguese,the Financial Times',ORG
BBC Portuguese,25,CARDINAL
BBC Portuguese,the year,DATE
BBC Portuguese,half,CARDINAL
BBC Portuguese,Europe,LOC
BBC Portuguese,the 14th century,DATE
BBC Portuguese,Warner Bros,ORG
BBC Portuguese,Netflix,GPE
BBC Portuguese,US,GPE
BBC Russian,Roblox,PERSON
BBC Russian,Russian,NORP
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Washington,GPE
BBC Russian,Florida,GPE
BBC Russian,Frank Gehry,PERSON
BBC Russian,the Guggenheim Museum,ORG
BBC Russian,Bilbao,GPE
BBC Russian,two,CARDINAL
BBC Russian,Ukrainians,NORP
BBC Russian,Hero Z,WORK_OF_ART
BBC Russian,US,GPE
BBC Russian,US,GPE
BBC Russian,South Korea,GPE
BBC Russian,Drama,PERSON
BBC Russian,Netflix,ORG
BBC Russian,Warner Bros.,ORG
BBC Russian,HBO,ORG
BBC Russian,Putin,PERSON
BBC Russian,Modi,GPE
BBC Russian,Russian,NORP
BBC Russian,Sergei Tikhanovsky,PERSON
BBC Russian,Belarusians,NORP
BBC Russian,Belarus,GPE
BBC Russian,a week,DATE
BBC Japanese,Putin,PERSON
BBC Japanese,Modi,PERSON
BBC Japanese,Delhi,GPE
BBC Japanese,Europe,LOC
BBC Japanese,U.S. Supreme Court,ORG
BBC Japanese,Trump,ORG
BBC Japanese,2026,CARDINAL
BBC Japanese,FIFA,ORG
BBC Japanese,Trump the Peace Prize,ORG
BBC Japanese,Warner,ORG
BBC Japanese,Putin,PERSON
BBC Japanese,Ukrainian,NORP
BBC Japanese,Donbas,PERSON
BBC Japanese,Navy,ORG
BBC Japanese,US,GPE
BBC Japanese,State,ORG
BBC Japanese,Hegseth,PERSON
BBC Japanese,Four,CARDINAL
BBC Japanese,Ireland,GPE
BBC Japanese,European,NORP
BBC Japanese,Eurovision,WORK_OF_ART
BBC Japanese,Israel,GPE
BBC Japanese,next year,DATE
BBC Japanese,New Zealand,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,Trump,ORG
BBC Swahili,DR Congo,ORG
BBC Swahili,Rwanda,GPE
BBC Swahili,World Cup 2026,EVENT
BBC Swahili,African,NORP
BBC Swahili,European,NORP
BBC Swahili,12,CARDINAL
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzanian,NORP
BBC Swahili,"December 9, 2025",DATE
BBC Swahili,DRC,ORG
BBC Swahili,a few hours,TIME
BBC Swahili,Tanzania,GPE
BBC Swahili,16,CARDINAL
BBC Swahili,October 29,DATE
BBC Swahili,Meta,ORG
BBC Swahili,two,CARDINAL
BBC Swahili,Tanzanian,NORP
