Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,"Por qué aumentaron las ejecuciones en Florida, el estado que más impone la pena de muerte en EE.UU.","Por qué aumentaron las ejecuciones en Florida, el estado que más impone la pena de muerte en EE.UU.",0.0,2026_09_16
BBC Mundo,Las nuevas tácticas de intimidación de los grupos antiinmigrantes que preocupan a Reino Unido,Las nuevas tácticas de intimidación de los grupos antiinmigrantes que preocupan a Reino Unido,0.0,2026_09_16
BBC Mundo,"Por qué las principales petroleras de EE.UU. no participan en el ""mayor acuerdo de la historia"" firmado por los gobiernos de Trump y Delcy Rodríguez","Por qué las principales petroleras de EE.UU. no participan en el ""mayor acuerdo de la historia"" firmado por los gobiernos de Trump y Delcy Rodríguez",0.0,2026_09_16
BBC Mundo,Cuál es la razón de que nos dé sueño después de almorzar (y por qué tomarse un café no es la mejor forma de espabilarse),Cuál es la razón de que nos dé sueño después de almorzar (y por qué tomarse un café no es la mejor forma de espabilarse),0.0,2026_09_16
BBC Mundo,"Finneas y otros teloneros de Ed Sheeran abandonan la gira en apoyo al rapero Macklemore, excluido por hacer comentarios sobre Palestina","Finneas y otros teloneros de Ed Sheeran abandonan la gira en apoyo al rapero Macklemore, excluido por hacer comentarios sobre Palestina",0.0,2026_09_16
BBC Mundo,Como la hostilidad de Trump está empujando a Canadá a acercarse a la Unión Europea,Como la hostilidad de Trump está empujando a Canadá a acercarse a la Unión Europea,0.0,2026_09_16
BBC Mundo,"""Estamos escarbando con nuestras propias manos"": el derrumbe de un edificio dañado por la guerra en Gaza deja al menos 12 muertos y decenas de desaparecidos","""Estamos escarbando con nuestras propias manos"": el derrumbe de un edificio dañado por la guerra en Gaza deja al menos 12 muertos y decenas de desaparecidos",0.0,2026_09_16
BBC Mundo,"El empresario colombiano Alex Saab, aliado clave de Maduro, se declara culpable de lavado de dinero y entregará US$195 millones a EE.UU.","El empresario colombiano Alex Saab, aliado clave de Maduro, se declara culpable de lavado de dinero y entregará US$195 millones a EE.UU.",0.0,2026_09_16
BBC Mundo,Le dijo a ChatGPT que quería asesinar a su hijo de 8 años y luego fue arrestado por la policía,Le dijo a ChatGPT que quería asesinar a su hijo de 8 años y luego fue arrestado por la policía,0.0,2026_09_16
BBC Mundo,Qué se sabe del arma que EE.UU. dice que desplegó en el espacio,Qué se sabe del arma que EE.UU. dice que desplegó en el espacio,0.0,2026_09_16
BBC Hindi,पाकिस्तानी जहाज़ से टक्कर पर भारत ने जिस आर्टिकल-10 का हवाला दिया वो क्या है?,पाकिस्तानी जहाज़ से टक्कर पर भारत ने जिस आर्टिकल-10 का हवाला दिया वो क्या है?,0.0,2026_09_16
BBC Hindi,यूपीआई भुगतान पर चार्ज को अमेरिकी दबाव से क्यों जोड़ा जा रहा है?,यूपीआई भुगतान पर चार्ज को अमेरिकी दबाव से क्यों जोड़ा जा रहा है?,0.0,2026_09_16
BBC Hindi,"लाइव,कन्नड़ एक्टर अनंत नाग को दादासाहब फाल्के अवार्ड देने की घोषणा, पीएम मोदी ने क्या कहा","लाइव,कन्नड़ एक्टर अनंत नाग को दादासाहब फाल्के अवार्ड देने की घोषणा, पीएम मोदी ने क्या कहा",0.0,2026_09_16
BBC Hindi,मक्का पर 'ड्रोन अटैक': लोगों को क्यों याद आई 47 साल पुरानी भयावह घटना,मक्का पर 'ड्रोन अटैक': लोगों को क्यों याद आई 47 साल पुरानी भयावह घटना,0.0,2026_09_16
BBC Hindi,ईरान पर हमले की अमेरिका ने अब तक क्या 'क़ीमत' चुकाई है? इस रिपोर्ट से चला पता,ईरान पर हमले की अमेरिका ने अब तक क्या 'क़ीमत' चुकाई है? इस रिपोर्ट से चला पता,0.0,2026_09_16
BBC Hindi,"किन यूपीआई ट्रांजैक्शन पर लगेगा चार्ज, किसे देना होगा, क्या फ्री होगा, जानें सभी ज़रूरी सवालों के जवाब","किन यूपीआई ट्रांजैक्शन पर लगेगा चार्ज, किसे देना होगा, क्या फ्री होगा, जानें सभी ज़रूरी सवालों के जवाब",0.0,2026_09_16
BBC Hindi,यूपी से ग्राउंड रिपोर्ट: 'एक्सप्रेसवे प्रदेश' में नए एक्सप्रेसवे की ये कैसी हालत?,यूपी से ग्राउंड रिपोर्ट: 'एक्सप्रेसवे प्रदेश' में नए एक्सप्रेसवे की ये कैसी हालत?,0.0,2026_09_16
BBC Hindi,"वीडियो,एआई को लेकर अचानक क्यों फैल रहा है डर?, अवधि 8,46","वीडियो,एआई को लेकर अचानक क्यों फैल रहा है डर?, अवधि 8,46",0.0,2026_09_16
BBC Hindi,सऊदी अरब सज़ा-ए-मौत पाए विदेशियों के शव उनके परिवारों को क्यों नहीं सौंपता,सऊदी अरब सज़ा-ए-मौत पाए विदेशियों के शव उनके परिवारों को क्यों नहीं सौंपता,0.0,2026_09_16
BBC Hindi,भारत की ऊर्जा सुरक्षा का भविष्य क्रिटिकल मिनरल पर क्यों टिका है?,भारत की ऊर्जा सुरक्षा का भविष्य क्रिटिकल मिनरल पर क्यों टिका है?,0.0,2026_09_16
BBC Portuguese,Há 'vencedor' na disputa de alas do STF?,Há 'vencedor' na disputa de alas do STF?,0.0,2026_09_16
BBC Portuguese,Os bairros de SP e do Rio na lista de 'mais legais' do mundo de revista britânica,Os bairros de SP e do Rio na lista de 'mais legais' do mundo de revista britânica,0.0,2026_09_16
BBC Portuguese,"O mundo está certo em temer IA, mas precisa confiar nas empresas, diz chefe da OpenAI","O mundo está certo em temer IA, mas precisa confiar nas empresas, diz chefe da OpenAI",0.0,2026_09_16
BBC Portuguese,'Consequências imprevisíveis' para eleição: como imprensa internacional noticiou sessão tumultuada do STF,'Consequências imprevisíveis' para eleição: como imprensa internacional noticiou sessão tumultuada do STF,0.0,2026_09_16
BBC Portuguese,O empresário aliado-chave de Maduro que se declarou culpado de lavagem de dinheiro e entregará R$ 1 bi aos EUA,O empresário aliado-chave de Maduro que se declarou culpado de lavagem de dinheiro e entregará R$ 1 bi aos EUA,0.0,2026_09_16
BBC Portuguese,STF não decide sobre Alexandre de Moraes e crise se prolonga,STF não decide sobre Alexandre de Moraes e crise se prolonga,0.0,2026_09_16
BBC Portuguese,'Fiz quimioterapia por 11 anos para tratar um câncer que eu não tinha','Fiz quimioterapia por 11 anos para tratar um câncer que eu não tinha',0.0,2026_09_16
BBC Portuguese,'Recebi US$ 5 mil para me mudar para área dos EUA de que nunca tinha ouvido falar','Recebi US$ 5 mil para me mudar para área dos EUA de que nunca tinha ouvido falar',0.0,2026_09_16
BBC Portuguese,Lula e Flávio Bolsonaro aparecem empatados no 2º turno no Agregador de Pesquisas para presidente da BBC News Brasil,Lula e Flávio Bolsonaro aparecem empatados no 2º turno no Agregador de Pesquisas para presidente da BBC News Brasil,0.0,2026_09_16
BBC Portuguese,Como foi o papel de cada ministro em sessão tensa e inédita no STF,Como foi o papel de cada ministro em sessão tensa e inédita no STF,0.0,2026_09_16
BBC Russian,"«Везет тому, кто везет». Генерал, которого хвалил Путин, погиб через две недели после награждения звездой Героя России","«Везет тому, кто везет». Генерал, которого хвалил Путин, погиб через две недели после награждения звездой Героя России",0.0,2026_09_16
