Source_Name,Entity,Label
BBC Spanish,Ukrainian,NORP
BBC Spanish,Russia,GPE
BBC Spanish,Franco Parisi,GPE
BBC Spanish,third,ORDINAL
BBC Spanish,Chilean,NORP
BBC Spanish,Kast,LOC
BBC Spanish,Jara,PERSON
BBC Spanish,Hasina,PERSON
BBC Spanish,Bangladesh,GPE
BBC Spanish,China,GPE
BBC Spanish,16,DATE
BBC Spanish,CIA,ORG
BBC Hindi,Maoist,NORP
BBC Hindi,Hidma,PERSON
BBC Hindi,Nitish Kumar's,ORG
BBC Hindi,Bihar,GPE
BBC Hindi,100,CARDINAL
BBC Hindi,Mumbai,GPE
BBC Hindi,Rohini Acharya's,PERSON
BBC Hindi,Lalu,PERSON
BBC Hindi,Kishor,GPE
BBC Hindi,Suraj Party,ORG
BBC Hindi,Bihar,GPE
BBC Hindi,Rameez Khan,PERSON
BBC Hindi,Lalu Yadav's,PERSON
BBC Hindi,Rohini Acharya,PERSON
BBC Hindi,Bihar,GPE
BBC Hindi,Bhagalpur,PERSON
BBC Hindi,Bangladesh,GPE
BBC Hindi,India,GPE
BBC Hindi,Modi,GPE
BBC Portuguese,Trump,ORG
BBC Portuguese,Gaza,GPE
BBC Portuguese,the UN Security Council,ORG
BBC Portuguese,Gaza,GPE
BBC Portuguese,the most days,DATE
BBC Portuguese,Brazil,GPE
BBC Portuguese,German,NORP
BBC Portuguese,Pará,ORG
BBC Portuguese,German,NORP
BBC Portuguese,Germany,GPE
BBC Portuguese,Brazil,GPE
BBC Portuguese,Belém,ORG
BBC Portuguese,Caribbean,LOC
BBC Portuguese,World Cup,EVENT
BBC Portuguese,Brazil,GPE
BBC Portuguese,Trump,ORG
BBC Portuguese,Putin,PERSON
BBC Portuguese,Ukraine,GPE
BBC Russian,Europe,LOC
BBC Russian,The UN Security Council,ORG
BBC Russian,Trump,ORG
BBC Russian,Gaza,GPE
BBC Russian,Russia,GPE
BBC Russian,China,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Rosneft,ORG
BBC Russian,Lukoil,ORG
BBC Russian,Russia,GPE
BBC Russian,Georgia,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,Macron,PERSON
BBC Russian,100,CARDINAL
BBC Russian,Rafale,PRODUCT
BBC Russian,Ukraine,GPE
BBC Russian,NATO,ORG
BBC Russian,Ukrainian,NORP
BBC Russian,Poland,GPE
BBC Russian,Russian,NORP
BBC Russian,Bangladesh,GPE
BBC Russian,Sheikh Hasina,PERSON
BBC Russian,absentia,GPE
BBC Russian,Trump,ORG
BBC Russian,Republicans,NORP
BBC Russian,the Epstein Files,LOC
BBC Japanese,UN Security Council,ORG
BBC Japanese,Trump,ORG
BBC Japanese,Gaza,GPE
BBC Japanese,UK,GPE
BBC Japanese,the House of Commons,ORG
BBC Japanese,Bangladesh,GPE
BBC Japanese,Hasina,PERSON
BBC Japanese,last year's,DATE
BBC Japanese,Crayon Shin-chan,PERSON
BBC Japanese,China,GPE
BBC Japanese,Takaichi,ORG
BBC Japanese,Taiwan,GPE
BBC Japanese,Brain Fog,WORK_OF_ART
BBC Japanese,BBC,ORG
BBC Japanese,Epstein,PERSON
BBC Japanese,Republican,NORP
BBC Japanese,Japan,GPE
BBC Japanese,China,GPE
BBC Japanese,Taiwan,GPE
BBC Japanese,Home,ORG
BBC Japanese,Britain,GPE
BBC Japanese,Denmark,GPE
BBC Japanese,"2,50",CARDINAL
BBC Swahili,Trump,ORG
BBC Swahili,Gaza,GPE
BBC Swahili,the United Nations Security Council,ORG
BBC Swahili,Tanzanian,NORP
BBC Swahili,Russian,NORP
BBC Swahili,World Cup,EVENT
BBC Swahili,Samia,PERSON
BBC Swahili,seven,CARDINAL
BBC Swahili,Commonwealth,ORG
BBC Swahili,Chakwera,PRODUCT
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Tuesday,DATE
BBC Swahili,Man City,GPE
BBC Swahili,El Mala Cologne,ORG
BBC Swahili,US,GPE
BBC Swahili,South Korea,GPE
