Source_Name,Entity,Label,Scrape_Date
BBC Mundo,BBC,ORG,2026_08_23
BBC Mundo,Spain,GPE,2026_08_23
BBC Mundo,Nigeria,GPE,2026_08_23
BBC Mundo,US,GPE,2026_08_23
BBC Mundo,75,CARDINAL,2026_08_23
BBC Mundo,Colombia,GPE,2026_08_23
BBC Mundo,Uruguay,GPE,2026_08_23
BBC Mundo,Cuba,GPE,2026_08_23
BBC Mundo,Green Boots,WORK_OF_ART,2026_08_23
BBC Mundo,Everest,LOC,2026_08_23
BBC Mundo,30 years,DATE,2026_08_23
BBC Mundo,Harry,PERSON,2026_08_23
BBC Mundo,Meghan,PERSON,2026_08_23
BBC Mundo,American,NORP,2026_08_23
BBC Mundo,Canada,GPE,2026_08_23
BBC Mundo,US,GPE,2026_08_23
BBC Mundo,Trump,ORG,2026_08_23
BBC Mundo,Hayden Panettiere,FAC,2026_08_23
BBC Mundo,US,GPE,2026_08_23
BBC Mundo,Europe,LOC,2026_08_23
BBC Mundo,"50,000",MONEY,2026_08_23
BBC Mundo,50%,PERCENT,2026_08_23
BBC Mundo,$1 million,MONEY,2026_08_23
BBC Mundo,Latin America,LOC,2026_08_23
BBC Mundo,the Dominican Republic,GPE,2026_08_23
BBC Mundo,zero,CARDINAL,2026_08_23
BBC Hindi,Babu,PERSON,2026_08_23
BBC Hindi,Saransh Jain,PERSON,2026_08_23
BBC Hindi,Indian,NORP,2026_08_23
BBC Hindi,the age of 33,DATE,2026_08_23
BBC Hindi,CJP,ORG,2026_08_23
BBC Hindi,Ashutosh Ranka,PERSON,2026_08_23
BBC Hindi,Rahul Gandhi,PERSON,2026_08_23
BBC Hindi,Manusmriti,GPE,2026_08_23
BBC Hindi,phobia,GPE,2026_08_23
BBC Hindi,Odisha,GPE,2026_08_23
BBC Hindi,24,CARDINAL,2026_08_23
BBC Hindi,two,CARDINAL,2026_08_23
BBC Hindi,Manan Mishra,PERSON,2026_08_23
BBC Hindi,National,ORG,2026_08_23
BBC Hindi,American,NORP,2026_08_23
BBC Hindi,Israel,GPE,2026_08_23
BBC Hindi,Türkiye,GPE,2026_08_23
BBC Hindi,Syria,GPE,2026_08_23
BBC Hindi,US,GPE,2026_08_23
BBC Hindi,Netanyahu,PERSON,2026_08_23
BBC Portuguese,thousands,CARDINAL,2026_08_23
BBC Portuguese,the Gaza Strip,GPE,2026_08_23
BBC Portuguese,Captured Ukrainian-,PERSON,2026_08_23
BBC Portuguese,BBC,ORG,2026_08_23
BBC Portuguese,Russia,GPE,2026_08_23
BBC Portuguese,one,CARDINAL,2026_08_23
BBC Portuguese,USA,GPE,2026_08_23
BBC Portuguese,US,GPE,2026_08_23
BBC Portuguese,Europe,LOC,2026_08_23
BBC Portuguese,China,GPE,2026_08_23
BBC Portuguese,millions,CARDINAL,2026_08_23
BBC Portuguese,Harry,PERSON,2026_08_23
BBC Portuguese,Meghan,PERSON,2026_08_23
BBC Portuguese,American,NORP,2026_08_23
BBC Portuguese,the time of day,DATE,2026_08_23
BBC Portuguese,Chinese,NORP,2026_08_23
BBC Portuguese,Flávio Bolsonaro,PERSON,2026_08_23
BBC Portuguese,one,CARDINAL,2026_08_23
BBC Portuguese,Lula,PERSON,2026_08_23
BBC Portuguese,second,ORDINAL,2026_08_23
BBC Portuguese,BBC News,ORG,2026_08_23
BBC Russian,Seven,CARDINAL,2026_08_23
BBC Russian,Kazakhstan,GPE,2026_08_23
BBC Russian,Kurultai,GPE,2026_08_23
BBC Russian,War,GPE,2026_08_23
BBC Russian,Ukraine,GPE,2026_08_23
BBC Russian,Krivoy,GPE,2026_08_23
BBC Russian,Rog,PERSON,2026_08_23
BBC Russian,16,CARDINAL,2026_08_23
BBC Russian,Arday,PERSON,2026_08_23
BBC Russian,British,NORP,2026_08_23
BBC Russian,Carney,PERSON,2026_08_23
BBC Russian,US,GPE,2026_08_23
BBC Russian,Japanese,NORP,2026_08_23
BBC Russian,seven-year-old,DATE,2026_08_23
BBC Russian,Mount Fuji,LOC,2026_08_23
BBC Russian,Russian,NORP,2026_08_23
BBC Russian,Novorossiysk Bay,LOC,2026_08_23
BBC Russian,Indiana Jones,ORG,2026_08_23
BBC Russian,Inca,ORG,2026_08_23
BBC Russian,Megan,PERSON,2026_08_23
BBC Russian,Guy Ritchie's,PERSON,2026_08_23
BBC Russian,Netflix,ORG,2026_08_23
BBC Russian,The Gentlemen,WORK_OF_ART,2026_08_23
BBC Russian,Sweden,GPE,2026_08_23
BBC Russian,one,CARDINAL,2026_08_23
BBC Japanese,London,GPE,2026_08_23
BBC Japanese,Canada,GPE,2026_08_23
BBC Japanese,U.S.,GPE,2026_08_23
BBC Japanese,Carney,PERSON,2026_08_23
BBC Japanese,Israel,GPE,2026_08_23
BBC Japanese,Gaza,GPE,2026_08_23
BBC Japanese,UK,GPE,2026_08_23
BBC Japanese,Australia,GPE,2026_08_23
BBC Japanese,Canada,GPE,2026_08_23
BBC Japanese,Russia,GPE,2026_08_23
BBC Japanese,Double Tap',WORK_OF_ART,2026_08_23
BBC Japanese,16,CARDINAL,2026_08_23
BBC Japanese,Ukrainian,GPE,2026_08_23
BBC Japanese,Seven,CARDINAL,2026_08_23
BBC Japanese,Prince Harry,PERSON,2026_08_23
BBC Japanese,Elton John,PERSON,2026_08_23
BBC Japanese,up to 7.5 billion yen,MONEY,2026_08_23
BBC Japanese,Hong Kong,GPE,2026_08_23
BBC Japanese,Tiananmen Square,FAC,2026_08_23
BBC Japanese,Israel,GPE,2026_08_23
BBC Japanese,West Bank,GPE,2026_08_23
BBC Japanese,UK,GPE,2026_08_23
BBC Japanese,France,GPE,2026_08_23
BBC Japanese,Germany,GPE,2026_08_23
BBC Japanese,Italy,GPE,2026_08_23
BBC Japanese,Canada,GPE,2026_08_23
BBC Japanese,Klitschko,PERSON,2026_08_23
BBC Japanese,Russia,GPE,2026_08_23
BBC Japanese,Kiev,PRODUCT,2026_08_23
BBC Japanese,Academician,NORP,2026_08_23
BBC Japanese,Cambridge University,ORG,2026_08_23
BBC Japanese,Belgian,NORP,2026_08_23
BBC Japanese,5,CARDINAL,2026_08_23
BBC Japanese,Osaka,GPE,2026_08_23
BBC Swahili,the Strait of Hormuz,LOC,2026_08_23
BBC Swahili,US,GPE,2026_08_23
BBC Swahili,5,CARDINAL,2026_08_23
BBC Swahili,5,CARDINAL,2026_08_23
BBC Swahili,Tanzania,GPE,2026_08_23
BBC Swahili,eight,CARDINAL,2026_08_23
BBC Swahili,the Nagasaki Bomb,ORG,2026_08_23
BBC Swahili,US,GPE,2026_08_23
Al Jazeera,Serena Williams,PERSON,2026_08_23
Al Jazeera,Carlos Alcaraz,PERSON,2026_08_23
Al Jazeera,US,GPE,2026_08_23
Al Jazeera,10,CARDINAL,2026_08_23
Al Jazeera,Australia,GPE,2026_08_23
Al Jazeera,Bangladesh,GPE,2026_08_23
Al Jazeera,2nd,ORDINAL,2026_08_23
Al Jazeera,Pegula,GPE,2026_08_23
Al Jazeera,Swiatek,ORG,2026_08_23
Al Jazeera,Cincinnati,GPE,2026_08_23
Al Jazeera,Gauff,LOC,2026_08_23
Al Jazeera,Kazakhstan,GPE,2026_08_23
Al Jazeera,Colombian,NORP,2026_08_23
Al Jazeera,Israeli,NORP,2026_08_23
Al Jazeera,Gaza,GPE,2026_08_23
Al Jazeera,Canadian,NORP,2026_08_23
Al Jazeera,Chad,GPE,2026_08_23
Al Jazeera,Canada,GPE,2026_08_23
Al Jazeera,US,GPE,2026_08_23
Al Jazeera,Thousands,CARDINAL,2026_08_23
Al Jazeera,Sudan,GPE,2026_08_23
Al Jazeera,El Obeid,ORG,2026_08_23
Al Jazeera,Iran,GPE,2026_08_23
Al Jazeera,Rezaei,ORG,2026_08_23
Al Jazeera,US,GPE,2026_08_23
The Hindu,Another year,DATE,2026_08_23
The Hindu,Parliament,ORG,2026_08_23
The Hindu,Monsoon Session,EVENT,2026_08_23
The Hindu,State,ORG,2026_08_23
The Hindu,Canada,GPE,2026_08_23
The Hindu,U.S.,GPE,2026_08_23
The Hindu,Panama,GPE,2026_08_23
The Hindu,Bay of Bengal,LOC,2026_08_23
The Hindu,CJP,ORG,2026_08_23
The Hindu,Rajasthan village,GPE,2026_08_23
The Hindu,Trump,PERSON,2026_08_23
The Hindu,India,GPE,2026_08_23
The Hindu,Explained,ORG,2026_08_23
The Hindu,China,GPE,2026_08_23
The Hindu,August 24,DATE,2026_08_23
The Hindu,Wang Yi,PERSON,2026_08_23
The Hindu,Rahul Gandhi's,PERSON,2026_08_23
The Hindu,Pune,LOC,2026_08_23
The Hindu,BJP,ORG,2026_08_23
The Hindu,Congress,ORG,2026_08_23
The Hindu,Union Ministers,ORG,2026_08_23
BBC World RSS,Trump,ORG,2026_08_23
BBC World RSS,Canada,GPE,2026_08_23
BBC World RSS,US,GPE,2026_08_23
BBC World RSS,Carney,GPE,2026_08_23
BBC World RSS,Trump,ORG,2026_08_23
BBC World RSS,Zelensky,PERSON,2026_08_23
BBC World RSS,17,DATE,2026_08_23
BBC World RSS,Swedish,NORP,2026_08_23
BBC World RSS,7-year-old,DATE,2026_08_23
