Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Russia,GPE,2026_07_09
BBC Mundo,Putin,PERSON,2026_07_09
BBC Mundo,Ukraine,GPE,2026_07_09
BBC Mundo,Iran,GPE,2026_07_09
BBC Mundo,Tehran,GPE,2026_07_09
BBC Mundo,US,GPE,2026_07_09
BBC Mundo,billions of dollars,MONEY,2026_07_09
BBC Mundo,Venezuela,GPE,2026_07_09
BBC Mundo,Bonnie Tyler,PERSON,2026_07_09
BBC Mundo,Total Eclipse of the Heart,WORK_OF_ART,2026_07_09
BBC Mundo,the 1980s,DATE,2026_07_09
BBC Mundo,75,CARDINAL,2026_07_09
BBC Mundo,World Cup 2026,EVENT,2026_07_09
BBC Mundo,Hussam Abu Safiya,PERSON,2026_07_09
BBC Mundo,Israel,GPE,2026_07_09
BBC Mundo,Gaza,GPE,2026_07_09
BBC Mundo,the World Cup,EVENT,2026_07_09
BBC Mundo,Argentina,GPE,2026_07_09
BBC Mundo,Spain,GPE,2026_07_09
BBC Mundo,6,CARDINAL,2026_07_09
BBC Mundo,German,NORP,2026_07_09
BBC Mundo,15,CARDINAL,2026_07_09
BBC Mundo,NATO,ORG,2026_07_09
BBC Mundo,Spain,GPE,2026_07_09
BBC Mundo,Venezuela,GPE,2026_07_09
BBC Hindi,Thousands,CARDINAL,2026_07_09
BBC Hindi,the First World War,EVENT,2026_07_09
BBC Hindi,first,ORDINAL,2026_07_09
BBC Hindi,Iran,GPE,2026_07_09
BBC Hindi,the United Nations,ORG,2026_07_09
BBC Hindi,American,NORP,2026_07_09
BBC Hindi,the Censor Board,ORG,2026_07_09
BBC Hindi,Punjab,NORP,2026_07_09
BBC Hindi,America,GPE,2026_07_09
BBC Hindi,Iran,GPE,2026_07_09
BBC Hindi,Iran,GPE,2026_07_09
BBC Hindi,American,NORP,2026_07_09
BBC Hindi,Qatar,GPE,2026_07_09
BBC Hindi,Kuwait,GPE,2026_07_09
BBC Hindi,Bahrain,GPE,2026_07_09
