Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,Qué causó la avalancha y otras 3 preguntas sobre la catástrofe que dejó cientos de muertos y desaparecidos en Nepal y Tíbet,What caused the avalanche and 3 other questions about the catastrophe that left hundreds dead or missing in Nepal and Tibet,0.0,2026_08_27
BBC Mundo,Qué es el colapso glaciar que causó la repentina y devastadora avalancha en Nepal,What is the glacial collapse that caused the sudden and devastating avalanche in Nepal,0.0,2026_08_27
BBC Mundo,"""Es un ciclo sin fin. Si acaban con nosotros, otra pandilla ocupará nuestro lugar"": la BBC en territorio controlado por el crimen organizado en Ecuador","""It's an endless cycle. If they finish us off, another gang will take our place"": BBC in territory controlled by organized crime in Ecuador",0.0,2026_08_27
BBC Mundo,"Muere a los 84 años Ratko Mladic, el ""carnicero de Bosnia"" que fue condenado a cadena perpetua por genocidio en la antigua Yugoslavia","Ratko Mladic, the ""butcher of Bosnia"" who was sentenced to life in prison for genocide in the former Yugoslavia, dies at 84",0.0,2026_08_27
BBC Mundo,Las imágenes del hipnótico universo de puntos y espejos que creó la artista japonesa Yayoi Kusama,The images of the hypnotic universe of points and mirrors created by the Japanese artist Yayoi Kusama,0.0,2026_08_27
BBC Mundo,"""La riada se lo llevó todo"": sobrevivientes de la avalancha en Nepal y Tíbet describen el horror de ver a sus seres queridos arrastrados por la corriente",'The flood took everything': avalanche survivors in Nepal and Tibet describe the horror of seeing their loved ones swept away by the current,0.0,2026_08_27
BBC Mundo,Por qué Irán no le teme a la ofensiva financiera de EE.UU. y qué más puede intentar Washington contra Teherán,Why Iran is not afraid of the US financial offensive and what else Washington can try against Tehran,0.0,2026_08_27
BBC Mundo,"EE.UU. deporta a Rafael Quero Silva, un militar venezolano acusado de torturas que trabajaba en telenovelas en Miami","The US deports Rafael Quero Silva, a Venezuelan soldier accused of torture who worked in soap operas in Miami",0.0,2026_08_27
BBC Mundo,"Muere a los 97 años Yayoi Kusama, la artista japonesa que convirtió los lunares en un símbolo del arte contemporáneo","Yayoi Kusama, the Japanese artist who turned polka dots into a symbol of contemporary art, dies at 97",0.0,2026_08_27
BBC Mundo,Las impresionantes imágenes de la devastadora avalancha que dejó cientos de muertos y desaparecidos en la frontera de Nepal,The impressive images of the devastating avalanche that left hundreds dead and missing on the Nepal border,0.0,2026_08_27
BBC Hindi,"नेपाल में किस वजह से आई विनाशकारी बाढ़, वैज्ञानिकों ने क्या बताया?","What caused the devastating floods in Nepal, what did scientists tell?",0.0,2026_08_27
BBC Hindi,"लाइव,नेपाल बाढ़ः 540 विदेशी पर्यटक लापता, सबसे ज़्यादा भारत के लोग","Live, Nepal flood: 540 foreign tourists missing, most from India",0.0,2026_08_27
BBC Hindi,"नेपाल में आई बाढ़ में फंसे तमिलनाडु के पर्यटकों का क्या है हाल, परिजन चिंतित","What is the condition of Tamil Nadu tourists stranded in Nepal floods, family members worried",0.0,2026_08_27
BBC Hindi,अंकित बालियान कौन थे जिनकी शामली में जिम के बाहर हुई हत्या?,Who was Ankit Baliyan who was murdered outside the gym in Shamli?,0.0,2026_08_27
BBC Hindi,"कैलाश मानसरोवर यात्रा का तिब्बत रूट कितना मुश्किल है, रास्ते में क्या चुनौतियां आती हैं?","How difficult is the Tibet route of Kailash Mansarovar Yatra, what are the challenges on the way?",0.0,2026_08_27
BBC Hindi,नेपाल बाढ़ में लापता भारतीयों के बारे में अब तक क्या जानकारी है?,What is known so far about Indians missing in Nepal floods?,0.0,2026_08_27
BBC Hindi,"नेपाल के तिमुरे और बेत्रावती शहर भयावह बाढ़ में बह गए, जानिए कितनी थी आबादी और क्यों थे ख़ास","Nepal's Timura and Betravati cities were swept away in catastrophic floods, know how much population there was and why they were special.",0.0,2026_08_27
BBC Hindi,"नेपाल को 'समय पर अलर्ट ना भेजने' के आरोप पर चीन ने क्या जवाब दिया, दोनों देशों के बीच कैसा समन्वय है?",How did China respond to the allegation of 'not sending timely alert' to Nepal? What is the coordination between the two countries?,0.0,2026_08_27
BBC Hindi,'पितृसत्ता ध्वस्त करो': क्या राहुल गांधी कांग्रेस से करेंगे इसकी शुरुआत?,'Demolish patriarchy': Will Rahul Gandhi start this with Congress?,0.0,2026_08_27
BBC Hindi,"वीडियो,नेपाल से ग्राउंड रिपोर्ट: अपनों की ख़बर का इंतज़ार कर रहे लोग, अवधि 3,05","Video, Ground report from Nepal: People waiting for news of their loved ones, duration 3,05",0.0,2026_08_27
BBC Portuguese,"'Modelo Bukele' usado em El Salvador não derrotaria PCC e CV no Brasil, diz especialista em segurança pública","'Bukele model' used in El Salvador would not defeat PCC and CV in Brazil, says public security expert",0.0,2026_08_27
BBC Portuguese,Nepal confirma 389 mortes e busca mais de 900 desaparecidos em meio a risco de nova enchente,Nepal confirms 389 deaths and searches for more than 900 missing amid risk of new flood,-1.0,2026_08_27
BBC Portuguese,Colapso glacial: o fenômeno que causou a enchente repentina na fronteira entre Nepal e Tibete,Glacial collapse: the phenomenon that caused the flash flood on the border between Nepal and Tibet,0.0,2026_08_27
BBC Portuguese,Retaliação do Canadá às tarifas americanas testa os limites do poder de Trump,Canada's retaliation to US tariffs tests the limits of Trump's power,0.0,2026_08_27
BBC Portuguese,"Por que a Uefa se prepara para processar presidente da Fifa, Gianni Infantino",Why UEFA is preparing to sue FIFA president Gianni Infantino,0.0,2026_08_27
BBC Portuguese,"As obras de Yayoi Kusama no Brasil, a artista morta aos 97 anos e famosa por arte com bolinhas e visual ousado","The works of Yayoi Kusama in Brazil, the artist who died at the age of 97 and was famous for her art with polka dots and a bold look",0.0,2026_08_27
BBC Portuguese,As imagens impressionantes da tragédia que matou mais de 300 e deixou centenas de desaparecidos no Nepal,The stunning images of the tragedy that killed more than 300 and left hundreds missing in Nepal,-1.0,2026_08_27
BBC Portuguese,Eclipse lunar quase total poderá ser visto do Brasil nesta quinta: que horas começa e como observar,Almost total lunar eclipse can be seen from Brazil this Thursday: what time does it start and how to observe,0.0,2026_08_27
BBC Portuguese,Veja a distância entre Lula e Flávio Bolsonaro segundo o agregador de pesquisas da BBC News Brasil,See the distance between Lula and Flávio Bolsonaro according to the BBC News Brasil research aggregator,0.0,2026_08_27
