Source_Name,Entity,Label
BBC Spanish,Sudan,GPE
BBC Spanish,El Fasher,ORG
BBC Spanish,Texas,GPE
BBC Spanish,Trump,ORG
BBC Spanish,hundreds,CARDINAL
BBC Spanish,African,NORP
BBC Spanish,the Republic of Tatarstan,GPE
BBC Spanish,Russian,NORP
BBC Spanish,Ecuador,GPE
BBC Spanish,27,CARDINAL
BBC Spanish,the weekend,DATE
BBC Spanish,5,CARDINAL
BBC Hindi,Hema Malini,PERSON
BBC Hindi,Dharmendra,PERSON
BBC Hindi,Dharmendra,PERSON
BBC Hindi,BBC,ORG
BBC Hindi,"6,02",CARDINAL
BBC Hindi,Delhi,GPE
BBC Hindi,Delhi,GPE
BBC Hindi,LNJP,ORG
BBC Hindi,night,TIME
BBC Hindi,8,CARDINAL
BBC Hindi,Lal Qila,PERSON
BBC Hindi,Second,ORDINAL
BBC Hindi,Bihar,GPE
BBC Hindi,three,CARDINAL
BBC Hindi,Red Fort,FAC
BBC Hindi,Amazon,ORG
BBC Hindi,250,CARDINAL
BBC Portuguese,Trump,ORG
BBC Portuguese,Lula,PERSON
BBC Portuguese,3,CARDINAL
BBC Portuguese,IBGE,ORG
BBC Portuguese,Brazilians,NORP
BBC Portuguese,BBC,ORG
BBC Portuguese,Amazon,ORG
BBC Portuguese,Belém,ORG
BBC Portuguese,Amazon,ORG
BBC Portuguese,90%,PERCENT
BBC Portuguese,Paraná,GPE
BBC Portuguese,two,CARDINAL
BBC Portuguese,BBC,ORG
BBC Portuguese,Trump,PERSON
BBC Portuguese,Holmes,PERSON
BBC Portuguese,Louvre,PERSON
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Kinzhal,ORG
BBC Russian,David Soloy,PERSON
BBC Russian,2025,DATE
BBC Russian,Flesh,ORG
BBC Russian,Alawites,GPE
BBC Russian,Syria,GPE
BBC Russian,Assad,PERSON
BBC Russian,Eight,CARDINAL
BBC Russian,New Delhi,GPE
BBC Russian,the Nord Stream,FAC
BBC Russian,Italy,GPE
BBC Russian,the BBC Council,ORG
BBC Russian,Parliament,ORG
BBC Russian,Trump,ORG
BBC Russian,BBC,ORG
BBC Russian,Trump,PERSON
BBC Russian,6.16,CARDINAL
BBC Russian,Dozens,CARDINAL
BBC Russian,Ecuador,GPE
BBC Russian,Washington,GPE
BBC Russian,Syrian,NORP
BBC Russian,al-Sharaa,PERSON
BBC Russian,the White House,ORG
BBC Russian,Iran,GPE
BBC Russian,Tehran,GPE
BBC Japanese,Syria,GPE
BBC Japanese,the White House,ORG
BBC Japanese,U.S. Senate,ORG
BBC Japanese,days,DATE
BBC Japanese,At least 8,CARDINAL
BBC Japanese,Delhi,GPE
BBC Japanese,India,GPE
BBC Japanese,BBC,ORG
BBC Japanese,the Louvre Museum,ORG
BBC Japanese,BBC,ORG
BBC Japanese,Trump,ORG
BBC Japanese,Typhoon No,EVENT
BBC Japanese,26,CARDINAL
BBC Japanese,Philippines,GPE
BBC Japanese,approximately 1.4 million,CARDINAL
BBC Japanese,2,CARDINAL
BBC Japanese,BBC,ORG
BBC Japanese,BBC,ORG
BBC Swahili,Trump,ORG
BBC Swahili,BBC,ORG
BBC Swahili,Samia,PERSON
BBC Swahili,Israel,GPE
BBC Swahili,Turkish,NORP
BBC Swahili,Gaza,GPE
BBC Swahili,African,NORP
BBC Swahili,more than 90 percent,PERCENT
BBC Swahili,European Football Rumors:,ORG
BBC Swahili,Madrid,GPE
BBC Swahili,Szoboszlai,PERSON
BBC Swahili,Heche,ORG
BBC Swahili,Tanzania,GPE
BBC Swahili,two,CARDINAL
BBC Swahili,BBC,ORG
BBC Swahili,FBI,ORG
BBC Swahili,Tanzania,GPE
