Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,Pruebas PISA: España obtiene los peores resultados educativos de su historia mientras la mayoría de los países de América Latina sufre retrocesos,PISA tests: Spain obtains the worst educational results in its history while the majority of Latin American countries suffer setbacks,0.0,2026_09_08
BBC Mundo,"""Es un oasis en medio del desierto"": cómo Uruguay se volvió el destino favorito de miles de migrantes cubanos","""It is an oasis in the middle of the desert"": how Uruguay became the favorite destination of thousands of Cuban migrants",0.0,2026_09_08
BBC Mundo,Los vínculos con Arabia Saudita del hombre en el centro de una multimillonaria demanda por los ataques del 11-S,The ties to Saudi Arabia of the man at the center of a multimillion-dollar lawsuit over the 9/11 attacks,-1.0,2026_09_08
BBC Mundo,Perdí mis ahorros tras caer en una estafa de entrevistas de trabajo,I lost my savings after falling for a job interview scam,0.0,2026_09_08
BBC Mundo,Qué debes comer para proteger las bacterias beneficiosas de tu boca,What you should eat to protect the beneficial bacteria in your mouth,0.0,2026_09_08
BBC Mundo,Los ladrones que robaron varias obras valoradas en más US$10 millones del Museo Renoir en Francia y abandonaron dos mientras escapaban,The thieves who stole several works valued at more than US$10 million from the Renoir Museum in France and abandoned two while they escaped,0.0,2026_09_08
BBC Mundo,5 gráficos que muestran el drástico aumento de las detenciones de migrantes en EE.UU. y su país de origen,5 graphs that show the drastic increase in migrant detentions in the US and their country of origin,0.0,2026_09_08
BBC Mundo,"""Lo que ocurrió en Venezuela no lo he visto ni en Haití ni en Pakistán"": la experta en desastres que alerta sobre los desafíos de la reconstrucción tras los terremotos","""I have not seen what happened in Venezuela in Haiti or Pakistan"": the disaster expert who warns about the challenges of reconstruction after the earthquakes",-1.0,2026_09_08
BBC Mundo,El rey Carlos III deja claro que Harry y Meghan siguen sin ejercer funciones para la monarquía británica pese a su regreso a Reino Unido,King Charles III makes it clear that Harry and Meghan still do not perform functions for the British monarchy despite their return to the United Kingdom,0.0,2026_09_08
BBC Mundo,El dilema que enfrenta Europa tras la primera victoria de la extrema derecha en Alemania desde la Segunda Guerra Mundial,The dilemma facing Europe after the first victory of the far right in Germany since World War II,0.0,2026_09_08
BBC Hindi,चीन और तुर्की की मदद से तैयार पाकिस्तान का नया एयर डिफ़ेंस सिस्टम क्या ब्रह्मोस को रोक पाएगा?,"Will Pakistan's new air defense system, prepared with the help of China and Türkiye, be able to stop BrahMos?",0.0,2026_09_08
BBC Hindi,"लाइव,भारत और चीन के बीच पहली बार हुई इस लेवल की मीटिंग, विदेश मंत्रालय ने साझा की जानकारी","Live, first time meeting of this level between India and China, Ministry of External Affairs shared information",0.0,2026_09_08
BBC Hindi,"'उम्मीद' एक ज़िंदा शब्द है: आकृति चौधरी को मुआवज़ा देंगे डीएम और अफ़सर, हाई कोर्ट ने और क्या कहा?","'Hope' is a living word: DM and officers will give compensation to Aakriti Chaudhary, what else did the High Court say?",0.0,2026_09_08
BBC Hindi,ब्रिटेन के एक क़िले पर पाकिस्तान का झंडा फहराने से शहर की राजनीति में मचा हंगामा,Hoisting of Pakistan flag on a British fort creates uproar in city politics,0.0,2026_09_08
BBC Hindi,"जहाँगीर: अपनी शराबखोरी कबूल करने वाला मुग़ल बादशाह, जिसकी सत्ता की बागडोर नूरजहाँ ने संभाली","Jahangir: The Mughal emperor who confessed to his alcoholism, whose reins of power were taken over by Noor Jahan",0.0,2026_09_08
BBC Hindi,मणिपुरी म्यूज़िशियन की दिल्ली में पीट-पीटकर हत्या के आरोप में आठ गिरफ़्तार,Eight arrested for lynching of Manipuri musician in Delhi,0.0,2026_09_08
BBC Hindi,हर जगह विरोध के बाद हुई थी इंदिरा गांधी और फ़िरोज़ की शादी,Indira Gandhi and Feroze's marriage took place after protests everywhere.,0.0,2026_09_08
BBC Hindi,"फ़्रांस: हिंदू समूह के दौरे के बाद एफ़िल टावर के कर्मचारियों ने नाराज़ होकर क्यों कर दी हड़ताल, जानें पूरा मामला","France: Why did the Eiffel Tower employees get angry and go on strike after the visit of Hindu group, know the whole matter",0.0,2026_09_08
BBC Hindi,महिलाओं को पुरुषों की तुलना में माइग्रेन के दौरे ज़्यादा क्यों पड़ते हैं और इससे कैसे बचा जा सकता है?,Why do women suffer more migraine attacks than men and how can it be avoided?,-1.0,2026_09_08
BBC Hindi,"धीरेंद्र शास्त्री ने बंगाल में दुर्गा पूजा के दौरान नॉन-वेज न खाने की अपील की, बीजेपी को क्यों देनी पड़ी सफ़ाई","Dhirendra Shastri appealed not to eat non-veg during Durga Puja in Bengal, why BJP had to clarify",0.0,2026_09_08
BBC Portuguese,"Mendonça afasta diretor-geral da PF, Andrei Rodrigues","Mendonça removes general director of the PF, Andrei Rodrigues",0.0,2026_09_08
BBC Portuguese,Caso Master pode ser anulado por causa de crise entre ministros do STF?,Can the Master case be annulled because of a crisis between STF ministers?,-1.0,2026_09_08
BBC Portuguese,A carta de 13 ministros aposentados do STF para Edison Fachin: 'mais aguda crise' e 'imediata e rigorosa apuração',The letter from 13 retired STF ministers to Edison Fachin: 'most acute crisis' and 'immediate and rigorous investigation',-1.0,2026_09_08
BBC Portuguese,'Acreditei em tudo o que disseram': a mulher que alugou apartamento a condenados pelos ataques do 11 de Setembro,'I believed everything they said': the woman who rented an apartment to those convicted of the 9/11 attacks,-1.0,2026_09_08
BBC Portuguese,As obras de Renoir roubadas em invasão a museu no sul da França,Renoir's works stolen in museum raid in southern France,0.0,2026_09_08
BBC Portuguese,As mais de 250 mil mulheres solteiras forçadas a dar seus filhos em adoção no Reino Unido em meados do século passado,"The more than 250,000 single women forced to give up their children for adoption in the United Kingdom in the middle of the last century",0.0,2026_09_08
BBC Portuguese,Ato de Flávio Bolsonaro na av. Paulista vira protesto contra Moraes e reúne quase 30 mil: 'Última semana me fez estar aqui',Act of Flávio Bolsonaro on av. Paulista becomes a protest against Moraes and brings together almost 30 thousand: 'Last week made me be here',0.0,2026_09_08
BBC Portuguese,"Crise entre Moraes e Mendonça põe legitimidade do STF em risco em meio a eleição acirrada, diz cientista política","Crisis between Moraes and Mendonça puts the legitimacy of the STF at risk amid the fierce election, says political scientist",-1.0,2026_09_08
BBC Portuguese,"Pesquisas para presidente: Como Lula, Flávio Bolsonaro e Cury aparecem no Agregador de Pesquisas eleitorais da BBC","Polls for president: How Lula, Flávio Bolsonaro and Cury appear in the BBC Electoral Research Aggregator",0.0,2026_09_08
BBC Portuguese,Os novos vídeos que indicam possível papel de agente da Arábia Saudita no 11 de Setembro,The new videos that indicate the possible role of a Saudi Arabian agent in 9/11,0.0,2026_09_08
BBC Russian,"Россия нанесла новые удары по Киеву после трехдневной паузы, три человека погибли, пострадали около 20","Russia launched new strikes on Kyiv after a three-day pause, killing three people and injuring about 20",-1.0,2026_09_08
BBC Russian,"LIVELive,Война в Украине: российский беспилотник нанес удар по офису украинского телеканала в Киеве, есть пострадавшие","LIVELive,War in Ukraine: a Russian drone struck the office of a Ukrainian TV channel in Kyiv, there were casualties",-1.0,2026_09_08
BBC Russian,Канада готовится к затяжной торговой войне с США: ответные пошлины на американские товары вступили в силу,Canada is preparing for a protracted trade war with the United States: retaliatory tariffs on American goods have entered into force,0.0,2026_09_08
BBC Russian,Из музея Ренуара во Французской Ривьере похищены картины стоимостью в несколько миллионов евро,Paintings worth several million euros were stolen from the Renoir Museum in the French Riviera,0.0,2026_09_08
BBC Russian,"Гарри и Меган «удивлены» письмом короля, в котором Карл III напомнил, что они по-прежнему остаются неработающими членами королевской семьи",Harry and Meghan 'surprised' by King's letter reminding Charles III they remain non-working royals,0.0,2026_09_08
BBC Russian,Перед решающим штурмом? Каким было лето на российско-украинском фронте и что будет осенью,Before the final assault? What was the summer like on the Russian-Ukrainian front and what will happen in the fall,0.0,2026_09_08
BBC Russian,Эйфелева башня приостановила работу после просьбы удалить женщин-сотрудниц во время визита религиозной организации,Eiffel Tower suspends operations after request to remove female staff during visit of religious organization,0.0,2026_09_08
BBC Russian,Jaguar Land Rover сокращает четыре тысячи рабочих мест. Британская компания не выдерживает конкуренции с «лендроверами с Temu»,Jaguar Land Rover is cutting four thousand jobs. The British company cannot compete with “Land Rovers with Temu”,0.0,2026_09_08
BBC Russian,Трамп угрожает запретить продажу канадских самолетов Bombardier в США,Trump threatens to ban sale of Canadian Bombardier planes to US,0.0,2026_09_08
BBC Russian,"Недостаточное большинство. АдГ победила в Саксонии-Анхальт, но пока не может создать там правительство — что будет дальше","Insufficient majority. AfD won in Saxony-Anhalt, but so far cannot create a government there - what will happen next",0.0,2026_09_08
BBC Japanese,AIがもたらす結果に誰も備えていないと警告、オープンAIの主任サイエンティストがブログで,Open AI's chief scientist warns that no one is prepared for the consequences of AI,-1.0,2026_09_08
BBC Japanese,北朝鮮とロシア結ぶ初の道路橋が開通、ウクライナの団体は軍事調達に利用されると指摘,"First road bridge connecting North Korea and Russia opens, Ukrainian group says it will be used for military procurement",0.0,2026_09_08
BBC Japanese,イスラエル、レバノン南部の村を空爆　少なくとも12人が殺害されたとレバノン発表,Israel launches airstrike on village in southern Lebanon; Lebanon says at least 12 people were killed,-1.0,2026_09_08
BBC Japanese,インドネシア、主要空港が再開　火山灰の影響で34万人が足止め,"Indonesia's main airports reopen, 340,000 people stranded due to volcanic ash",0.0,2026_09_08
BBC Japanese,エッフェル塔がストライキで閉鎖、宗教団体の訪問時に女性従業員が持ち場から移動させられ抗議,Eiffel Tower closed due to strike; female employees protest after being moved from their posts when visiting religious group,0.0,2026_09_08
BBC Japanese,【解説】 極右AfDの歴史的躍進、ドイツと欧州全体にとっての重要性は　ドイツ東部州議会選,"[Commentary] The historic rise of the far-right AfD, and its importance for Germany and Europe as a whole, lies in the eastern German state parliamentary elections.",0.0,2026_09_08
BBC Japanese,【解説】ヨーロッパを標的とした破壊工作が急増、疑われているのはロシア,"[Commentary] Sabotage operations targeting Europe are rapidly increasing, and Russia is suspected",0.0,2026_09_08
BBC Japanese,ドイツ極右AfDが大勝、東部州議会選　過半数にはわずかに届かず,"Germany's far-right AfD wins big, falling just short of majority in eastern state parliamentary elections",1.0,2026_09_08
BBC Japanese,イラン、米の攻撃に「より迅速で、より激しく、より痛みを伴う対応」を行うと警告,"Iran warns of 'swifter, more intense and more painful response' to US attack",-1.0,2026_09_08
BBC Japanese,米特使、モスクワとキーウを連日訪問　戦争は冬になっても続くとゼレンスキー氏,"US special envoy visits Moscow and Kiev daily; war will continue into winter, Zelenskiy says",0.0,2026_09_08
BBC Swahili,"Moja kwa moja,Raia wa kigeni nchini Kenya wana siku 90 kuwa na vibali vya kazi","Directly, foreign nationals in Kenya have 90 days to have work permits",0.0,2026_09_08
BBC Swahili,"Eda ni nini? Je, Rais Samia kuendelea kuongoza akiwa eda?",What is an order? Will President Samia continue to lead when he is appointed?,0.0,2026_09_08
BBC Swahili,"Moja kwa moja,Shahidi - Nilikamatwa Namanga nikasafirishwa hadi Dar es Salaam","Directly, Witness - I was arrested in Namanga and transported to Dar es Salaam",0.0,2026_09_08
BBC Swahili,Kwa nini nchi za Ulaya zinahamisha dhahabu yao kutoka Amerika Kaskazini?,Why are European countries moving their gold from North America?,0.0,2026_09_08
BBC Swahili,Jinsi ubongo wa nzi unavyoweza kuelezea tabia ya binadamu,How the fly brain can explain human behavior,0.0,2026_09_08
