Source_Name,Entity,Label
BBC Spanish,Trump,PERSON
BBC Spanish,Islamic,NORP
BBC Spanish,State,ORG
BBC Spanish,Nigeria,GPE
BBC Spanish,Christmas,DATE
BBC Spanish,45 years,DATE
BBC Spanish,London,GPE
BBC Spanish,Michael,PERSON
BBC Spanish,Raphael,PERSON
BBC Spanish,Gabriel,PERSON
BBC Spanish,three,CARDINAL
BBC Spanish,1631,DATE
BBC Spanish,Bible,WORK_OF_ART
BBC Hindi,India,GPE
BBC Hindi,Bangladesh,GPE
BBC Hindi,ICG,ORG
BBC Hindi,Unnao,GPE
BBC Hindi,Delhi High Court,ORG
BBC Hindi,Bangladesh,GPE
BBC Hindi,Tariq Rehman,PERSON
BBC Hindi,Jamaat,PERSON
BBC Hindi,PM Modi,ORG
BBC Hindi,Lahore,GPE
BBC Hindi,Christmas,DATE
BBC Hindi,45 years,DATE
BBC Hindi,100 years,DATE
BBC Hindi,the Communist Party of India,ORG
BBC Hindi,Trump said-,ORG
BBC Hindi,America,GPE
BBC Hindi,Islamic State,ORG
BBC Hindi,Nigeria,GPE
BBC Hindi,Indigo,ORG
BBC Hindi,three,CARDINAL
BBC Hindi,Fraud,ORG
BBC Hindi,WhatsApp,ORG
BBC Portuguese,London,GPE
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,three,CARDINAL
BBC Portuguese,eighth,ORDINAL
BBC Portuguese,Vera Iaconelli,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Flávio,PERSON
BBC Portuguese,Ukrainian,NORP
BBC Portuguese,Russia,GPE
BBC Portuguese,7,CARDINAL
BBC Portuguese,2026,DATE
BBC Portuguese,Christmas,DATE
BBC Portuguese,45 years',DATE
BBC Portuguese,About 50,CARDINAL
BBC Portuguese,Brazilian,NORP
BBC Portuguese,Epstein,PERSON
BBC Portuguese,BBC,ORG
BBC Portuguese,the Undefeated Sun,PERSON
BBC Portuguese,Church,ORG
BBC Portuguese,Christmas,DATE
BBC Russian,Russian,NORP
BBC Russian,Ukraine,GPE
BBC Russian,2025,DATE
BBC Russian,Yura the Toilet,WORK_OF_ART
BBC Russian,Russian,NORP
BBC Russian,Russia,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Kazakhstan,GPE
BBC Russian,Caucasus,ORG
BBC Russian,Putin,PERSON
BBC Russian,Bush,PERSON
BBC Russian,the United States,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,Trump,ORG
BBC Russian,Russia,GPE
BBC Russian,Odessa,GPE
BBC Russian,Trump,ORG
BBC Russian,US,GPE
BBC Russian,Islamic,NORP
BBC Russian,State,ORG
BBC Russian,Nigeria,GPE
BBC Russian,Charles,PERSON
BBC Russian,Christmas,DATE
BBC Russian,Christmas,DATE
BBC Russian,45 years,DATE
BBC Russian,Moscow,GPE
BBC Russian,Tears,GPE
BBC Russian,The Scarlet Flower,WORK_OF_ART
BBC Russian,Mariupol,GPE
BBC Russian,hundreds,CARDINAL
BBC Japanese,U.S.,GPE
BBC Japanese,Islamic State,ORG
BBC Japanese,Nigeria,GPE
BBC Japanese,Trump,ORG
BBC Japanese,Ukraine,GPE
BBC Japanese,US,GPE
BBC Japanese,Türkiye,ORG
BBC Japanese,115,CARDINAL
BBC Japanese,Islamic,NORP
BBC Japanese,year-end,DATE
BBC Japanese,New Year,EVENT
BBC Japanese,Pope Leo,PERSON
BBC Japanese,Ukraine,GPE
BBC Japanese,first,ORDINAL
BBC Japanese,Christmas,DATE
BBC Japanese,British King's,ORG
BBC Japanese,annual,DATE
BBC Japanese,Christmas,DATE
BBC Japanese,American,NORP
BBC Japanese,US,GPE
BBC Japanese,More than 1 million,CARDINAL
BBC Japanese,Epstein,PERSON
BBC Japanese,US,GPE
BBC Japanese,100 years,DATE
BBC Japanese,Winnie the Pooh,WORK_OF_ART
BBC Japanese,first,ORDINAL
BBC Japanese,British,NORP
BBC Japanese,Santa Claus,PERSON
BBC Japanese,Ohio,GPE
BBC Japanese,US,GPE
BBC Swahili,The United States,GPE
BBC Swahili,Nigeria,GPE
BBC Swahili,Zelensky,PERSON
BBC Swahili,American,NORP
BBC Swahili,10,CARDINAL
BBC Swahili,BBC,ORG
BBC Swahili,2025,DATE
BBC Swahili,European Football Rumors,ORG
BBC Swahili,Semenyo,PERSON
BBC Swahili,City,GPE
BBC Swahili,United,ORG
BBC Swahili,Liverpool,GPE
BBC Swahili,Christians,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,Christmas,DATE
BBC Swahili,Five,CARDINAL
BBC Swahili,Mount Kilimanjaro,LOC
BBC Swahili,Christmas,DATE
BBC Swahili,Christians,NORP
BBC Swahili,5,CARDINAL
BBC Swahili,2025,DATE
BBC Swahili,five,CARDINAL
BBC Swahili,the Christmas season,DATE
