Source_Name,Entity,Label
BBC Spanish,Honduras,GPE
BBC Spanish,Nasry,ORG
BBC Spanish,weeks,DATE
BBC Spanish,London,GPE
BBC Spanish,Nasry Asfura,PERSON
BBC Spanish,Trump,ORG
BBC Spanish,Honduras,GPE
BBC Spanish,weeks,DATE
BBC Spanish,Venezuela,GPE
BBC Spanish,the American Dream,ORG
BBC Spanish,Spanish,NORP
BBC Spanish,Madrid,GPE
BBC Spanish,José Feliciano's,PERSON
BBC Spanish,Feliz Navidad,PERSON
BBC Spanish,Latin,NORP
BBC Hindi,100 years,DATE
BBC Hindi,the Communist Party of India,ORG
BBC Hindi,Jairam Ramesh,PERSON
BBC Hindi,Modi,GPE
BBC Hindi,Aravalli,PERSON
BBC Hindi,Kuldeep Singh Sengar,ORG
BBC Hindi,India,GPE
BBC Hindi,New Zealand,GPE
BBC Hindi,Santa Claus',PERSON
BBC Hindi,Ireland,GPE
BBC Hindi,Tariq Rahman's,PERSON
BBC Hindi,17 years,DATE
BBC Hindi,China,GPE
BBC Hindi,America,GPE
BBC Hindi,India,GPE
BBC Hindi,Pakistan,GPE
BBC Hindi,Vaibhav Suryavanshi,PERSON
BBC Hindi,Sakibul Ghani,PERSON
BBC Hindi,the centuries,DATE
BBC Hindi,Virat Kohli,ORG
BBC Hindi,Rohit Sharma,PERSON
BBC Hindi,Aravalli,PERSON
BBC Hindi,North India,LOC
BBC Portuguese,Republicans,NORP
BBC Portuguese,Honduras,GPE
BBC Portuguese,weeks,DATE
BBC Portuguese,About 50,CARDINAL
BBC Portuguese,Brazilian,NORP
BBC Portuguese,Epstein,PERSON
BBC Portuguese,BBC,ORG
BBC Portuguese,China,GPE
BBC Portuguese,2025,DATE
BBC Portuguese,80%,PERCENT
BBC Portuguese,Brazil,GPE
BBC Portuguese,2025,DATE
BBC Portuguese,Christmas,DATE
BBC Portuguese,Chico Buarque,ORG
BBC Russian,The Scarlet Flower,WORK_OF_ART
BBC Russian,Mariupol,GPE
BBC Russian,hundreds,CARDINAL
BBC Russian,Christmas,DATE
BBC Russian,Papa Leo's,PERSON
BBC Russian,first,ORDINAL
BBC Russian,Christmas,DATE
BBC Russian,Trump,ORG
BBC Russian,Santa,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Temryuk,GPE
BBC Russian,Ukrainian,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,the United States,GPE
BBC Russian,Donbass,PERSON
BBC Russian,Zaporozhye Nuclear Power Plant,ORG
BBC Russian,Armenia,ORG
BBC Russian,Zemfira,PERSON
BBC Russian,Lady Gaga,PERSON
BBC Russian,Pashinyan,PERSON
BBC Russian,A million,CARDINAL
BBC Russian,US,GPE
BBC Russian,Epstein,PERSON
BBC Russian,Russian,NORP
BBC Russian,Irena Lesnevskaya,PERSON
BBC Russian,Trump,PERSON
BBC Russian,Honduras,GPE
BBC Russian,less than 1%,PERCENT
BBC Russian,weeks,DATE
BBC Russian,Moscow,GPE
BBC Russian,two days ago,DATE
BBC Russian,Zelensky,PERSON
BBC Russian,about 20,CARDINAL
BBC Russian,Russian,NORP
BBC Japanese,More than 1 million,CARDINAL
BBC Japanese,Epstein,PERSON
BBC Japanese,US,GPE
BBC Japanese,Asufura,ORG
BBC Japanese,Trump,ORG
BBC Japanese,Honduras,GPE
BBC Japanese,Santa Claus,PERSON
BBC Japanese,Ohio,GPE
BBC Japanese,US,GPE
BBC Japanese,Algeria,GPE
BBC Japanese,French,NORP
BBC Japanese,South Korea,GPE
BBC Japanese,Britain,GPE
BBC Japanese,Balmoral Castle,ORG
BBC Japanese,Epstein,PERSON
BBC Japanese,Epstein,PERSON
BBC Japanese,Thunberg,ORG
BBC Japanese,London,GPE
BBC Japanese,Palestine Action,ORG
BBC Swahili,Christians,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,Christmas,DATE
BBC Swahili,Five,CARDINAL
BBC Swahili,Mount Kilimanjaro,LOC
BBC Swahili,more than one million,CARDINAL
BBC Swahili,Epstein,PERSON
BBC Swahili,Christmas,DATE
BBC Swahili,Christians,NORP
BBC Swahili,Christmas,DATE
BBC Swahili,Europe,LOC
BBC Swahili,Man United,GPE
BBC Swahili,Nigeria,GPE
BBC Swahili,Venezuela,GPE
BBC Swahili,US,GPE
BBC Swahili,5,CARDINAL
BBC Swahili,African,NORP
BBC Swahili,2026,DATE
