Source_Name,Entity,Label,Scrape_Date
BBC Mundo,Harry Potter,PERSON,2026_06_14
BBC Mundo,the Prisoner of War,ORG,2026_06_14
BBC Mundo,Ukrainian,GPE,2026_06_14
BBC Mundo,the Aragua Train,ORG,2026_06_14
BBC Mundo,Trump,PERSON,2026_06_14
BBC Mundo,10 million,CARDINAL,2026_06_14
BBC Mundo,Switzerland,GPE,2026_06_14
BBC Mundo,first,ORDINAL,2026_06_14
BBC Mundo,Bette Graham,PERSON,2026_06_14
BBC Mundo,two,CARDINAL,2026_06_14
BBC Mundo,German,NORP,2026_06_14
BBC Mundo,two for decades,DATE,2026_06_14
BBC Mundo,Peru,GPE,2026_06_14
BBC Mundo,Keiko Fujimori,PERSON,2026_06_14
BBC Mundo,Roberto Sánchez,PERSON,2026_06_14
BBC Mundo,"about 18,000",CARDINAL,2026_06_14
BBC Mundo,US,GPE,2026_06_14
BBC Mundo,Americans,NORP,2026_06_14
BBC Mundo,the World Cup,EVENT,2026_06_14
BBC Hindi,Patna,GPE,2026_06_14
BBC Hindi,the Territorial Army,ORG,2026_06_14
BBC Hindi,Yamuna,NORP,2026_06_14
BBC Hindi,Delhi,GPE,2026_06_14
BBC Hindi,America,GPE,2026_06_14
BBC Hindi,Iran,GPE,2026_06_14
BBC Hindi,Dalit,PERSON,2026_06_14
BBC Hindi,Banda,GPE,2026_06_14
BBC Hindi,Rubio,PERSON,2026_06_14
BBC Hindi,India,GPE,2026_06_14
BBC Hindi,Indian,NORP,2026_06_14
BBC Hindi,India,GPE,2026_06_14
BBC Hindi,Bangladesh,GPE,2026_06_14
BBC Hindi,BSF,ORG,2026_06_14
BBC Hindi,Aryan,PERSON,2026_06_14
BBC Hindi,Ahmedabad,PRODUCT,2026_06_14
BBC Hindi,the day before yesterday,DATE,2026_06_14
BBC Hindi,Shivanand,GPE,2026_06_14
BBC Hindi,Oman,GPE,2026_06_14
BBC Portuguese,Vatican,FAC,2026_06_14
BBC Portuguese,Peru,GPE,2026_06_14
BBC Portuguese,Trump,ORG,2026_06_14
BBC Portuguese,US,GPE,2026_06_14
BBC Portuguese,Iran,GPE,2026_06_14
BBC Portuguese,Sunday,DATE,2026_06_14
BBC Portuguese,Tehran,GPE,2026_06_14
BBC Portuguese,Vini Jr.,PERSON,2026_06_14
BBC Portuguese,Brazil,GPE,2026_06_14
BBC Portuguese,Morocco,GPE,2026_06_14
BBC Portuguese,the 2026,EVENT,2026_06_14
BBC Portuguese,World Cup,EVENT,2026_06_14
BBC Portuguese,Brazil,GPE,2026_06_14
BBC Portuguese,the World Cup,EVENT,2026_06_14
BBC Portuguese,Morocco,GPE,2026_06_14
BBC Portuguese,Brazil,GPE,2026_06_14
BBC Portuguese,National Team,ORG,2026_06_14
BBC Portuguese,Superstar,ORG,2026_06_14
BBC Portuguese,Spain,GPE,2026_06_14
BBC Portuguese,Brazil,GPE,2026_06_14
BBC Portuguese,Vini Jr.,PERSON,2026_06_14
BBC Portuguese,the World Cup,EVENT,2026_06_14
BBC Portuguese,Brazilian,NORP,2026_06_14
BBC Portuguese,Morocco,GPE,2026_06_14
BBC Portuguese,Trump,ORG,2026_06_14
BBC Portuguese,Venezuelan,NORP,2026_06_14
BBC Portuguese,Tren de Aragua,PERSON,2026_06_14
BBC Portuguese,Niño Guerrero,PERSON,2026_06_14
BBC Portuguese,Brazil,GPE,2026_06_14
BBC Portuguese,World Cup,EVENT,2026_06_14
BBC Russian,Britain,GPE,2026_06_14
BBC Russian,Russian,NORP,2026_06_14
BBC Russian,English,LANGUAGE,2026_06_14
BBC Russian,Trump,ORG,2026_06_14
BBC Russian,Iran,GPE,2026_06_14
BBC Russian,Sunday,DATE,2026_06_14
BBC Russian,the Strait of Hormuz,LOC,2026_06_14
BBC Russian,The New York Knicks,ORG,2026_06_14
BBC Russian,the NBA Championship,ORG,2026_06_14
BBC Russian,first,ORDINAL,2026_06_14
BBC Russian,more than 50 years,DATE,2026_06_14
BBC Russian,War,GPE,2026_06_14
BBC Russian,Ukraine,GPE,2026_06_14
BBC Russian,Sumy,PERSON,2026_06_14
BBC Russian,Zaporozhye,PERSON,2026_06_14
BBC Russian,Scotland,GPE,2026_06_14
BBC Russian,the World Cup,EVENT,2026_06_14
BBC Russian,28 years,DATE,2026_06_14
BBC Russian,Haiti,GPE,2026_06_14
BBC Russian,Brazil,GPE,2026_06_14
BBC Russian,Morocco,GPE,2026_06_14
BBC Russian,Zelensky,PERSON,2026_06_14
BBC Russian,Russian,NORP,2026_06_14
BBC Russian,Thousands,CARDINAL,2026_06_14
BBC Russian,Belfast,GPE,2026_06_14
BBC Russian,Switzerland,GPE,2026_06_14
BBC Russian,10 million,CARDINAL,2026_06_14
BBC Russian,Charles III:,PERSON,2026_06_14
BBC Russian,London,GPE,2026_06_14
BBC Russian,the Red Arrows,ORG,2026_06_14
BBC Russian,Buckingham Palace,FAC,2026_06_14
BBC Russian,Trump,ORG,2026_06_14
BBC Russian,US,GPE,2026_06_14
BBC Russian,the Tren de Aragua,ORG,2026_06_14
BBC Japanese,Iran,GPE,2026_06_14
BBC Japanese,Hormuz,PERSON,2026_06_14
BBC Japanese,first,ORDINAL,2026_06_14
BBC Japanese,$1 trillion,MONEY,2026_06_14
BBC Japanese,British,NORP,2026_06_14
BBC Japanese,Hockney,GPE,2026_06_14
BBC Japanese,King,PERSON,2026_06_14
BBC Japanese,South Korean,NORP,2026_06_14
BBC Japanese,Yoon,PERSON,2026_06_14
BBC Japanese,30 years,DATE,2026_06_14
BBC Japanese,North Korea,GPE,2026_06_14
BBC Japanese,2026,CARDINAL,2026_06_14
BBC Japanese,World Cup,EVENT,2026_06_14
BBC Japanese,Japan,GPE,2026_06_14
BBC Japanese,BBC,ORG,2026_06_14
BBC Japanese,UK,GPE,2026_06_14
BBC Japanese,Starmer,ORG,2026_06_14
BBC Japanese,UK,GPE,2026_06_14
BBC Japanese,Defense,ORG,2026_06_14
BBC Japanese,Starmer,PERSON,2026_06_14
BBC Japanese,2026,CARDINAL,2026_06_14
BBC Japanese,World Cup] Opening,EVENT,2026_06_14
BBC Japanese,Mexico,GPE,2026_06_14
BBC Japanese,3,CARDINAL,2026_06_14
BBC Japanese,Trump,ORG,2026_06_14
BBC Japanese,Iran,GPE,2026_06_14
BBC Japanese,the United States,GPE,2026_06_14
BBC Japanese,Canadian,NORP,2026_06_14
BBC Japanese,Trump,PERSON,2026_06_14
BBC Japanese,2.26,CARDINAL,2026_06_14
BBC Swahili,One,CARDINAL,2026_06_14
BBC Swahili,the United States,GPE,2026_06_14
BBC Swahili,Iran,GPE,2026_06_14
BBC Swahili,the United States,GPE,2026_06_14
BBC Swahili,Iran,GPE,2026_06_14
BBC Swahili,Five,CARDINAL,2026_06_14
BBC Swahili,Africa,LOC,2026_06_14
BBC Swahili,World Cup,EVENT,2026_06_14
BBC Swahili,Morocco,ORG,2026_06_14
BBC Swahili,African,NORP,2026_06_14
BBC Swahili,World Cup 2026,EVENT,2026_06_14
BBC Swahili,Man City,GPE,2026_06_14
BBC Swahili,Branthwaite,PERSON,2026_06_14
BBC Swahili,Arsenal,ORG,2026_06_14
