Source_Name,Entity,Label
BBC Spanish,24 hours,TIME
BBC Spanish,more than 120,CARDINAL
BBC Spanish,Rio de Janeiro,GPE
BBC Spanish,Comando Vermelho,PERSON
BBC Spanish,Brazil,GPE
BBC Spanish,more than 120,CARDINAL
BBC Spanish,Rio,ORG
BBC Spanish,Comando Vermelho,ORG
BBC Spanish,more than 100,CARDINAL
BBC Spanish,US,GPE
BBC Spanish,Trump,ORG
BBC Spanish,Argentine,NORP
BBC Spanish,8 hours,TIME
BBC Spanish,3,CARDINAL
BBC Spanish,Chris,PERSON
BBC Spanish,Xand van Tulleken,PERSON
BBC Spanish,BBC,ORG
BBC Hindi,Shefali Verma,PERSON
BBC Hindi,Phillip Hughes,PERSON
BBC Hindi,Australia,GPE
BBC Hindi,17 year old,DATE
BBC Hindi,Mahua Moitra,PERSON
BBC Hindi,BJP,ORG
BBC Hindi,Amar Shonar Bangla',PERSON
BBC Hindi,Trump,ORG
BBC Hindi,Trump,ORG
BBC Hindi,China,GPE
BBC Hindi,Kishore,PERSON
BBC Hindi,Delhi,GPE
BBC Hindi,Rahul Gandhi's,PERSON
BBC Hindi,Bihar,GPE
BBC Hindi,Amit Shah,PRODUCT
BBC Hindi,104,CARDINAL
BBC Hindi,Palestinians,NORP
BBC Hindi,Gaza,GPE
BBC Hindi,Israel,GPE
BBC Hindi,Hamas,ORG
BBC Portuguese,24 hours,TIME
BBC Portuguese,121,CARDINAL
BBC Portuguese,Rio,GPE
BBC Portuguese,more than 50,CARDINAL
BBC Portuguese,MPF,ORG
BBC Portuguese,RJ,GPE
BBC Portuguese,STF,ORG
BBC Portuguese,Brazil,GPE
BBC Portuguese,Brazilian,NORP
BBC Portuguese,Brazil,GPE
BBC Portuguese,Australian,NORP
BBC Portuguese,3,CARDINAL
BBC Portuguese,Kim Kataguiri,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Russian,Pokrovsk,GPE
BBC Russian,Mirnograd,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Trump,ORG
BBC Russian,China,GPE
BBC Russian,12,CARDINAL
BBC Russian,10,CARDINAL
BBC Russian,Ukraine,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Putin,PERSON
BBC Russian,Britain,GPE
BBC Russian,Ethiopia,GPE
BBC Russian,Melissa,PERSON
BBC Russian,Five,CARDINAL
BBC Russian,Jamaica,GPE
BBC Russian,20,CARDINAL
BBC Russian,Haiti,GPE
BBC Russian,Caribbean,LOC
BBC Russian,At least 132,CARDINAL
BBC Russian,Rio de Janeiro,GPE
BBC Russian,Naoko,PERSON
BBC Russian,St. Petersburg,GPE
BBC Russian,13 days,DATE
BBC Russian,second,ORDINAL
BBC Russian,Bulgarians,NORP
BBC Russian,France,GPE
BBC Russian,Jewish,NORP
BBC Russian,French,NORP
BBC Russian,Russia,GPE
BBC Russian,Ben & Jerry's,ORG
BBC Russian,Palestinians,NORP
BBC Japanese,the past 30 years,DATE
BBC Japanese,US,GPE
BBC Japanese,South Korea,GPE
BBC Japanese,Trump,PERSON
BBC Japanese,Xi,PERSON
BBC Japanese,At least 132,CARDINAL
BBC Japanese,Rio de Janeiro,GPE
BBC Japanese,Brazil,GPE
BBC Japanese,China,GPE
BBC Japanese,Sudanese,NORP
BBC Japanese,460,CARDINAL
BBC Japanese,British,NORP
BBC Japanese,500 pounds,QUANTITY
BBC Japanese,5,CARDINAL
BBC Japanese,Jamaica,GPE
BBC Japanese,Hurricane Melissa,EVENT
BBC Japanese,"1,18",CARDINAL
BBC Japanese,Israel,GPE
BBC Japanese,Gaza,GPE
BBC Japanese,over 100,CARDINAL
BBC Japanese,Hamas,ORG
BBC Japanese,Nobel Prize,WORK_OF_ART
BBC Japanese,Japan,GPE
BBC Swahili,Tanzania,GPE
BBC Swahili,2025,DATE
BBC Swahili,Zanzibar,NORP
BBC Swahili,24 hours,TIME
BBC Swahili,Trump,ORG
BBC Swahili,the US Department of Defense,ORG
BBC Swahili,Tanzania,GPE
BBC Swahili,2025,DATE
BBC Swahili,Tanzania,GPE
BBC Swahili,Tanzania General,ORG
BBC Swahili,Election 2025,DATE
BBC Swahili,BBC,ORG
BBC Swahili,British,NORP
BBC Swahili,the Rapid Support Forces,ORG
BBC Swahili,Guardian,ORG
BBC Swahili,China,GPE
BBC Swahili,Trump,ORG
