Source_Name,Original_Headline,Translated_Headline,Polarity,Scrape_Date
BBC Mundo,3 asuntos que históricamente han tensado las relaciones entre España y Marruecos,3 issues that have historically strained relations between Spain and Morocco,0.0,2026_08_01
BBC Mundo,"4 claves para entender la grave crisis migratoria en Ceuta, uno de los enclaves españoles en el norte de África","4 keys to understanding the serious migration crisis in Ceuta, one of the Spanish enclaves in North Africa",-1.0,2026_08_01
BBC Mundo,"En gráficos: cómo son los 8 km de frontera entre España y Marruecos en Ceuta, foco de tensión migratoria de la Unión Europea","In graphics: what the 8 km border between Spain and Morocco in Ceuta is like, a focus of migratory tension in the European Union",0.0,2026_08_01
BBC Mundo,México detiene a R1: quién es el sospechoso de idear el asesinato del alcalde Carlos Manzo y la modelo Valeria Márquez,Mexico arrests R1: who is suspected of masterminding the murder of Mayor Carlos Manzo and model Valeria Márquez,0.0,2026_08_01
BBC Mundo,Infantino da marcha atrás y retira el plan de la FIFA para abrir los Mundiales a la inversión privada,Infantino backs down and withdraws FIFA's plan to open the World Cups to private investment,0.0,2026_08_01
BBC Mundo,"""Estamos atrapadas aquí, sin poder volver a casa"": la desesperación de los miles de migrantes que cruzaron la frontera entre Marruecos y España por Ceuta","""We are trapped here, unable to return home"": the desperation of the thousands of migrants who crossed the border between Morocco and Spain through Ceuta",0.0,2026_08_01
BBC Mundo,"Análisis BBC: Hamás nunca había accedido a desarmarse, por lo que el acuerdo ofrece una inusual esperanza para Gaza","BBC Analysis: Hamas has never agreed to disarm, so deal offers rare hope for Gaza",0.0,2026_08_01
BBC Mundo,Las impactantes imágenes del cruce de más de 50.000 migrantes de Marruecos a España por la frontera de Ceuta,"The shocking images of the crossing of more than 50,000 migrants from Morocco to Spain through the Ceuta border",0.0,2026_08_01
BBC Mundo,"Pedro Sánchez denuncia ""una violación de la integridad territorial de España"" y culpa a las mafias que trafican con personas de la crisis en Ceuta","Pedro Sánchez denounces ""a violation of the territorial integrity of Spain"" and blames the mafias that traffic in people for the crisis in Ceuta",-1.0,2026_08_01
BBC Mundo,Por qué Ceuta y Melilla pertenecen a España si están en África,Why Ceuta and Melilla belong to Spain if they are in Africa,0.0,2026_08_01
BBC Hindi,भारत के पहले जेन-ज़ी आंदोलन ने डॉ. आंबेडकर को ही अपना आइकॉन क्यों चुना?,Why did India's first Gen-Z movement choose Dr. Ambedkar as its icon?,0.0,2026_08_01
BBC Hindi,"लाइव,कुलगाम चरमपंथी हमले की राहुल गांधी और मल्लिकार्जुन खड़गे ने की कड़ी निंदा","Live, Rahul Gandhi and Mallikarjun Kharge strongly condemned the Kulgam extremist attack.",-1.0,2026_08_01
BBC Hindi,पेपर लीक के ख़िलाफ़ लाया गया लोक परीक्षा बिल कितना लीक प्रूफ़ साबित होगा,How leak proof will the public examination bill brought against paper leaks prove to be?,0.0,2026_08_01
BBC Hindi,"नेपाल के मधेश इलाक़े में कांवड़ यात्रा के दौरान सांप्रदायिक हिंसा, तीन की मौत","Communal violence during Kanwar Yatra in Madhesh area of ​​Nepal, three killed",-1.0,2026_08_01
BBC Hindi,"पाकिस्तान के गृह मंत्री मोहसिन नक़वी ने क्यों कहा- कॉकरोच इकट्ठा हो गए तो सब कुछ उलट देंगे, सेना से क्या मिला जवाब?","Why did Pakistan Home Minister Mohsin Naqvi say – If cockroaches gather, we will reverse everything, what was the answer received from the army?",0.0,2026_08_01
BBC Hindi,"जापान के इस शहर में बनने वाली पहली मस्जिद से ख़फ़ा हैं लोग, हो रही है तीखी बहस","People are angry with the first mosque to be built in this city of Japan, heated debate is taking place",0.0,2026_08_01
BBC Hindi,सी-सेक्शन डिलीवरी के बाद पेट को पहले जैसा बनाने के उपाय,Ways to make the stomach look like before after C-section delivery,0.0,2026_08_01
BBC Hindi,"नीरज चोपड़ा पर भारी पड़े गेंदबाज़ रहे श्रीलंका के रुमेश, पाकिस्तान के अरशद नदीम को क्या मिला","Sri Lanka's Rumesh was the bowler who overpowered Neeraj Chopra, what did Pakistan's Arshad Nadeem get?",0.0,2026_08_01
BBC Hindi,"ट्रंप ने बताया हमास डालेगा हथियार, लेकिन इसराइल ने रखी ये शर्त","Trump said that Hamas will lay down its arms, but Israel kept this condition",0.0,2026_08_01
BBC Hindi,इसराइल को हथियार देने से अंतरराष्ट्रीय संगठन ने भारत को किया मना तो विदेश मंत्रालय ने गिनाए तर्क,"When international organization refused India from giving arms to Israel, the Ministry of External Affairs enumerated its reasons.",0.0,2026_08_01
BBC Portuguese,"4 perguntas para entender a nova crise migratória em Ceuta, enclave espanhol na África","4 questions to understand the new migration crisis in Ceuta, a Spanish enclave in Africa",-1.0,2026_08_01
BBC Portuguese,"Embraer vive 'oportunidade rara' para desafiar Airbus e Boeing, diz The Economist","Embraer has a 'rare opportunity' to challenge Airbus and Boeing, says The Economist",0.0,2026_08_01
BBC Portuguese,Governo espanhol denuncia 'violação da integridade territorial' e mobiliza Exército em Ceuta após entrada de 60 mil imigrantes em 24h; 57 pessoas morreram,Spanish government denounces 'violation of territorial integrity' and mobilizes army in Ceuta after 60 thousand immigrants entered in 24 hours; 57 people died,0.0,2026_08_01
BBC Portuguese,Fifa abandona plano polêmico de 'vender a Copa do Mundo' — como projeto ruiu em cinco dias,FIFA abandons controversial plan to 'sell the World Cup' - as project collapsed in five days,0.0,2026_08_01
