Source_Name,Entity,Label
BBC Spanish,Venezuelan,NORP
BBC Spanish,María Corina Machado,ORG
BBC Spanish,the Nobel Peace Prize,WORK_OF_ART
BBC Spanish,China,GPE
BBC Spanish,Russia,GPE
BBC Spanish,Nicolás Maduro,PERSON
BBC Spanish,US,GPE
BBC Spanish,Alejandro Gil,PERSON
BBC Spanish,Cuban,NORP
BBC Spanish,more than 100 million,CARDINAL
BBC Spanish,Amazon,ORG
BBC Hindi,Goa Night Club Incident,ORG
BBC Hindi,Luthra Brothers,ORG
BBC Hindi,Thailand,GPE
BBC Hindi,India,GPE
BBC Hindi,Diwali,NORP
BBC Hindi,UNESCO,ORG
BBC Hindi,Dacoit Rahman,PERSON
BBC Hindi,Akshay Khanna,PERSON
BBC Hindi,Hardik Pandya,PERSON
BBC Hindi,Jasprit Bumrah's,PERSON
BBC Hindi,'century',DATE
BBC Hindi,South Africa,GPE
BBC Hindi,Supreme Court,ORG
BBC Hindi,11 years,DATE
BBC Hindi,Syria,GPE
BBC Hindi,Assad,PERSON
BBC Hindi,India,GPE
BBC Hindi,Pakistan Army,ORG
BBC Hindi,Asim Munir,PERSON
BBC Hindi,Australia,GPE
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,January 8th,DATE
BBC Portuguese,a night,TIME
BBC Portuguese,Glauber Braga,PERSON
BBC Portuguese,the Board of Directors,ORG
BBC Portuguese,Chamber,ORG
BBC Portuguese,the Legislative Police,ORG
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,Chamber,ORG
BBC Portuguese,Flávio,PERSON
BBC Portuguese,Bolsonaro,PERSON
BBC Portuguese,0.41,CARDINAL
BBC Portuguese,Caribbean,LOC
BBC Portuguese,US,GPE
BBC Portuguese,Venezuelan,NORP
BBC Portuguese,Venezuela,GPE
BBC Portuguese,USA,GPE
BBC Portuguese,Caribbean,LOC
BBC Portuguese,a few years ago',DATE
BBC Portuguese,Netflix,ORG
BBC Portuguese,Paramount,ORG
BBC Portuguese,Warner,ORG
BBC Russian,Russia,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,Ukraine,GPE
BBC Russian,War,GPE
BBC Russian,Ukraine,GPE
BBC Russian,Zelensky,PERSON
BBC Russian,Kyiv,PERSON
BBC Russian,US,GPE
BBC Russian,tomorrow,DATE
BBC Russian,French,NORP
BBC Russian,Brigitte Macron's,PERSON
BBC Russian,Lithuania,GPE
BBC Russian,Belarus,GPE
BBC Russian,Fire Point,ORG
BBC Russian,Flamingo,GPE
BBC Russian,Ukrainian,NORP
BBC Russian,Australia,GPE
BBC Russian,under 16,DATE
BBC Russian,British,NORP
BBC Russian,Russia,GPE
BBC Russian,Max,PERSON
BBC Russian,Ivanovo,GPE
BBC Japanese,Trump,ORG
BBC Japanese,European,NORP
BBC Japanese,European,NORP
BBC Japanese,Thailand,GPE
BBC Japanese,Cambodia,GPE
BBC Japanese,US,GPE
BBC Japanese,At least 22,CARDINAL
BBC Japanese,Jakarta,GPE
BBC Japanese,Japanese,NORP
BBC Japanese,Trump,ORG
BBC Japanese,French,NORP
BBC Japanese,British,NORP
BBC Japanese,Ukraine,GPE
BBC Japanese,Assad,PERSON
BBC Japanese,Syria,GPE
BBC Japanese,BBC International,ORG
BBC Japanese,Four,CARDINAL
BBC Japanese,Britain,GPE
BBC Japanese,France,GPE
BBC Japanese,Germany,GPE
BBC Japanese,Ukraine,GPE
BBC Japanese,London,GPE
BBC Japanese,Zelenskiy,PERSON
BBC Japanese,One year,DATE
BBC Japanese,Assad,PERSON
BBC Japanese,Syrian,NORP
BBC Japanese,"1,41",CARDINAL
BBC Swahili,Tanzania,GPE
BBC Swahili,December 9,DATE
BBC Swahili,European,NORP
BBC Swahili,China,GPE
BBC Swahili,Russia,GPE
BBC Swahili,Maduro,PERSON
BBC Swahili,the United States,GPE
BBC Swahili,European,NORP
BBC Swahili,Salah,NORP
BBC Swahili,Saudi Arabia,GPE
BBC Swahili,January,DATE
BBC Swahili,2026,DATE
BBC Swahili,Tanzania,GPE
BBC Swahili,December 9,DATE
BBC Swahili,One year,DATE
BBC Swahili,Assad,PERSON
BBC Swahili,Putin,PERSON
BBC Swahili,Syria,GPE
BBC Swahili,Benin,GPE
BBC Swahili,African,NORP
