Source_Name,Entity,Label
BBC Spanish,Ukraine,GPE
BBC Spanish,Russian,NORP
BBC Spanish,US,GPE
BBC Spanish,Israel,GPE
BBC Spanish,October 7,DATE
BBC Spanish,Milei,ORG
BBC Spanish,Argentina,GPE
BBC Spanish,3,CARDINAL
BBC Spanish,the Nobel of Physics 2025,WORK_OF_ART
BBC Hindi,Taliban,ORG
BBC Hindi,India,GPE
BBC Hindi,eight days,DATE
BBC Hindi,Afghanistan,GPE
BBC Hindi,20,CARDINAL
BBC Hindi,Madhya Pradesh,GPE
BBC Hindi,Buddhist,NORP
BBC Hindi,Myanmar,GPE
BBC Hindi,24,CARDINAL
BBC Hindi,Israeli,NORP
BBC Hindi,Trump,ORG
BBC Hindi,Gaza,GPE
BBC Hindi,Netanyahu,PERSON
BBC Hindi,Trump,PERSON
BBC Hindi,Bilaspur,GPE
BBC Hindi,15,CARDINAL
BBC Hindi,Israel,GPE
BBC Hindi,Iran,GPE
BBC Hindi,American,NORP
BBC Hindi,Bihar Elections,PERSON
BBC Hindi,Nitish,NORP
BBC Hindi,BJP,ORG
BBC Portuguese,US Supreme Court,ORG
BBC Portuguese,Trump,ORG
BBC Portuguese,Daniel Noboa,PERSON
BBC Portuguese,Ecuador,GPE
BBC Portuguese,Everest,LOC
BBC Portuguese,first,ORDINAL
BBC Portuguese,the Nobel Prize in Physics,WORK_OF_ART
BBC Portuguese,two years,DATE
BBC Portuguese,Israel,GPE
BBC Portuguese,Hamas,ORG
BBC Portuguese,Methanol,ORG
BBC Portuguese,BBC,ORG
BBC Portuguese,2.59,CARDINAL
BBC Portuguese,one,CARDINAL
BBC Portuguese,Israel,GPE
BBC Portuguese,October 7,DATE
BBC Portuguese,Gaza,GPE
BBC Portuguese,two years,DATE
BBC Russian,Ukrainian,NORP
BBC Russian,one,CARDINAL
BBC Russian,Israel,GPE
BBC Russian,October 7,DATE
BBC Russian,Israel,GPE
BBC Russian,Hamas,ORG
BBC Russian,"October 7, 2023",DATE
BBC Russian,Ukraine,GPE
BBC Russian,Dnipropetrovsk,GPE
BBC Russian,Nobel,WORK_OF_ART
BBC Russian,Germany,GPE
BBC Russian,Syria,GPE
BBC Russian,Israel,GPE
BBC Russian,Hamas,ORG
BBC Russian,Trump,ORG
BBC Russian,France,GPE
BBC Japanese,Two years,DATE
BBC Japanese,Hamas,ORG
BBC Japanese,Israel,GPE
BBC Japanese,Gaza,GPE
BBC Japanese,second day,DATE
BBC Japanese,Egypt,GPE
BBC Japanese,Palestinians,NORP
BBC Japanese,two years,DATE
BBC Japanese,Gaza,GPE
BBC Japanese,2 years,DATE
BBC Japanese,Hamas,ORG
BBC Japanese,"3,07",CARDINAL
BBC Japanese,Nobel Prize,WORK_OF_ART
BBC Japanese,Three,CARDINAL
BBC Japanese,US,GPE
BBC Japanese,Le Cornu,PERSON
BBC Japanese,just 26 days,DATE
BBC Japanese,French,NORP
BBC Japanese,Nobel Prize in Physiology and Medicine,WORK_OF_ART
BBC Japanese,Sakaguchi Shifumi,PERSON
BBC Japanese,Israel,GPE
BBC Japanese,170,CARDINAL
BBC Japanese,Thunberg,ORG
BBC Japanese,Russian,NORP
BBC Japanese,Britain,GPE
BBC Japanese,Japan,GPE
BBC Japanese,20 years,DATE
BBC Japanese,Japan,GPE
BBC Japanese,February next year,DATE
BBC Japanese,Bangladesh,GPE
BBC Swahili,2025,CARDINAL
BBC Swahili,Three,CARDINAL
BBC Swahili,Zanzibar,NORP
BBC Swahili,Tanzania,GPE
BBC Swahili,US,GPE
BBC Swahili,Trump,ORG
BBC Swahili,Gaza,GPE
BBC Swahili,BBC Roses,ORG
BBC Swahili,85 cm,QUANTITY
BBC Swahili,European,NORP
BBC Swahili,Wednesday,DATE
BBC Swahili,Zirkzee,PERSON
BBC Swahili,Humphrey Slowly,PERSON
BBC Swahili,Tanzania,GPE
BBC Swahili,Israeli,NORP
BBC Swahili,Hamas,ORG
BBC Swahili,October 7',DATE
BBC Swahili,Gaza,GPE
BBC Swahili,Humphrey Slowly: Family Confirms ',PERSON
BBC Swahili,Samia,PERSON
